tree_id,split,n_dets,n_sides_observed,naive_B1,gt_B1,maxside_B1,naive_B2,gt_B2,maxside_B2,naive_B3,gt_B3,maxside_B3,naive_B4,gt_B4,maxside_B4,b3frac_naive,b4frac_naive,area_mean,area_p90,area_p10,M01_B1,M01_err_B1,M01_B2,M01_err_B2,M01_B3,M01_err_B3,M01_B4,M01_err_B4,M01_within1,M03_B1,M03_err_B1,M03_B2,M03_err_B2,M03_B3,M03_err_B3,M03_B4,M03_err_B4,M03_within1,M05_B1,M05_err_B1,M05_B2,M05_err_B2,M05_B3,M05_err_B3,M05_B4,M05_err_B4,M05_within1,M06_B1,M06_err_B1,M06_B2,M06_err_B2,M06_B3,M06_err_B3,M06_B4,M06_err_B4,M06_within1,M07_B1,M07_err_B1,M07_B2,M07_err_B2,M07_B3,M07_err_B3,M07_B4,M07_err_B4,M07_within1
DAMIMAS_A21B_0248,train,18,4,0,0,0,3,2,2,10,5,3,5,4,2,0.5555555555555556,0.2777777777777778,0.018502562601277778,0.026875715000000005,0.0100649467188,0,0,2,0,5,0,3,-1,True,0,0,2,0,5,0,3,-1,True,0,0,2,0,5,0,3,-1,True,0,0,2,0,5,0,3,-1,True,0,0,2,0,5,0,3,-1,True
DAMIMAS_A21B_0249,train,18,4,0,0,0,1,1,1,17,9,5,0,0,0,0.9444444444444444,0.0,0.008568449189777776,0.0139549022136,0.0024968366406000002,0,0,1,0,9,0,0,0,True,0,0,1,0,9,0,0,0,True,0,0,1,0,9,0,0,0,True,0,0,1,0,9,0,0,0,True,0,0,1,0,9,0,0,0,True
DAMIMAS_A21B_0250,test,30,4,3,2,1,1,1,1,13,8,5,13,8,6,0.43333333333333335,0.43333333333333335,0.008865004079866666,0.0152798676822,0.0027493538020000002,2,0,1,0,7,-1,8,0,True,2,0,1,0,7,-1,8,0,True,2,0,1,0,7,-1,8,0,True,2,0,1,0,7,-1,7,-1,True,2,0,1,0,7,-1,7,-1,True
DAMIMAS_A21B_0251,train,22,4,2,1,1,6,4,2,10,6,3,4,2,2,0.45454545454545453,0.18181818181818182,0.009755641039318181,0.017932939062500014,0.0047306633854999995,1,0,3,-1,5,-1,2,0,True,1,0,3,-1,5,-1,2,0,True,1,0,3,-1,5,-1,2,0,True,1,0,3,-1,5,-1,2,0,True,1,0,3,-1,5,-1,2,0,True
DAMIMAS_A21B_0252,train,15,4,0,0,0,2,2,1,11,6,4,2,2,2,0.7333333333333333,0.13333333333333333,0.020337068437466663,0.028138395103999996,0.0117548645832,0,0,1,-1,6,0,2,0,True,0,0,1,-1,6,0,2,0,True,0,0,1,-1,6,0,1,-1,True,0,0,1,-1,6,0,1,-1,True,0,0,1,-1,6,0,2,0,True
DAMIMAS_A21B_0253,train,11,4,0,0,0,4,2,2,7,4,3,0,0,0,0.6363636363636364,0.0,0.02229229391572727,0.037544015103999996,0.005168498698,0,0,2,0,4,0,0,0,True,0,0,2,0,4,0,0,0,True,0,0,2,0,4,0,0,0,True,0,0,2,0,4,0,0,0,True,0,0,2,0,4,0,0,0,True
DAMIMAS_A21B_0254,test,20,4,0,0,0,5,2,2,9,6,3,6,3,3,0.45,0.3,0.0089907228906,0.014335432682300009,0.0023686232032,0,0,3,1,5,-1,3,0,True,0,0,3,1,5,-1,3,0,True,0,0,3,1,5,-1,3,0,True,0,0,3,1,5,-1,3,0,True,0,0,3,1,5,-1,3,0,True
DAMIMAS_A21B_0255,train,17,4,1,1,1,3,2,1,11,6,3,2,1,1,0.6470588235294118,0.11764705882352941,0.012837386902588236,0.017755843125,0.006144788645999999,1,0,2,0,6,0,1,0,True,1,0,2,0,6,0,1,0,True,1,0,2,0,6,0,1,0,True,1,0,2,0,6,0,1,0,True,1,0,2,0,6,0,1,0,True
DAMIMAS_A21B_0256,train,3,3,0,0,0,0,0,0,3,2,1,0,0,0,1.0,0.0,0.04325822786466666,0.0574875034896,0.030865166406399996,0,0,0,0,1,-1,0,0,True,0,0,0,0,1,-1,0,0,True,0,0,0,0,2,0,0,0,True,0,0,0,0,2,0,0,0,True,0,0,0,0,2,0,0,0,True
DAMIMAS_A21B_0257,train,18,4,2,1,1,6,4,2,9,7,3,1,1,1,0.5,0.05555555555555555,0.008691392809611112,0.013173069973900003,0.0045963908594,1,0,3,-1,5,-2,1,0,False,1,0,3,-1,5,-2,1,0,False,1,0,3,-1,5,-2,1,0,False,1,0,3,-1,5,-2,1,0,False,1,0,3,-1,5,-2,1,0,False
DAMIMAS_A21B_0258,train,17,4,0,0,0,4,2,1,10,7,4,3,2,2,0.5882352941176471,0.17647058823529413,0.011307395235882353,0.021082995312400002,0.005171713802,0,0,2,0,5,-2,2,0,False,0,0,2,0,5,-2,2,0,False,0,0,2,0,5,-2,2,0,False,0,0,2,0,5,-2,2,0,False,0,0,2,0,5,-2,2,0,False
DAMIMAS_A21B_0259,train,18,4,2,1,1,11,8,3,5,3,2,0,0,0,0.2777777777777778,0.0,0.009629183593722222,0.013515583255200001,0.005778092265600001,1,0,6,-2,3,0,0,0,False,1,0,6,-2,3,0,0,0,False,1,0,6,-2,3,0,0,0,False,1,0,6,-2,3,0,0,0,False,1,0,6,-2,3,0,0,0,False
DAMIMAS_A21B_0260,train,20,4,2,1,1,10,5,3,6,3,2,2,2,1,0.3,0.1,0.020509871263000003,0.02713742265610001,0.014246561588699998,1,0,5,0,3,0,1,-1,True,1,0,5,0,3,0,1,-1,True,1,0,5,0,3,0,1,-1,True,1,0,5,0,3,0,1,-1,True,1,0,5,0,3,0,1,-1,True
DAMIMAS_A21B_0261,train,27,4,6,3,3,8,5,3,7,5,3,6,3,2,0.25925925925925924,0.2222222222222222,0.01261744374037037,0.025069026041600002,0.0045175680208,3,0,5,0,4,-1,4,1,True,3,0,4,-1,4,-1,3,0,True,3,0,4,-1,4,-1,3,0,True,3,0,4,-1,4,-1,3,0,True,3,0,4,-1,4,-1,3,0,True
DAMIMAS_A21B_0262,train,24,4,4,2,2,3,2,1,14,7,4,3,2,2,0.5833333333333334,0.125,0.011795464246958334,0.020295364374999996,0.0032168727864000006,2,0,2,0,8,1,2,0,True,2,0,2,0,8,1,2,0,True,2,0,2,0,8,1,2,0,True,2,0,2,0,8,1,2,0,True,2,0,2,0,8,1,2,0,True
DAMIMAS_A21B_0263,val,21,4,0,0,0,14,7,4,5,3,2,2,1,1,0.23809523809523808,0.09523809523809523,0.009472725855666667,0.012321842448,0.005881392448,0,0,7,0,3,0,1,0,True,0,0,7,0,3,0,1,0,True,0,0,7,0,3,0,1,0,True,0,0,7,0,3,0,1,0,True,0,0,7,0,3,0,1,0,True
DAMIMAS_A21B_0264,train,22,4,6,3,2,3,2,1,13,7,4,0,0,0,0.5909090909090909,0.0,0.013233980610772727,0.022090256614500002,0.0062040803125000005,3,0,2,0,7,0,0,0,True,3,0,2,0,7,0,0,0,True,3,0,2,0,7,0,0,0,True,3,0,2,0,7,0,0,0,True,3,0,2,0,7,0,0,0,True
DAMIMAS_A21B_0265,train,22,4,2,1,1,3,2,2,15,8,5,2,1,1,0.6818181818181818,0.09090909090909091,0.012895969696954546,0.022670859192700003,0.0036042529948000007,1,0,2,0,8,0,1,0,True,1,0,2,0,8,0,1,0,True,1,0,2,0,8,0,1,0,True,1,0,2,0,8,0,1,0,True,1,0,2,0,8,0,1,0,True
DAMIMAS_A21B_0266,train,21,4,4,2,2,2,1,1,15,9,5,0,0,0,0.7142857142857143,0.0,0.008587835441476191,0.015387357552,0.00294435,2,0,1,0,8,-1,0,0,True,2,0,1,0,8,-1,0,0,True,2,0,1,0,8,-1,0,0,True,2,0,1,0,8,-1,0,0,True,2,0,1,0,8,-1,0,0,True
DAMIMAS_A21B_0267,train,21,4,3,1,1,8,5,3,7,4,2,3,2,1,0.3333333333333333,0.14285714285714285,0.007780712673619047,0.013806145052,0.00384523125,2,1,5,0,4,0,2,0,True,2,1,4,-1,4,0,2,0,True,2,1,4,-1,4,0,2,0,True,2,1,4,-1,4,0,2,0,True,2,1,4,-1,4,0,2,0,True
DAMIMAS_A21B_0268,train,28,4,4,2,2,8,6,2,7,5,2,9,6,4,0.25,0.32142857142857145,0.019223429110857143,0.0264720740105,0.0105534714844,2,0,5,-1,4,-1,6,0,True,2,0,4,-2,4,-1,5,-1,False,2,0,4,-2,4,-1,5,-1,False,2,0,4,-2,4,-1,5,-1,False,2,0,4,-2,4,-1,5,-1,False
DAMIMAS_A21B_0269,train,11,4,0,0,0,0,0,0,11,5,4,0,0,0,1.0,0.0,0.013475503527454545,0.018920940104,0.00615883125,0,0,0,0,6,1,0,0,True,0,0,0,0,6,1,0,0,True,0,0,0,0,6,1,0,0,True,0,0,0,0,6,1,0,0,True,0,0,0,0,6,1,0,0,True
DAMIMAS_A21B_0270,test,16,4,2,1,1,3,2,1,11,7,4,0,0,0,0.6875,0.0,0.012531934928375,0.0235440790365,0.0030696729165,1,0,2,0,6,-1,0,0,True,1,0,2,0,6,-1,0,0,True,1,0,2,0,6,-1,0,0,True,1,0,2,0,6,-1,0,0,True,1,0,2,0,6,-1,0,0,True
DAMIMAS_A21B_0271,test,22,4,0,0,0,9,6,3,10,6,3,3,3,1,0.45454545454545453,0.13636363636363635,0.007775218832863637,0.011424223307199999,0.0037473687759,0,0,5,-1,5,-1,2,-1,True,0,0,5,-1,5,-1,2,-1,True,0,0,5,-1,5,-1,2,-1,True,0,0,5,-1,5,-1,2,-1,True,0,0,5,-1,5,-1,2,-1,True
DAMIMAS_A21B_0272,val,17,4,2,1,1,3,1,1,9,5,3,3,2,2,0.5294117647058824,0.17647058823529413,0.023870292187529413,0.04322928682300001,0.012640655625,1,0,2,1,5,0,2,0,True,1,0,2,1,5,0,2,0,True,1,0,2,1,5,0,2,0,True,1,0,2,1,5,0,2,0,True,1,0,2,1,5,0,2,0,True
DAMIMAS_A21B_0273,train,16,4,0,0,0,2,1,1,14,6,4,0,0,0,0.875,0.0,0.011782539469437501,0.019230241797,0.005694195573000001,0,0,1,0,7,1,0,0,True,0,0,1,0,7,1,0,0,True,0,0,1,0,7,1,0,0,True,0,0,1,0,7,1,0,0,True,0,0,1,0,7,1,0,0,True
DAMIMAS_A21B_0274,train,20,4,0,0,0,1,1,1,15,8,4,4,3,2,0.75,0.2,0.008256345169249998,0.013110602421800002,0.0043425236718,0,0,1,0,8,0,2,-1,True,0,0,1,0,8,0,2,-1,True,0,0,1,0,8,0,2,-1,True,0,0,1,0,8,0,2,-1,True,0,0,1,0,8,0,2,-1,True
DAMIMAS_A21B_0275,test,26,4,5,3,2,6,4,2,13,8,4,2,2,1,0.5,0.07692307692307693,0.007296010857384615,0.0112849928385,0.0028527671875,3,0,3,-1,7,-1,1,-1,True,3,0,3,-1,7,-1,1,-1,True,3,0,3,-1,7,-1,1,-1,True,3,0,3,-1,7,-1,1,-1,True,3,0,3,-1,7,-1,1,-1,True
DAMIMAS_A21B_0276,train,10,4,3,1,1,2,1,1,5,3,2,0,0,0,0.5,0.0,0.0146357391146,0.020837327708399998,0.011700092265699999,1,0,1,0,3,0,0,0,True,1,0,1,0,3,0,0,0,True,2,1,1,0,3,0,0,0,True,2,1,1,0,3,0,0,0,True,2,1,1,0,3,0,0,0,True
DAMIMAS_A21B_0277,val,17,4,3,1,1,6,3,2,8,5,3,0,0,0,0.47058823529411764,0.0,0.010161032245705883,0.018876664166800002,0.0042614053124,1,0,3,0,4,-1,0,0,True,1,0,3,0,4,-1,0,0,True,2,1,3,0,4,-1,0,0,True,2,1,3,0,4,-1,0,0,True,2,1,3,0,4,-1,0,0,True
DAMIMAS_A21B_0278,val,20,4,5,2,2,7,4,2,8,6,3,0,0,0,0.4,0.0,0.00938227395835,0.015866394375000002,0.0029900182032,3,1,4,0,5,-1,0,0,True,3,1,4,0,4,-2,0,0,False,3,1,4,0,4,-2,0,0,False,3,1,4,0,4,-2,0,0,False,3,1,4,0,4,-2,0,0,False
DAMIMAS_A21B_0279,test,25,4,0,0,0,8,5,3,15,9,5,2,1,1,0.6,0.08,0.008647250322919998,0.013198235625000002,0.0043764884896,0,0,4,-1,8,-1,1,0,True,0,0,4,-1,8,-1,1,0,True,0,0,4,-1,8,-1,1,0,True,0,0,4,-1,8,-1,1,0,True,0,0,4,-1,8,-1,1,0,True
DAMIMAS_A21B_0280,test,20,4,4,2,1,4,3,2,6,4,2,6,4,2,0.3,0.3,0.018429843541649997,0.024318692109300006,0.0122901217968,2,0,2,-1,3,-1,4,0,True,2,0,2,-1,3,-1,3,-1,True,2,0,2,-1,3,-1,3,-1,True,2,0,2,-1,3,-1,3,-1,True,2,0,2,-1,3,-1,3,-1,True
DAMIMAS_A21B_0281,train,23,4,0,0,0,0,0,0,15,10,5,8,5,3,0.6521739130434783,0.34782608695652173,0.00966715515173913,0.018171870000000003,0.0036563924480000004,0,0,0,0,8,-2,4,-1,False,0,0,0,0,8,-2,4,-1,False,0,0,0,0,8,-2,4,-1,False,0,0,0,0,8,-2,4,-1,False,0,0,0,0,8,-2,4,-1,False
DAMIMAS_A21B_0282,train,18,4,8,4,2,0,0,0,10,6,3,0,0,0,0.5555555555555556,0.0,0.013631158015055555,0.024181885859400006,0.0039651075000000004,4,0,0,0,5,-1,0,0,True,4,0,0,0,5,-1,0,0,True,4,0,0,0,5,-1,0,0,True,4,0,0,0,5,-1,0,0,True,4,0,0,0,5,-1,0,0,True
DAMIMAS_A21B_0283,val,20,4,4,2,2,1,1,1,13,7,4,2,1,1,0.65,0.1,0.0077825972526,0.0108058513282,0.004011395,2,0,1,0,7,0,1,0,True,2,0,1,0,7,0,1,0,True,2,0,1,0,7,0,1,0,True,2,0,1,0,7,0,1,0,True,2,0,1,0,7,0,1,0,True
DAMIMAS_A21B_0284,test,16,4,2,1,1,5,2,2,6,3,2,3,1,1,0.375,0.1875,0.019155753011062496,0.030802509374999995,0.0099352703125,1,0,3,1,3,0,2,1,True,1,0,3,1,3,0,2,1,True,1,0,3,1,3,0,2,1,True,1,0,3,1,3,0,2,1,True,1,0,3,1,3,0,2,1,True
DAMIMAS_A21B_0285,train,32,4,8,4,4,4,2,2,12,7,4,8,5,3,0.375,0.25,0.006971881070968749,0.012957460520900002,0.0031523163282,5,1,2,0,8,1,5,0,True,4,0,2,0,6,-1,4,-1,True,4,0,2,0,6,-1,4,-1,True,4,0,2,0,6,-1,4,-1,True,4,0,2,0,6,-1,4,-1,True
DAMIMAS_A21B_0286,train,19,4,3,1,1,5,3,2,8,5,3,3,1,1,0.42105263157894735,0.15789473684210525,0.010638228892526316,0.021451153177,0.0023365792708,2,1,3,0,4,-1,2,1,True,2,1,3,0,4,-1,2,1,True,2,1,3,0,4,-1,2,1,True,2,1,3,0,4,-1,2,1,True,2,1,3,0,4,-1,2,1,True
DAMIMAS_A21B_0287,train,14,4,6,2,3,8,3,2,0,0,0,0,0,0,0.0,0.0,0.012554817633928574,0.021442725937500007,0.006826171874999999,3,1,4,1,0,0,0,0,True,3,1,4,1,0,0,0,0,True,3,1,4,1,0,0,0,0,True,3,1,4,1,0,0,0,0,True,3,1,4,1,0,0,0,0,True
DAMIMAS_A21B_0288,test,21,4,1,1,1,3,2,2,11,6,4,6,4,3,0.5238095238095238,0.2857142857142857,0.010001021974190475,0.013850979947999999,0.00621095625,1,0,2,0,6,0,3,-1,True,1,0,2,0,6,0,3,-1,True,1,0,2,0,6,0,3,-1,True,1,0,2,0,6,0,3,-1,True,1,0,2,0,6,0,3,-1,True
DAMIMAS_A21B_0289,val,14,4,2,1,1,3,2,1,9,7,4,0,0,0,0.6428571428571429,0.0,0.007468148567714285,0.01114625,0.0032623771875,1,0,2,0,5,-2,0,0,False,1,0,2,0,5,-2,0,0,False,1,0,2,0,5,-2,0,0,False,1,0,2,0,5,-2,0,0,False,1,0,2,0,5,-2,0,0,False
DAMIMAS_A21B_0290,train,15,4,0,0,0,1,1,1,14,7,4,0,0,0,0.9333333333333333,0.0,0.005387370329866666,0.010168965781199999,0.0022665679168,0,0,1,0,7,0,0,0,True,0,0,1,0,7,0,0,0,True,0,0,1,0,7,0,0,0,True,0,0,1,0,7,0,0,0,True,0,0,1,0,7,0,0,0,True
DAMIMAS_A21B_0291,train,23,4,5,3,2,8,5,4,6,5,2,4,3,2,0.2608695652173913,0.17391304347826086,0.007385742708347826,0.0104355052084,0.0041767375,3,0,5,0,3,-2,3,0,False,3,0,4,-1,3,-2,2,-1,False,3,0,4,-1,3,-2,2,-1,False,3,0,4,-1,3,-2,2,-1,False,3,0,4,-1,3,-2,2,-1,False
DAMIMAS_A21B_0292,train,24,4,0,0,0,5,3,2,14,7,4,5,4,2,0.5833333333333334,0.20833333333333334,0.014339600542541667,0.023352783828099997,0.006791650625,0,0,3,0,7,0,3,-1,True,0,0,3,0,7,0,3,-1,True,0,0,3,0,7,0,3,-1,True,0,0,3,0,7,0,3,-1,True,0,0,3,0,7,0,3,-1,True
DAMIMAS_A21B_0293,train,18,3,0,0,0,2,2,1,10,7,4,6,4,2,0.5555555555555556,0.3333333333333333,0.008098734042277777,0.0142622225,0.0047957054166,0,0,1,-1,5,-2,3,-1,False,0,0,1,-1,5,-2,3,-1,False,0,0,1,-1,5,-2,3,-1,False,0,0,1,-1,5,-2,3,-1,False,0,0,1,-1,5,-2,3,-1,False
DAMIMAS_A21B_0294,test,24,4,0,0,0,4,2,1,17,10,5,3,3,1,0.7083333333333334,0.125,0.008424415852874999,0.0156645798438,0.0023509230208,0,0,2,0,9,-1,2,-1,True,0,0,2,0,9,-1,2,-1,True,0,0,2,0,9,-1,2,-1,True,0,0,2,0,9,-1,2,-1,True,0,0,2,0,9,-1,2,-1,True
DAMIMAS_A21B_0295,train,17,4,0,0,0,4,3,2,11,7,3,2,2,1,0.6470588235294118,0.11764705882352941,0.009919973529411765,0.017291013437400003,0.0049780415104,0,0,2,-1,6,-1,1,-1,True,0,0,2,-1,6,-1,1,-1,True,0,0,2,-1,6,-1,1,-1,True,0,0,2,-1,6,-1,1,-1,True,0,0,2,-1,6,-1,1,-1,True
DAMIMAS_A21B_0296,test,11,4,2,1,1,8,3,2,1,1,1,0,0,0,0.09090909090909091,0.0,0.030108950473454545,0.043819979427,0.015266890625000001,1,0,4,1,1,0,0,0,True,1,0,4,1,1,0,0,0,True,1,0,4,1,1,0,0,0,True,1,0,4,1,1,0,0,0,True,1,0,4,1,1,0,0,0,True
DAMIMAS_A21B_0297,train,17,4,0,0,0,0,0,0,13,7,4,4,2,1,0.7647058823529411,0.23529411764705882,0.011787001133588236,0.021229332500000003,0.0041323275,0,0,0,0,7,0,2,0,True,0,0,0,0,7,0,2,0,True,0,0,0,0,7,0,2,0,True,0,0,0,0,7,0,2,0,True,0,0,0,0,7,0,2,0,True
DAMIMAS_A21B_0298,train,22,4,4,1,1,0,0,0,12,6,4,6,3,3,0.5454545454545454,0.2727272727272727,0.010450080125454545,0.020829613593600006,0.0031015614843,2,1,0,0,6,0,3,0,True,2,1,0,0,6,0,3,0,True,2,1,0,0,6,0,3,0,True,2,1,0,0,6,0,3,0,True,2,1,0,0,6,0,3,0,True
DAMIMAS_A21B_0299,train,18,4,3,1,1,3,2,2,12,6,4,0,0,0,0.6666666666666666,0.0,0.01166512303238889,0.0144096132813,0.008209239036400001,2,1,2,0,6,0,0,0,True,2,1,2,0,6,0,0,0,True,2,1,2,0,6,0,0,0,True,2,1,2,0,6,0,0,0,True,2,1,2,0,6,0,0,0,True
DAMIMAS_A21B_0300,train,13,4,1,1,1,0,0,0,10,5,3,2,2,1,0.7692307692307693,0.15384615384615385,0.02154379344953846,0.035677200937600004,0.008489313750000001,1,0,0,0,5,0,1,-1,True,1,0,0,0,5,0,1,-1,True,1,0,0,0,5,0,1,-1,True,1,0,0,0,5,0,1,-1,True,1,0,0,0,5,0,1,-1,True
DAMIMAS_A21B_0301,train,20,4,1,1,1,1,1,1,15,9,4,3,2,1,0.75,0.15,0.016773641093749996,0.032724537552000006,0.0046098232032,1,0,1,0,8,-1,2,0,True,1,0,1,0,8,-1,2,0,True,1,0,1,0,9,0,2,0,True,1,0,1,0,9,0,2,0,True,1,0,1,0,9,0,2,0,True
DAMIMAS_A21B_0302,test,15,4,3,1,1,1,1,1,11,7,3,0,0,0,0.7333333333333333,0.0,0.009594789305533334,0.016835279479199997,0.003453125,1,0,1,0,6,-1,0,0,True,1,0,1,0,6,-1,0,0,True,2,1,1,0,6,-1,0,0,True,2,1,1,0,6,-1,0,0,True,2,1,1,0,6,-1,0,0,True
DAMIMAS_A21B_0303,train,21,4,0,0,0,0,0,0,21,10,8,0,0,0,1.0,0.0,0.008272758544190477,0.013745998698,0.004125922396,0,0,0,0,11,1,0,0,True,0,0,0,0,11,1,0,0,True,0,0,0,0,11,1,0,0,True,0,0,0,0,11,1,0,0,True,0,0,0,0,11,1,0,0,True
DAMIMAS_A21B_0304,test,18,4,0,0,0,1,1,1,9,4,3,8,4,2,0.5,0.4444444444444444,0.01605294156538889,0.0233077258333,0.0098160166406,0,0,1,0,5,1,4,0,True,0,0,1,0,5,1,4,0,True,0,0,1,0,5,1,4,0,True,0,0,1,0,5,1,4,0,True,0,0,1,0,5,1,4,0,True
DAMIMAS_A21B_0305,train,25,4,4,2,2,6,4,3,11,6,4,4,2,1,0.44,0.16,0.0066103945312799995,0.011377955312400004,0.0032722877604,2,0,4,0,6,0,3,1,True,2,0,3,-1,6,0,2,0,True,2,0,3,-1,6,0,2,0,True,2,0,3,-1,6,0,2,0,True,2,0,3,-1,6,0,2,0,True
DAMIMAS_A21B_0306,train,9,4,2,1,1,0,0,0,7,4,2,0,0,0,0.7777777777777778,0.0,0.00982638935188889,0.0154553134896,0.0039193129168,1,0,0,0,4,0,0,0,True,1,0,0,0,4,0,0,0,True,1,0,0,0,4,0,0,0,True,1,0,0,0,4,0,0,0,True,1,0,0,0,4,0,0,0,True
DAMIMAS_A21B_0307,train,14,4,3,1,1,1,1,1,10,5,3,0,0,0,0.7142857142857143,0.0,0.009520272451642858,0.015952799427,0.0037304503124999996,1,0,1,0,5,0,0,0,True,1,0,1,0,5,0,0,0,True,2,1,1,0,5,0,0,0,True,2,1,1,0,5,0,0,0,True,2,1,1,0,5,0,0,0,True
DAMIMAS_A21B_0308,val,15,4,2,1,1,2,1,1,6,3,2,5,3,2,0.4,0.3333333333333333,0.017657071388866668,0.027757900937599996,0.0100253914062,1,0,1,0,3,0,3,0,True,1,0,1,0,3,0,3,0,True,1,0,1,0,3,0,3,0,True,1,0,1,0,3,0,3,0,True,1,0,1,0,3,0,3,0,True
DAMIMAS_A21B_0309,train,18,4,5,1,2,2,2,1,8,4,2,3,2,1,0.4444444444444444,0.16666666666666666,0.013579131828722222,0.021863844661400005,0.0079374221094,3,2,1,-1,4,0,2,0,False,3,2,1,-1,4,0,2,0,False,3,2,1,-1,4,0,2,0,False,3,2,1,-1,4,0,2,0,False,3,2,1,-1,4,0,2,0,False
DAMIMAS_A21B_0310,train,20,4,3,1,1,0,0,0,17,9,5,0,0,0,0.85,0.0,0.00652592747395,0.0117934901302,0.0023559522395,2,1,0,0,9,0,0,0,True,2,1,0,0,9,0,0,0,True,2,1,0,0,9,0,0,0,True,2,1,0,0,9,0,0,0,True,2,1,0,0,9,0,0,0,True
DAMIMAS_A21B_0311,val,9,4,0,0,0,1,1,1,8,2,2,0,0,0,0.8888888888888888,0.0,0.006081160156222221,0.0098170245832,0.0038318622396,0,0,1,0,4,2,0,0,False,0,0,1,0,4,2,0,0,False,0,0,1,0,4,2,0,0,False,0,0,1,0,4,2,0,0,False,0,0,1,0,4,2,0,0,False
DAMIMAS_A21B_0312,train,18,4,0,0,0,2,1,1,12,6,4,4,2,1,0.6666666666666666,0.2222222222222222,0.011274076012722224,0.014884091406300001,0.0055442849478,0,0,1,0,6,0,2,0,True,0,0,1,0,6,0,2,0,True,0,0,1,0,6,0,2,0,True,0,0,1,0,6,0,2,0,True,0,0,1,0,6,0,2,0,True
DAMIMAS_A21B_0313,train,23,4,5,2,2,2,1,1,12,7,4,4,2,1,0.5217391304347826,0.17391304347826086,0.007721190557043478,0.0112815942186,0.0038730675,3,1,1,0,6,-1,2,0,True,3,1,1,0,6,-1,2,0,True,3,1,1,0,6,-1,2,0,True,3,1,1,0,6,-1,2,0,True,3,1,1,0,6,-1,2,0,True
DAMIMAS_A21B_0314,train,22,4,0,0,0,3,1,1,16,8,4,3,2,1,0.7272727272727273,0.13636363636363635,0.008359071709272727,0.0115967894532,0.003042951875,0,0,2,1,9,1,2,0,True,0,0,2,1,9,1,2,0,True,0,0,2,1,9,1,2,0,True,0,0,2,1,9,1,2,0,True,0,0,2,1,9,1,2,0,True
DAMIMAS_A21B_0315,train,25,4,2,1,1,11,8,4,12,7,4,0,0,0,0.48,0.0,0.01241432925,0.02192974125,0.004783219218800001,1,0,6,-2,6,-1,0,0,False,1,0,6,-2,6,-1,0,0,False,1,0,6,-2,6,-1,0,0,False,1,0,6,-2,6,-1,0,0,False,1,0,6,-2,6,-1,0,0,False
DAMIMAS_A21B_0316,train,24,4,2,1,1,4,2,1,12,6,5,6,4,2,0.5,0.25,0.013475176573333332,0.023156518359399993,0.007738409166700001,1,0,2,0,6,0,3,-1,True,1,0,2,0,6,0,3,-1,True,1,0,2,0,6,0,3,-1,True,1,0,2,0,6,0,3,-1,True,1,0,2,0,6,0,3,-1,True
DAMIMAS_A21B_0317,train,14,4,0,0,0,3,1,1,11,6,3,0,0,0,0.7857142857142857,0.0,0.009310889453142858,0.013810433411600001,0.0034370984634,0,0,2,1,6,0,0,0,True,0,0,2,1,6,0,0,0,True,0,0,2,1,6,0,0,0,True,0,0,2,1,6,0,0,0,True,0,0,2,1,6,0,0,0,True
DAMIMAS_A21B_0318,train,19,4,0,0,0,0,0,0,15,8,4,4,4,1,0.7894736842105263,0.21052631578947367,0.012906742461631579,0.021407280729199993,0.004595372291600001,0,0,0,0,8,0,2,-2,False,0,0,0,0,8,0,2,-2,False,0,0,0,0,8,0,2,-2,False,0,0,0,0,8,0,2,-2,False,0,0,0,0,8,0,2,-2,False
DAMIMAS_A21B_0319,train,15,4,0,0,0,5,2,2,10,4,3,0,0,0,0.6666666666666666,0.0,0.007250106822933334,0.0098621072396,0.0047843092188,0,0,3,1,5,1,0,0,True,0,0,3,1,5,1,0,0,True,0,0,3,1,5,1,0,0,True,0,0,3,1,5,1,0,0,True,0,0,3,1,5,1,0,0,True
DAMIMAS_A21B_0320,train,24,4,6,3,2,3,3,2,11,6,4,4,4,1,0.4583333333333333,0.16666666666666666,0.02410433054470833,0.0365471709375,0.014110089843700001,3,0,2,-1,6,0,2,-2,False,3,0,2,-1,6,0,2,-2,False,3,0,2,-1,6,0,2,-2,False,3,0,2,-1,6,0,2,-2,False,3,0,2,-1,6,0,2,-2,False
DAMIMAS_A21B_0321,test,21,4,5,2,2,4,4,2,11,6,3,1,1,1,0.5238095238095238,0.047619047619047616,0.01051156906,0.019029909375,0.004471015104,3,1,2,-2,6,0,1,0,False,3,1,2,-2,6,0,1,0,False,3,1,2,-2,6,0,1,0,False,3,1,2,-2,6,0,1,0,False,3,1,2,-2,6,0,1,0,False
DAMIMAS_A21B_0322,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,True
DAMIMAS_A21B_0323,test,13,4,0,0,0,0,0,0,13,3,4,0,0,0,1.0,0.0,0.013101776021615384,0.021741138750000007,0.008005355625,0,0,0,0,7,4,0,0,False,0,0,0,0,7,4,0,0,False,0,0,0,0,7,4,0,0,False,0,0,0,0,7,4,0,0,False,0,0,0,0,7,4,0,0,False
