tree_id,split,n_dets,n_sides,b3frac,naive_B1,naive_B2,naive_B3,naive_B4,gt_B1,gt_B2,gt_B3,gt_B4,M31_B1,M31_B2,M31_B3,M31_B4,M31_err_B1,M31_err_B2,M31_err_B3,M31_err_B4,M31_within1,M30_sa_within1,M30_sa_B1,M30_sa_B2,M30_sa_B3,M30_sa_B4,vis_within1,vis_B1,vis_B2,vis_B3,vis_B4,sid_within1,sid_B1,sid_B2,sid_B3,sid_B4,gmb_within1,gmb_B1,gmb_B2,gmb_B3,gmb_B4,med_within1,med_B1,med_B2,med_B3,med_B4,adp_within1,adp_B1,adp_B2,adp_B3,adp_B4
DAMIMAS_A21B_0109,train,20,4,0.45,2,5,9,4,1,2,5,3,1,3,5,2,0,1,0,-1,True,True,1,2,5,2,True,1,3,5,2,True,1,3,5,2,True,1,3,5,2,True,1,3,5,2,True,1,3,5,2
DAMIMAS_A21B_0110,train,8,4,0.375,0,0,3,5,0,0,2,2,0,0,2,3,0,0,0,1,True,True,0,0,2,3,True,0,0,2,3,True,0,0,2,3,True,0,0,2,3,True,0,0,2,3,True,0,0,2,3
DAMIMAS_A21B_0111,train,24,4,0.6666666666666666,0,2,16,6,0,1,8,3,0,1,8,3,0,0,0,0,True,True,0,1,9,4,True,0,1,8,3,True,0,1,8,3,True,0,1,8,3,True,0,1,8,3,True,0,1,9,4
DAMIMAS_A21B_0112,train,12,4,0.6666666666666666,0,4,8,0,0,2,4,0,0,2,4,0,0,0,0,0,True,True,0,2,4,0,True,0,2,4,0,True,0,2,4,0,True,0,2,4,0,True,0,2,4,0,True,0,2,4,0
DAMIMAS_A21B_0113,train,15,4,0.7333333333333333,0,2,11,2,0,1,6,1,0,1,6,1,0,0,0,0,True,True,0,1,6,1,True,0,1,6,1,True,0,1,6,1,True,0,1,6,1,True,0,1,6,1,True,0,1,6,1
DAMIMAS_A21B_0114,train,9,4,0.7777777777777778,0,2,7,0,0,1,3,0,0,1,4,0,0,0,1,0,True,True,0,1,4,0,True,0,1,4,0,True,0,1,4,0,True,0,1,4,0,True,0,1,4,0,True,0,1,4,0
DAMIMAS_A21B_0115,train,5,3,0.6,0,2,3,0,0,1,2,0,0,1,2,0,0,0,0,0,True,True,0,1,2,0,True,0,1,2,0,True,0,1,2,0,True,0,1,2,0,True,0,1,2,0,True,0,1,2,0
DAMIMAS_A21B_0116,val,25,4,0.48,0,4,12,9,0,2,5,5,0,2,6,5,0,0,1,0,True,True,0,2,6,6,True,0,2,6,5,True,0,2,6,5,True,0,2,6,5,True,0,2,6,5,False,0,2,7,6
DAMIMAS_A21B_0117,val,8,4,0.75,0,0,6,2,0,0,3,1,0,0,3,1,0,0,0,0,True,True,0,0,3,1,True,0,0,3,1,True,0,0,3,1,True,0,0,3,1,True,0,0,3,1,True,0,0,3,1
DAMIMAS_A21B_0118,train,20,4,0.2,3,2,4,11,1,1,2,7,2,1,2,6,1,0,0,-1,True,True,2,1,2,7,True,2,1,2,6,True,2,1,2,6,True,2,1,2,6,True,2,1,2,6,True,2,1,2,7
DAMIMAS_A21B_0119,train,19,4,0.2631578947368421,5,9,5,0,2,4,2,0,3,5,3,0,1,1,1,0,True,True,2,4,3,0,True,3,5,3,0,True,3,5,3,0,True,3,5,3,0,True,3,5,3,0,True,3,5,3,0
DAMIMAS_A21B_0120,train,9,4,0.2222222222222222,3,0,2,4,1,0,1,3,1,0,1,2,0,0,0,-1,True,True,2,0,1,2,True,2,0,1,2,True,2,0,1,2,True,1,0,1,2,True,2,0,1,2,True,1,0,1,2
DAMIMAS_A21B_0121,train,21,4,0.5714285714285714,0,6,12,3,0,3,5,2,0,3,6,2,0,0,1,0,True,True,0,3,6,2,True,0,3,6,2,True,0,3,6,2,True,0,3,6,2,True,0,3,6,2,False,0,3,7,2
DAMIMAS_A21B_0122,train,13,4,0.07692307692307693,2,2,1,8,1,1,1,5,1,1,1,4,0,0,0,-1,True,True,1,1,1,5,True,1,1,1,4,True,1,1,1,4,True,1,1,1,4,True,1,1,1,4,True,1,1,1,5
DAMIMAS_A21B_0123,train,17,4,0.35294117647058826,0,11,6,0,0,6,3,0,0,6,3,0,0,0,0,0,True,True,0,6,3,0,True,0,6,3,0,True,0,6,3,0,True,0,6,3,0,True,0,6,3,0,True,0,6,3,0
DAMIMAS_A21B_0124,train,20,4,0.7,0,2,14,4,0,1,6,2,0,1,7,2,0,0,1,0,True,False,0,1,8,2,True,0,1,7,2,True,0,1,7,2,True,0,1,7,2,True,0,1,7,2,False,0,1,8,2
DAMIMAS_A21B_0125,train,20,4,0.55,2,5,11,2,1,2,5,1,1,3,6,1,0,1,1,0,True,True,1,2,6,1,True,1,3,6,1,True,1,3,6,1,True,1,3,6,1,True,1,3,6,1,True,1,3,6,1
DAMIMAS_A21B_0126,train,22,4,0.4090909090909091,5,0,9,8,2,0,4,4,3,0,5,5,1,0,1,1,True,True,2,0,5,5,True,3,0,5,4,True,3,0,5,4,True,3,0,5,4,True,3,0,5,4,True,3,0,5,5
DAMIMAS_A21B_0127,train,23,4,0.4782608695652174,0,3,11,9,0,2,5,5,0,2,6,5,0,0,1,0,True,True,0,2,6,6,True,0,2,6,5,True,0,2,6,5,True,0,2,6,5,True,0,2,6,5,True,0,2,6,6
DAMIMAS_A21B_0128,train,17,4,0.5882352941176471,0,2,10,5,0,1,4,3,0,1,5,3,0,0,1,0,True,True,0,1,5,3,True,0,1,5,3,True,0,1,5,3,True,0,1,5,3,True,0,1,5,3,False,0,1,6,3
DAMIMAS_A21B_0129,train,10,4,0.8,0,0,8,2,0,0,4,1,0,0,4,1,0,0,0,0,True,True,0,0,4,1,True,0,0,4,1,True,0,0,4,1,True,0,0,4,1,True,0,0,4,1,True,0,0,4,1
DAMIMAS_A21B_0130,train,16,4,0.25,2,2,4,8,1,1,2,5,1,1,2,4,0,0,0,-1,True,True,1,1,2,5,True,1,1,2,4,True,1,1,2,4,True,1,1,2,4,True,1,1,2,4,True,1,1,2,5
DAMIMAS_A21B_0131,train,18,4,0.6666666666666666,0,2,12,4,0,1,6,2,0,1,6,2,0,0,0,0,True,True,0,1,6,2,True,0,1,6,2,True,0,1,6,2,True,0,1,6,2,True,0,1,6,2,True,0,1,7,2
DAMIMAS_A21B_0132,train,17,4,0.11764705882352941,3,2,2,10,1,1,1,6,1,1,1,5,0,0,0,-1,True,True,2,1,1,6,True,2,1,1,5,True,2,1,1,5,True,1,1,1,5,True,2,1,1,5,True,1,1,1,6
DAMIMAS_A21B_0133,train,21,4,0.8095238095238095,0,0,17,4,0,0,7,2,0,0,9,2,0,0,2,0,False,False,0,0,9,2,False,0,0,9,2,False,0,0,9,2,False,0,0,9,2,False,0,0,9,2,False,0,0,10,2
DAMIMAS_A21B_0134,train,15,4,0.6666666666666666,0,5,10,0,0,2,4,0,0,3,5,0,0,1,1,0,True,True,0,2,5,0,True,0,3,5,0,True,0,3,5,0,True,0,3,5,0,True,0,3,5,0,True,0,3,5,0
DAMIMAS_A21B_0135,train,22,4,0.2727272727272727,0,12,6,4,0,5,3,2,0,6,3,2,0,1,0,0,True,True,0,6,3,2,True,0,6,3,2,True,0,6,3,2,True,0,6,3,2,True,0,6,3,2,False,0,7,3,2
DAMIMAS_A21B_0136,train,22,4,0.6818181818181818,0,0,15,7,0,0,7,3,0,0,8,4,0,0,1,1,True,True,0,0,8,4,True,0,0,8,4,True,0,0,8,4,True,0,0,8,4,True,0,0,8,4,False,0,0,9,4
DAMIMAS_A21B_0137,train,20,4,0.85,0,3,17,0,0,2,8,0,0,2,9,0,0,0,1,0,True,True,0,2,9,0,True,0,2,9,0,True,0,2,9,0,True,0,2,9,0,True,0,2,9,0,False,0,2,10,0
DAMIMAS_A21B_0138,train,15,4,0.5333333333333333,0,3,8,4,0,1,3,2,0,2,4,2,0,1,1,0,True,True,0,2,4,2,True,0,2,4,2,True,0,2,4,2,True,0,2,4,2,True,0,2,4,2,True,0,2,4,2
DAMIMAS_A21B_0139,train,20,4,0.65,0,4,13,3,0,2,5,1,0,2,7,2,0,0,2,1,False,False,0,2,7,2,False,0,2,7,2,False,0,2,7,2,False,0,2,7,2,False,0,2,7,2,False,0,2,7,2
DAMIMAS_A21B_0140,train,27,4,0.2962962962962963,2,6,8,11,1,3,4,5,1,3,4,6,0,0,0,1,True,False,1,3,4,7,True,1,3,4,6,True,1,3,4,6,True,1,3,4,6,True,1,3,4,6,False,1,4,5,7
DAMIMAS_A21B_0141,train,22,4,0.7727272727272727,0,0,17,5,0,0,7,2,0,0,9,3,0,0,2,1,False,False,0,0,9,3,False,0,0,9,3,False,0,0,9,3,False,0,0,9,3,False,0,0,9,3,False,0,0,10,3
DAMIMAS_A21B_0142,train,9,4,0.6666666666666666,0,1,6,2,0,1,3,1,0,1,3,1,0,0,0,0,True,True,0,1,3,1,True,0,1,3,1,True,0,1,3,1,True,0,1,3,1,True,0,1,3,1,True,0,1,3,1
DAMIMAS_A21B_0143,train,19,4,0.8947368421052632,0,0,17,2,0,0,7,1,0,0,9,1,0,0,2,0,False,False,0,0,9,1,False,0,0,9,1,False,0,0,9,1,False,0,0,9,1,False,0,0,9,1,False,0,0,10,1
DAMIMAS_A21B_0144,val,19,4,0.6842105263157895,0,2,13,4,0,1,6,2,0,1,7,2,0,0,1,0,True,True,0,1,7,2,True,0,1,7,2,True,0,1,7,2,True,0,1,7,2,True,0,1,7,2,True,0,1,7,2
DAMIMAS_A21B_0145,val,20,4,0.5,2,0,10,8,1,0,5,4,1,0,5,4,0,0,0,0,True,True,1,0,5,5,True,1,0,5,4,True,1,0,5,4,True,1,0,5,4,True,1,0,5,4,True,1,0,6,5
DAMIMAS_A21B_0146,val,23,4,0.5217391304347826,0,7,12,4,0,3,6,2,0,4,6,2,0,1,0,0,True,True,0,4,6,2,True,0,4,6,2,True,0,4,6,2,True,0,4,6,2,True,0,4,6,2,True,0,4,7,3
DAMIMAS_A21B_0147,val,26,4,0.6923076923076923,0,4,18,4,0,2,8,2,0,2,9,2,0,0,1,0,True,False,0,2,10,2,True,0,2,9,2,True,0,2,9,2,False,0,2,10,2,True,0,2,9,2,False,0,2,11,3
DAMIMAS_A21B_0148,val,18,4,0.3333333333333333,0,6,6,6,0,3,3,3,0,3,3,3,0,0,0,0,True,True,0,3,3,4,True,0,3,3,3,True,0,3,3,3,True,0,3,3,3,True,0,3,3,3,True,0,3,3,4
DAMIMAS_A21B_0149,val,23,4,0.782608695652174,0,3,18,2,0,1,9,1,0,2,10,1,0,1,1,0,True,True,0,2,10,1,True,0,2,10,1,True,0,2,10,1,True,0,2,10,1,True,0,2,10,1,True,0,2,10,1
DAMIMAS_A21B_0150,val,27,4,0.5925925925925926,0,5,16,6,0,2,8,4,0,3,9,3,0,1,1,-1,True,True,0,2,9,4,True,0,3,8,3,True,0,3,8,3,True,0,3,9,3,True,0,3,8,3,False,0,3,10,4
DAMIMAS_A21B_0151,val,23,4,0.5652173913043478,0,2,13,8,0,1,5,4,0,1,7,4,0,0,2,0,False,False,0,1,7,5,False,0,1,7,4,False,0,1,7,4,False,0,1,7,4,False,0,1,7,4,False,0,1,8,5
DAMIMAS_A21B_0152,val,24,4,0.5416666666666666,0,5,13,6,0,2,5,3,0,3,7,3,0,1,2,0,False,False,0,2,7,4,False,0,3,7,3,False,0,3,7,3,False,0,3,7,3,False,0,3,7,3,False,0,3,8,4
DAMIMAS_A21B_0153,val,17,4,0.8823529411764706,0,0,15,2,0,0,7,1,0,0,8,1,0,0,1,0,True,True,0,0,8,1,True,0,0,8,1,True,0,0,8,1,True,0,0,8,1,True,0,0,8,1,True,0,0,8,1
DAMIMAS_A21B_0154,val,26,4,0.3076923076923077,0,4,8,14,0,2,4,7,0,2,4,8,0,0,0,1,True,False,0,2,4,9,True,0,2,4,7,True,0,2,4,7,True,0,2,4,8,True,0,2,4,7,False,0,2,5,9
DAMIMAS_A21B_0155,val,23,4,0.43478260869565216,1,7,10,5,1,3,5,3,1,4,5,3,0,1,0,0,True,True,1,4,5,3,True,1,4,5,3,True,1,4,5,3,True,1,4,5,3,True,1,4,5,3,True,1,4,6,3
DAMIMAS_A21B_0156,val,19,4,0.47368421052631576,1,3,9,6,1,1,4,3,1,2,5,3,0,1,1,0,True,True,1,2,5,4,True,1,2,5,3,True,1,2,5,3,True,1,2,5,3,True,1,2,5,3,True,1,2,5,4
DAMIMAS_A21B_0157,val,26,4,0.5,0,7,13,6,0,3,7,4,0,4,7,3,0,1,0,-1,True,True,0,4,7,4,True,0,4,7,3,True,0,4,7,3,True,0,4,7,3,True,0,4,7,3,True,0,4,8,4
DAMIMAS_A21B_0158,val,19,4,0.5263157894736842,0,4,10,5,0,2,5,3,0,2,5,3,0,0,0,0,True,True,0,2,5,3,True,0,2,5,3,True,0,2,5,3,True,0,2,5,3,True,0,2,5,3,True,0,2,6,3
DAMIMAS_A21B_0159,val,9,4,0.2222222222222222,1,0,2,6,1,0,1,3,1,0,1,3,0,0,0,0,True,True,1,0,1,4,True,1,0,1,3,True,1,0,1,3,True,1,0,1,3,True,1,0,1,3,True,0,0,1,3
DAMIMAS_A21B_0160,val,14,4,0.5,0,7,7,0,0,3,3,0,0,4,4,0,0,1,1,0,True,True,0,4,4,0,True,0,4,4,0,True,0,4,4,0,True,0,4,4,0,True,0,4,4,0,True,0,4,4,0
DAMIMAS_A21B_0161,val,24,4,0.7916666666666666,0,0,19,5,0,0,10,4,0,0,10,3,0,0,0,-1,True,True,0,0,10,3,True,0,0,10,3,True,0,0,10,3,True,0,0,10,3,True,0,0,10,3,True,0,0,11,3
DAMIMAS_A21B_0162,val,18,4,0.6666666666666666,0,0,12,6,0,0,4,4,0,0,7,3,0,0,3,-1,False,False,0,0,6,4,False,0,0,7,3,False,0,0,7,3,False,0,0,7,3,False,0,0,7,3,False,0,0,7,4
DAMIMAS_A21B_0163,val,32,4,0.53125,3,2,17,10,1,1,8,5,2,1,10,6,1,0,2,1,False,True,2,1,9,6,True,2,1,9,5,True,2,1,9,5,False,2,1,10,6,True,2,1,9,5,False,2,1,11,7
DAMIMAS_A21B_0164,val,24,4,0.5,0,2,12,10,0,1,6,5,0,1,6,5,0,0,0,0,True,True,0,1,6,6,True,0,1,6,5,True,0,1,6,5,True,0,1,6,5,True,0,1,6,5,True,0,1,7,6
DAMIMAS_A21B_0165,val,24,4,0.4583333333333333,0,7,11,6,0,3,5,3,0,4,6,3,0,1,1,0,True,True,0,4,6,4,True,0,4,6,3,True,0,4,6,3,True,0,4,6,3,True,0,4,6,3,True,0,4,6,4
DAMIMAS_A21B_0166,val,18,4,0.6111111111111112,2,3,11,2,1,1,6,2,1,2,6,2,0,1,0,0,True,True,1,2,6,2,True,1,2,6,1,True,1,2,6,2,True,1,2,6,2,True,1,2,6,2,True,1,2,6,1
DAMIMAS_A21B_0167,val,22,4,0.3181818181818182,4,5,7,6,2,2,4,3,2,3,4,4,0,1,0,1,True,True,2,2,4,4,True,2,3,4,3,True,2,3,4,3,True,2,3,4,3,True,2,3,4,3,True,2,3,4,4
DAMIMAS_A21B_0168,val,24,4,0.375,2,3,9,10,1,1,4,6,1,2,5,5,0,1,1,-1,True,True,1,2,5,6,True,1,2,5,5,True,1,2,5,5,True,1,2,5,5,True,1,2,5,5,True,1,2,5,6
DAMIMAS_A21B_0169,val,29,4,0.7241379310344828,0,2,21,6,0,1,12,3,0,1,11,3,0,0,-1,0,True,True,0,1,11,4,True,0,1,11,3,True,0,1,11,3,True,0,1,12,3,True,0,1,11,3,True,0,1,13,4
DAMIMAS_A21B_0170,val,26,4,0.38461538461538464,2,2,10,12,1,1,6,5,1,1,5,7,0,0,-1,2,False,False,1,1,5,8,True,1,1,5,6,True,1,1,5,6,False,1,1,5,7,True,1,1,5,6,False,1,1,6,8
DAMIMAS_A21B_0171,val,14,4,0.9285714285714286,0,0,13,1,0,0,7,1,0,0,7,1,0,0,0,0,True,True,0,0,7,1,True,0,0,7,1,True,0,0,7,1,True,0,0,7,1,True,0,0,7,1,True,0,0,7,1
DAMIMAS_A21B_0172,val,22,4,0.5454545454545454,2,0,12,8,1,0,6,4,1,0,6,4,0,0,0,0,True,True,1,0,6,5,True,1,0,6,4,True,1,0,6,4,True,1,0,6,4,True,1,0,6,4,True,1,0,7,5
DAMIMAS_A21B_0173,val,24,4,0.75,1,3,18,2,1,1,9,1,1,2,9,1,0,1,0,0,True,True,1,2,10,1,True,1,2,9,1,True,1,2,9,1,True,1,2,9,1,True,1,2,9,1,True,1,2,10,1
DAMIMAS_A21B_0174,val,28,4,0.6071428571428571,0,4,17,7,0,2,9,4,0,2,9,4,0,0,0,0,True,True,0,2,9,4,True,0,2,9,4,True,0,2,9,4,True,0,2,9,4,True,0,2,9,4,True,0,2,10,5
DAMIMAS_A21B_0175,val,23,4,0.6521739130434783,2,6,15,0,1,3,6,0,1,3,8,0,0,0,2,0,False,False,1,3,8,0,False,1,3,8,0,False,1,3,8,0,False,1,3,8,0,False,1,3,8,0,False,1,3,9,0
DAMIMAS_A21B_0176,val,19,4,0.42105263157894735,5,2,8,4,2,1,4,4,3,1,4,2,1,0,0,-2,False,False,2,1,4,2,False,3,1,4,2,False,3,1,4,2,False,3,1,4,2,False,3,1,4,2,False,3,1,4,2
DAMIMAS_A21B_0177,val,24,4,0.5416666666666666,0,6,13,5,0,4,10,3,0,3,7,3,0,-1,-3,0,False,False,0,3,7,3,False,0,3,7,3,False,0,3,7,3,False,0,3,7,3,False,0,3,7,3,False,0,4,8,3
DAMIMAS_A21B_0178,val,20,4,0.4,2,4,8,6,1,2,4,3,1,2,4,3,0,0,0,0,True,True,1,2,4,4,True,1,2,4,3,True,1,2,4,3,True,1,2,4,3,True,1,2,4,3,True,1,2,5,4
DAMIMAS_A21B_0179,val,22,4,0.5909090909090909,0,3,13,6,0,1,7,3,0,2,7,3,0,1,0,0,True,True,0,2,7,4,True,0,2,7,3,True,0,2,7,3,True,0,2,7,3,True,0,2,7,3,True,0,2,7,4
DAMIMAS_A21B_0180,val,24,4,0.5833333333333334,0,1,14,9,0,1,7,4,0,1,7,5,0,0,0,1,True,False,0,1,8,6,True,0,1,7,5,True,0,1,7,5,True,0,1,7,5,True,0,1,7,5,False,0,1,8,6
DAMIMAS_A21B_0181,val,21,4,0.7619047619047619,0,0,16,5,0,0,8,3,0,0,8,3,0,0,0,0,True,True,0,0,9,3,True,0,0,8,3,True,0,0,8,3,True,0,0,8,3,True,0,0,8,3,True,0,0,9,3
DAMIMAS_A21B_0182,val,20,4,0.5,0,7,10,3,0,3,5,2,0,4,5,2,0,1,0,0,True,True,0,4,5,2,True,0,4,5,2,True,0,4,5,2,True,0,4,5,2,True,0,4,5,2,True,0,4,6,2
DAMIMAS_A21B_0183,val,27,4,0.7407407407407407,0,5,20,2,0,3,10,1,0,3,10,1,0,0,0,0,True,True,0,2,11,1,True,0,3,10,1,True,0,3,10,1,True,0,3,11,1,True,0,3,10,1,False,0,3,12,1
DAMIMAS_A21B_0184,val,11,4,1.0,0,0,11,0,0,0,5,0,0,0,6,0,0,0,1,0,True,True,0,0,6,0,True,0,0,6,0,True,0,0,6,0,True,0,0,6,0,True,0,0,6,0,True,0,0,6,0
DAMIMAS_A21B_0185,val,22,4,0.5454545454545454,0,5,12,5,0,2,6,3,0,3,6,3,0,1,0,0,True,True,0,2,6,3,True,0,3,6,3,True,0,3,6,3,True,0,3,6,3,True,0,3,6,3,True,0,3,7,3
DAMIMAS_A21B_0186,val,15,4,0.8,0,3,12,0,0,1,6,0,0,2,6,0,0,1,0,0,True,True,0,2,6,0,True,0,2,6,0,True,0,2,6,0,True,0,2,6,0,True,0,2,6,0,True,0,2,7,0
DAMIMAS_A21B_0187,val,6,3,0.6666666666666666,0,2,4,0,0,1,3,0,0,1,2,0,0,0,-1,0,True,True,0,1,2,0,True,0,1,2,0,True,0,1,2,0,True,0,1,2,0,True,0,1,2,0,True,0,1,2,0
DAMIMAS_A21B_0188,val,12,4,0.5,0,4,6,2,0,2,3,1,0,2,3,1,0,0,0,0,True,True,0,2,3,1,True,0,2,3,1,True,0,2,3,1,True,0,2,3,1,True,0,2,3,1,True,0,2,3,1
DAMIMAS_A21B_0189,val,11,4,0.18181818181818182,0,9,2,0,0,4,1,0,0,5,1,0,0,1,0,0,True,True,0,4,1,0,True,0,5,1,0,True,0,5,1,0,True,0,5,1,0,True,0,5,1,0,True,0,5,1,0
DAMIMAS_A21B_0190,val,18,4,0.4444444444444444,0,8,8,2,0,4,4,1,0,4,4,1,0,0,0,0,True,True,0,4,4,1,True,0,4,4,1,True,0,4,4,1,True,0,4,4,1,True,0,4,4,1,True,0,4,4,1
DAMIMAS_A21B_0191,val,13,4,0.38461538461538464,0,8,5,0,0,5,3,0,0,4,3,0,0,-1,0,0,True,True,0,4,3,0,True,0,4,3,0,True,0,4,3,0,True,0,4,3,0,True,0,4,3,0,True,0,4,3,0
DAMIMAS_A21B_0192,val,12,4,1.0,0,0,12,0,0,0,6,0,0,0,6,0,0,0,0,0,True,True,0,0,6,0,True,0,0,6,0,True,0,0,6,0,True,0,0,6,0,True,0,0,6,0,True,0,0,6,0
DAMIMAS_A21B_0193,val,27,4,0.6296296296296297,0,0,17,10,0,0,8,6,0,0,9,5,0,0,1,-1,True,True,0,0,9,6,True,0,0,9,5,True,0,0,9,5,True,0,0,9,5,True,0,0,9,5,False,0,0,10,6
DAMIMAS_A21B_0194,test,13,4,0.8461538461538461,0,0,11,2,0,0,6,1,0,0,6,1,0,0,0,0,True,True,0,0,6,1,True,0,0,6,1,True,0,0,6,1,True,0,0,6,1,True,0,0,6,1,True,0,0,6,1
DAMIMAS_A21B_0195,test,19,4,0.5263157894736842,3,6,10,0,1,2,5,0,2,3,5,0,1,1,0,0,True,True,2,3,5,0,True,2,3,5,0,True,2,3,5,0,True,2,3,5,0,True,2,3,5,0,True,2,3,6,0
DAMIMAS_A21B_0196,test,14,4,0.35714285714285715,0,2,5,7,0,1,2,4,0,1,3,4,0,0,1,0,True,True,0,1,3,4,True,0,1,3,4,True,0,1,3,4,True,0,1,3,4,True,0,1,3,4,True,0,1,3,4
DAMIMAS_A21B_0197,test,18,4,0.7777777777777778,0,0,14,4,0,0,7,2,0,0,7,2,0,0,0,0,True,True,0,0,8,2,True,0,0,7,2,True,0,0,7,2,True,0,0,7,2,True,0,0,7,2,True,0,0,8,2
DAMIMAS_A21B_0198,test,19,4,0.6842105263157895,2,0,13,4,1,0,7,2,1,0,7,2,0,0,0,0,True,True,1,0,7,2,True,1,0,7,2,True,1,0,7,2,True,1,0,7,2,True,1,0,7,2,True,1,0,7,2
DAMIMAS_A21B_0199,test,21,4,0.7142857142857143,3,3,15,0,1,2,7,0,2,2,8,0,1,0,1,0,True,True,2,2,8,0,True,2,2,8,0,True,2,2,8,0,True,2,2,8,0,True,2,2,8,0,False,2,2,9,0
DAMIMAS_A21B_0200,test,12,4,0.5833333333333334,0,3,7,2,0,1,4,1,0,2,4,1,0,1,0,0,True,True,0,2,4,1,True,0,2,4,1,True,0,2,4,1,True,0,2,4,1,True,0,2,4,1,True,0,2,4,1
DAMIMAS_A21B_0201,test,21,4,0.7619047619047619,3,0,16,2,1,0,7,1,2,0,8,1,1,0,1,0,True,False,2,0,9,1,True,2,0,8,1,True,2,0,8,1,True,2,0,8,1,True,2,0,8,1,False,2,0,9,1
DAMIMAS_A21B_0202,test,9,4,0.5555555555555556,2,1,5,1,1,1,3,1,1,1,3,1,0,0,0,0,True,True,1,1,3,1,True,1,1,3,1,True,1,1,3,1,True,1,1,3,1,True,1,1,3,1,True,1,1,3,1
DAMIMAS_A21B_0203,test,13,4,0.9230769230769231,0,1,12,0,0,1,5,0,0,1,6,0,0,0,1,0,True,True,0,1,6,0,True,0,1,6,0,True,0,1,6,0,True,0,1,6,0,True,0,1,6,0,True,0,1,6,0
DAMIMAS_A21B_0204,test,19,4,0.6842105263157895,2,2,13,2,1,1,6,1,1,1,7,1,0,0,1,0,True,True,1,1,7,1,True,1,1,7,1,True,1,1,7,1,True,1,1,7,1,True,1,1,7,1,True,1,1,7,1
DAMIMAS_A21B_0205,test,15,4,1.0,0,0,15,0,0,0,7,0,0,0,8,0,0,0,1,0,True,True,0,0,8,0,True,0,0,8,0,True,0,0,8,0,True,0,0,8,0,True,0,0,8,0,True,0,0,8,0
DAMIMAS_A21B_0206,test,21,4,0.7142857142857143,0,5,15,1,0,2,7,1,0,3,8,1,0,1,1,0,True,True,0,2,8,1,True,0,3,8,1,True,0,3,8,1,True,0,3,8,1,True,0,3,8,1,False,0,3,9,1
DAMIMAS_A21B_0207,test,20,4,0.65,6,1,13,0,3,1,6,0,3,1,7,0,0,0,1,0,True,True,3,1,7,0,True,3,1,7,0,True,3,1,7,0,True,3,1,7,0,True,3,1,7,0,True,3,1,7,0
DAMIMAS_A21B_0208,test,22,4,0.6363636363636364,0,6,14,2,0,3,6,1,0,3,7,1,0,0,1,0,True,False,0,3,8,1,True,0,3,7,1,True,0,3,7,1,True,0,3,7,1,True,0,3,7,1,False,0,3,8,1
DAMIMAS_A21B_0209,test,17,4,0.7058823529411765,0,3,12,2,0,1,6,1,0,2,6,1,0,1,0,0,True,True,0,2,6,1,True,0,2,6,1,True,0,2,6,1,True,0,2,6,1,True,0,2,6,1,True,0,2,7,1
DAMIMAS_A21B_0210,test,20,4,0.7,2,2,14,2,1,1,7,1,1,1,7,1,0,0,0,0,True,True,1,1,8,1,True,1,1,7,1,True,1,1,7,1,True,1,1,7,1,True,1,1,7,1,True,1,1,8,1
DAMIMAS_A21B_0211,test,25,4,0.56,0,9,14,2,0,5,7,1,0,5,7,1,0,0,0,0,True,True,0,4,8,1,True,0,5,7,1,True,0,5,7,1,True,0,5,7,1,True,0,5,7,1,True,0,5,8,1
DAMIMAS_A21B_0212,test,17,4,0.5294117647058824,2,0,9,6,1,0,5,3,1,0,5,3,0,0,0,0,True,True,1,0,5,4,True,1,0,5,3,True,1,0,5,3,True,1,0,5,3,True,1,0,5,3,True,1,0,5,4
DAMIMAS_A21B_0213,test,21,4,0.6190476190476191,0,2,13,6,0,2,7,3,0,1,7,3,0,-1,0,0,True,True,0,1,7,4,True,0,1,7,3,True,0,1,7,3,True,0,1,7,3,True,0,1,7,3,True,0,1,7,4
DAMIMAS_A21B_0214,test,20,4,0.45,2,2,9,7,1,1,5,6,1,1,5,4,0,0,0,-2,False,False,1,1,5,4,False,1,1,5,4,False,1,1,5,4,False,1,1,5,4,False,1,1,5,4,False,1,1,5,4
DAMIMAS_A21B_0215,test,20,4,0.4,7,3,8,2,3,2,4,1,4,2,5,1,1,0,1,0,True,True,4,2,4,1,True,4,2,4,1,True,4,2,4,1,True,4,2,4,1,True,4,2,4,1,True,4,2,5,1
DAMIMAS_A21B_0216,test,21,4,0.5714285714285714,5,0,12,4,2,0,7,2,3,0,6,2,1,0,-1,0,True,True,2,0,6,2,True,3,0,6,2,True,3,0,6,2,True,3,0,6,2,True,3,0,6,2,True,3,0,7,2
DAMIMAS_A21B_0217,test,21,4,0.5714285714285714,2,5,12,2,1,2,7,1,1,3,6,1,0,1,-1,0,True,True,1,2,6,1,True,1,3,6,1,True,1,3,6,1,True,1,3,6,1,True,1,3,6,1,True,1,3,7,1
DAMIMAS_A21B_0218,test,19,4,0.15789473684210525,0,3,3,13,0,2,2,7,0,2,2,7,0,0,0,0,True,True,0,2,2,8,True,0,2,2,7,True,0,2,2,7,True,0,2,2,7,True,0,2,2,7,True,0,2,2,8
DAMIMAS_A21B_0219,test,22,4,0.5,4,3,11,4,2,2,6,2,2,2,6,2,0,0,0,0,True,True,2,2,6,2,True,2,2,6,2,True,2,2,6,2,True,2,2,6,2,True,2,2,6,2,True,2,2,6,2
