tree_id,split,n_dets,n_sides_observed,naive_B1,gt_B1,maxside_B1,naive_B2,gt_B2,maxside_B2,naive_B3,gt_B3,maxside_B3,naive_B4,gt_B4,maxside_B4,b3frac_naive,b4frac_naive,area_mean,area_p90,area_p10,M01_B1,M01_err_B1,M01_B2,M01_err_B2,M01_B3,M01_err_B3,M01_B4,M01_err_B4,M01_within1,M03_B1,M03_err_B1,M03_B2,M03_err_B2,M03_B3,M03_err_B3,M03_B4,M03_err_B4,M03_within1,M05_B1,M05_err_B1,M05_B2,M05_err_B2,M05_B3,M05_err_B3,M05_B4,M05_err_B4,M05_within1,M06_B1,M06_err_B1,M06_B2,M06_err_B2,M06_B3,M06_err_B3,M06_B4,M06_err_B4,M06_within1,M07_B1,M07_err_B1,M07_B2,M07_err_B2,M07_B3,M07_err_B3,M07_B4,M07_err_B4,M07_within1
DAMIMAS_A21B_0732,train,16,4,0,0,0,0,0,0,12,6,3,4,4,2,0.75,0.25,0.019742087923125,0.039194813151,0.006519760025999999,0,0,0,0,7,1,2,-2,False,0,0,0,0,7,1,2,-2,False,0,0,0,0,7,1,2,-2,False,0,0,0,0,7,1,2,-2,False,0,0,0,0,7,1,2,-2,False
DAMIMAS_A21B_0737,test,15,4,0,0,0,0,0,0,12,5,3,3,2,1,0.8,0.2,0.0194645150174,0.0360043101042,0.008982735573,0,0,0,0,7,2,2,0,False,0,0,0,0,7,2,2,0,False,0,0,0,0,7,2,2,0,False,0,0,0,0,7,2,2,0,False,0,0,0,0,7,2,2,0,False
DAMIMAS_A21B_0759,val,21,4,0,0,0,0,0,0,14,6,4,7,5,3,0.6666666666666666,0.3333333333333333,0.017080865327380953,0.023657226301999998,0.007267277604000001,0,0,0,0,8,2,4,-1,False,0,0,0,0,8,2,4,-1,False,0,0,0,0,8,2,4,-1,False,0,0,0,0,8,2,4,-1,False,0,0,0,0,8,2,4,-1,False
DAMIMAS_A21B_0774,train,8,4,1,1,1,1,1,1,6,6,2,0,0,0,0.75,0.0,0.00555022858075,0.0076157015625,0.0041442932813,1,0,1,0,3,-3,0,0,False,1,0,1,0,3,-3,0,0,False,1,0,1,0,3,-3,0,0,False,1,0,1,0,3,-3,0,0,False,1,0,1,0,3,-3,0,0,False
DAMIMAS_A21B_0778,test,9,4,0,0,0,0,0,0,5,5,2,4,3,2,0.5555555555555556,0.4444444444444444,0.004908951794,0.008271800781200002,0.001154969271,0,0,0,0,3,-2,2,-1,False,0,0,0,0,3,-2,2,-1,False,0,0,0,0,3,-2,2,-1,False,0,0,0,0,3,-2,2,-1,False,0,0,0,0,3,-2,2,-1,False
DAMIMAS_A21B_0810,unknown,46,8,3,1,1,5,1,1,29,8,4,9,4,2,0.6304347826086957,0.1956521739130435,0.012221239475782606,0.021003053124999997,0.006590936198,2,1,3,2,15,7,5,1,False,2,1,3,2,17,9,6,2,False,2,1,3,2,17,9,6,2,False,2,1,3,2,15,7,5,1,False,2,1,3,2,15,7,5,1,False
DAMIMAS_A21B_0811,unknown,48,8,9,2,2,3,1,1,36,14,5,0,0,0,0.75,0.0,0.007189701627583333,0.010362285000000002,0.0034575038281,5,3,2,1,19,5,0,0,False,5,3,2,1,22,8,0,0,False,5,3,2,1,21,7,0,0,False,5,3,2,1,19,5,0,0,False,5,3,2,1,19,5,0,0,False
DAMIMAS_A21B_0812,unknown,40,8,12,2,2,12,4,2,16,5,3,0,0,0,0.4,0.0,0.0129083367513,0.021391121562500004,0.0057267928125,7,5,8,4,11,6,0,0,False,6,4,7,3,9,4,0,0,False,6,4,7,3,9,4,0,0,False,6,4,7,3,8,3,0,0,False,6,4,7,3,8,3,0,0,False
DAMIMAS_A21B_0813,unknown,23,8,3,1,1,0,0,0,17,6,3,3,3,1,0.7391304347826086,0.13043478260869565,0.011461454177999998,0.016337871041599998,0.00702833375,2,1,0,0,9,3,2,-1,False,2,1,0,0,9,3,2,-1,False,2,1,0,0,9,3,2,-1,False,2,1,0,0,9,3,2,-1,False,2,1,0,0,9,3,2,-1,False
DAMIMAS_A21B_0814,test,24,8,0,0,0,0,0,0,21,6,4,3,1,1,0.875,0.125,0.016398486946625,0.026265163359399993,0.0097186970052,0,0,0,0,11,5,2,1,False,0,0,0,0,11,5,2,1,False,0,0,0,0,11,5,2,1,False,0,0,0,0,11,5,2,1,False,0,0,0,0,11,5,2,1,False
DAMIMAS_A21B_0815,train,51,8,5,1,1,9,2,2,34,9,5,3,2,1,0.6666666666666666,0.058823529411764705,0.011810781142784317,0.0214875875,0.004923559896,3,2,5,3,18,9,2,0,False,3,2,5,3,20,11,2,0,False,3,2,5,3,20,11,2,0,False,3,2,5,3,18,9,2,0,False,3,2,5,3,18,9,2,0,False
DAMIMAS_A21B_0816,train,45,8,5,1,1,13,4,3,26,13,6,1,1,1,0.5777777777777777,0.022222222222222223,0.011879758269688888,0.0203255420834,0.005562501927000001,3,2,8,4,16,3,1,0,False,3,2,8,4,16,3,1,0,False,3,2,8,4,16,3,1,0,False,3,2,7,3,14,1,1,0,False,3,2,7,3,14,1,1,0,False
DAMIMAS_A21B_0817,val,28,8,14,3,2,7,2,1,7,3,1,0,0,0,0.25,0.0,0.01673224432664286,0.0244233019011,0.009138059921900001,8,5,4,2,4,1,0,0,False,8,5,4,2,4,1,0,0,False,8,5,4,2,4,1,0,0,False,8,5,4,2,4,1,0,0,False,8,5,4,2,4,1,0,0,False
DAMIMAS_A21B_0818,train,40,8,0,0,0,18,4,3,22,6,4,0,0,0,0.55,0.0,0.01283991390625,0.018889621875,0.0067515030208999995,0,0,11,7,13,7,0,0,False,0,0,11,7,13,7,0,0,False,0,0,11,7,13,7,0,0,False,0,0,10,6,12,6,0,0,False,0,0,10,6,12,6,0,0,False
DAMIMAS_A21B_0819,train,44,8,0,0,0,9,2,2,32,11,6,3,3,2,0.7272727272727273,0.06818181818181818,0.012993596845409093,0.023073871875000006,0.0046249877344000006,0,0,5,3,17,6,2,-1,False,0,0,5,3,19,8,2,-1,False,0,0,5,3,19,8,2,-1,False,0,0,5,3,17,6,2,-1,False,0,0,5,3,17,6,2,-1,False
DAMIMAS_A21B_0820,train,47,8,0,0,0,12,2,2,35,8,5,0,0,0,0.7446808510638298,0.0,0.013756110261510638,0.023605647031199998,0.0061838917708,0,0,7,5,19,11,0,0,False,0,0,7,5,21,13,0,0,False,0,0,7,5,21,13,0,0,False,0,0,7,5,19,11,0,0,False,0,0,7,5,19,11,0,0,False
DAMIMAS_A21B_0821,val,23,8,9,2,2,5,2,2,8,4,3,1,1,1,0.34782608695652173,0.043478260869565216,0.02215819488226087,0.039196861458400005,0.007356797083200001,5,3,3,1,5,1,1,0,False,5,3,3,1,4,0,1,0,False,5,3,3,1,4,0,1,0,False,5,3,3,1,4,0,1,0,False,5,3,3,1,4,0,1,0,False
DAMIMAS_A21B_0822,test,38,8,4,1,1,3,1,1,31,10,5,0,0,0,0.8157894736842105,0.0,0.01149191083471053,0.016178731093800004,0.0075468295834,2,1,2,1,16,6,0,0,False,2,1,2,1,18,8,0,0,False,2,1,2,1,18,8,0,0,False,2,1,2,1,16,6,0,0,False,2,1,2,1,16,6,0,0,False
DAMIMAS_A21B_0823,train,57,8,8,2,2,5,1,1,37,9,6,7,2,2,0.6491228070175439,0.12280701754385964,0.011964853645859648,0.020647504999999997,0.0050331621876000005,4,2,3,2,20,11,4,2,False,4,2,3,2,22,13,4,2,False,4,2,3,2,22,13,4,2,False,4,2,3,2,20,11,4,2,False,4,2,3,2,20,11,4,2,False
DAMIMAS_A21B_0824,val,41,8,9,2,2,22,5,4,10,3,2,0,0,0,0.24390243902439024,0.0,0.016370136591707315,0.025142420052,0.007778362500000001,5,3,15,10,7,4,0,0,False,5,3,13,8,6,3,0,0,False,5,3,13,8,6,3,0,0,False,5,3,12,7,5,2,0,0,False,5,3,12,7,5,2,0,0,False
DAMIMAS_A21B_0825,val,29,8,7,2,2,0,0,0,18,7,3,4,3,2,0.6206896551724138,0.13793103448275862,0.014315347970551725,0.020999965,0.0075813166668,4,2,0,0,9,2,2,-1,False,4,2,0,0,10,3,2,-1,False,4,2,0,0,10,3,2,-1,False,4,2,0,0,9,2,2,-1,False,4,2,0,0,9,2,2,-1,False
DAMIMAS_A21B_0826,val,21,8,0,0,0,11,3,3,10,3,2,0,0,0,0.47619047619047616,0.0,0.015508258172142858,0.020079670573000002,0.011040071354,0,0,6,3,5,2,0,0,False,0,0,6,3,5,2,0,0,False,0,0,6,3,5,2,0,0,False,0,0,6,3,5,2,0,0,False,0,0,6,3,5,2,0,0,False
DAMIMAS_A21B_0827,train,45,8,5,1,1,4,1,1,31,8,5,5,5,2,0.6888888888888889,0.1111111111111111,0.011074146626155554,0.02116340375,0.0033325454688000002,3,2,2,1,16,8,3,-2,False,3,2,2,1,18,10,3,-2,False,3,2,2,1,18,10,3,-2,False,3,2,2,1,16,8,3,-2,False,3,2,2,1,16,8,3,-2,False
DAMIMAS_A21B_0828,train,49,8,5,2,1,22,6,4,22,8,4,0,0,0,0.4489795918367347,0.0,0.011261564402632653,0.0179335847916,0.0052097905728,3,1,15,9,15,7,0,0,False,3,1,13,7,13,5,0,0,False,3,1,13,7,13,5,0,0,False,3,1,12,6,12,4,0,0,False,3,1,12,6,12,4,0,0,False
DAMIMAS_A21B_0829,val,33,8,7,2,2,5,1,1,17,6,3,4,2,1,0.5151515151515151,0.12121212121212122,0.018202432970333332,0.025830685,0.009502758489600001,4,2,3,2,10,4,2,0,False,4,2,3,2,10,4,2,0,False,4,2,3,2,10,4,2,0,False,4,2,3,2,9,3,2,0,False,4,2,3,2,9,3,2,0,False
DAMIMAS_A21B_0830,train,34,8,13,3,2,7,2,1,14,6,3,0,0,0,0.4117647058823529,0.0,0.021006621453735292,0.031602308385299996,0.014080088125,7,4,4,2,9,3,0,0,False,7,4,4,2,8,2,0,0,False,7,4,4,2,8,2,0,0,False,7,4,4,2,7,1,0,0,False,7,4,4,2,7,1,0,0,False
DAMIMAS_A21B_0831,train,52,8,4,1,1,9,2,2,30,7,5,9,3,2,0.5769230769230769,0.17307692307692307,0.017452670442711538,0.029484745651199996,0.0052345816407,2,1,5,3,18,11,6,3,False,2,1,5,3,18,11,6,3,False,2,1,5,3,18,11,6,3,False,2,1,5,3,16,9,5,2,False,2,1,5,3,16,9,5,2,False
DAMIMAS_A21B_0832,train,37,8,0,0,0,16,4,3,18,5,3,3,1,1,0.4864864864864865,0.08108108108108109,0.01891200717202703,0.034750922239599996,0.0087565057812,0,0,9,5,11,6,2,1,False,0,0,9,5,11,6,2,1,False,0,0,9,5,11,6,2,1,False,0,0,9,5,10,5,2,1,False,0,0,9,5,10,5,2,1,False
DAMIMAS_A21B_0833,train,22,8,9,2,2,2,1,1,11,4,2,0,0,0,0.5,0.0,0.019084470620272728,0.025183350442700005,0.0112382994271,5,3,1,0,6,2,0,0,False,5,3,1,0,6,2,0,0,False,5,3,1,0,6,2,0,0,False,5,3,1,0,6,2,0,0,False,5,3,1,0,6,2,0,0,False
DAMIMAS_A21B_0834,train,46,8,3,1,1,19,6,3,15,5,3,9,3,2,0.32608695652173914,0.1956521739130435,0.015504694112304348,0.024825867577999997,0.00952226875,2,1,13,7,10,5,7,4,False,2,1,11,5,9,4,6,3,False,2,1,11,5,9,4,6,3,False,2,1,10,4,8,3,5,2,False,2,1,10,4,8,3,5,2,False
DAMIMAS_A21B_0835,train,43,8,0,0,0,0,0,0,37,15,6,6,4,2,0.8604651162790697,0.13953488372093023,0.015005896438930232,0.02785188744780001,0.004458184010400001,0,0,0,0,20,5,3,-1,False,0,0,0,0,22,7,3,-1,False,0,0,0,0,22,7,3,-1,False,0,0,0,0,20,5,3,-1,False,0,0,0,0,20,5,3,-1,False
DAMIMAS_A21B_0836,train,36,8,10,3,3,9,2,2,17,4,3,0,0,0,0.4722222222222222,0.0,0.013183958289944444,0.020255599348999998,0.0054678977865,5,2,5,3,10,6,0,0,False,5,2,5,3,10,6,0,0,False,5,2,5,3,10,6,0,0,False,5,2,5,3,9,5,0,0,False,5,2,5,3,9,5,0,0,False
DAMIMAS_A21B_0837,train,35,8,9,2,2,2,1,1,23,9,4,1,1,1,0.6571428571428571,0.02857142857142857,0.016571396190485716,0.027507385468800015,0.00528222875,5,3,1,0,12,3,1,0,False,5,3,1,0,13,4,1,0,False,5,3,1,0,13,4,1,0,False,5,3,1,0,12,3,1,0,False,5,3,1,0,12,3,1,0,False
DAMIMAS_A21B_0838,train,38,8,0,0,0,3,1,1,14,4,3,21,7,4,0.3684210526315789,0.5526315789473685,0.012933594250263159,0.0169447728386,0.008539282968700001,0,0,2,1,8,4,13,6,False,0,0,2,1,8,4,13,6,False,0,0,2,1,8,4,13,6,False,0,0,2,1,7,3,11,4,False,0,0,2,1,7,3,11,4,False
DAMIMAS_A21B_0839,val,35,8,5,1,1,6,1,1,23,6,4,1,1,1,0.6571428571428571,0.02857142857142857,0.012065208831857143,0.020963356875000002,0.003333672031200001,3,2,3,2,12,6,1,0,False,3,2,3,2,13,7,1,0,False,3,2,3,2,13,7,1,0,False,3,2,3,2,12,6,1,0,False,3,2,3,2,12,6,1,0,False
DAMIMAS_A21B_0840,train,45,8,8,2,2,22,7,3,15,6,3,0,0,0,0.3333333333333333,0.0,0.017520218825244446,0.026460618541600003,0.0068647854688,5,3,15,8,10,4,0,0,False,4,2,13,6,9,3,0,0,False,4,2,13,6,9,3,0,0,False,4,2,12,5,8,2,0,0,False,4,2,12,5,8,2,0,0,False
DAMIMAS_A21B_0842,train,46,8,8,2,2,8,3,2,22,7,4,8,2,1,0.4782608695652174,0.17391304347826086,0.019122354749782605,0.031429896875,0.008138465625,4,2,5,2,13,6,5,3,False,4,2,5,2,13,6,5,3,False,4,2,5,2,13,6,5,3,False,4,2,4,1,12,5,4,2,False,4,2,4,1,12,5,4,2,False
DAMIMAS_A21B_0843,test,34,8,0,0,0,5,1,1,24,9,4,5,3,2,0.7058823529411765,0.14705882352941177,0.005678018926147058,0.0101443158853,0.0023351418749999998,0,0,3,2,12,3,3,0,False,0,0,3,2,13,4,3,0,False,0,0,3,2,13,4,3,0,False,0,0,3,2,12,3,3,0,False,0,0,3,2,12,3,3,0,False
DAMIMAS_A21B_0844,unknown,45,8,4,1,1,14,4,2,23,9,5,4,2,1,0.5111111111111111,0.08888888888888889,0.013113660850711108,0.0229623270834,0.0047988042188,2,1,9,5,14,5,2,0,False,2,1,9,5,14,5,2,0,False,2,1,9,5,14,5,2,0,False,2,1,8,4,12,3,2,0,False,2,1,8,4,12,3,2,0,False
DAMIMAS_A21B_0846,train,26,8,0,0,0,15,4,3,11,3,2,0,0,0,0.4230769230769231,0.0,0.02425137012219231,0.0362402678385,0.0151057765625,0,0,8,4,6,3,0,0,False,0,0,8,4,6,3,0,0,False,0,0,8,4,6,3,0,0,False,0,0,8,4,6,3,0,0,False,0,0,8,4,6,3,0,0,False
DAMIMAS_A21B_0847,test,44,8,5,1,1,9,4,2,29,10,5,1,1,1,0.6590909090909091,0.022727272727272728,0.011302659866250002,0.0197947661719,0.0030819496614000004,3,2,5,1,15,5,1,0,False,3,2,5,1,17,7,1,0,False,3,2,5,1,17,7,1,0,False,3,2,5,1,15,5,1,0,False,3,2,5,1,15,5,1,0,False
DAMIMAS_A21B_0848,val,25,8,0,0,0,6,1,1,19,4,3,0,0,0,0.76,0.0,0.0094564171354,0.013946290156200003,0.004534341875,0,0,3,2,10,6,0,0,False,0,0,3,2,10,6,0,0,False,0,0,3,2,10,6,0,0,False,0,0,3,2,10,6,0,0,False,0,0,3,2,10,6,0,0,False
DAMIMAS_A21B_0849,train,19,8,5,1,1,4,1,1,9,4,2,1,1,1,0.47368421052631576,0.05263157894736842,0.011557908251105264,0.019218457135399995,0.005361463489600001,3,2,2,1,5,1,1,0,False,3,2,2,1,5,1,1,0,False,3,2,2,1,5,1,1,0,False,3,2,2,1,5,1,1,0,False,3,2,2,1,5,1,1,0,False
DAMIMAS_A21B_0850,train,43,8,5,1,1,9,2,2,22,6,4,7,4,2,0.5116279069767442,0.16279069767441862,0.016203795603186043,0.02756248000000001,0.009802887031199999,3,2,5,3,13,7,4,0,False,3,2,5,3,13,7,4,0,False,3,2,5,3,13,7,4,0,False,3,2,5,3,12,6,4,0,False,3,2,5,3,12,6,4,0,False
DAMIMAS_A21B_0851,unknown,51,8,0,0,0,17,5,3,31,13,5,3,3,1,0.6078431372549019,0.058823529411764705,0.011062187816588236,0.018818359375,0.004120242448,0,0,9,4,16,3,2,-1,False,0,0,10,5,18,5,2,-1,False,0,0,10,5,18,5,2,-1,False,0,0,9,4,16,3,2,-1,False,0,0,9,4,16,3,2,-1,False
DAMIMAS_A21B_0852,train,14,8,4,2,1,10,3,2,0,0,0,0,0,0,0.0,0.0,0.010499445033500001,0.016458010650900003,0.006184266849099999,2,0,5,2,0,0,0,0,False,2,0,5,2,0,0,0,0,False,2,0,5,2,0,0,0,0,False,2,0,5,2,0,0,0,0,False,2,0,5,2,0,0,0,0,False
DAMIMAS_A21B_0853,unknown,31,8,7,2,1,6,2,1,17,8,3,1,1,1,0.5483870967741935,0.03225806451612903,0.012208424302741933,0.018474084375,0.006621954948,4,2,3,1,9,1,1,0,False,4,2,3,1,9,1,1,0,False,4,2,3,1,9,1,1,0,False,4,2,3,1,9,1,1,0,False,4,2,3,1,9,1,1,0,False
DAMIMAS_A21B_0854,unknown,44,8,11,3,2,10,3,2,15,5,3,8,4,2,0.3409090909090909,0.18181818181818182,0.015231098798522726,0.023346742213600002,0.0081190071355,7,4,7,4,10,5,6,2,False,6,3,6,3,9,4,5,1,False,6,3,6,3,9,4,5,1,False,6,3,5,2,8,3,4,0,False,6,3,5,2,8,3,4,0,False
LONSUM_A21A_0003,val,15,4,0,0,0,0,0,0,7,4,3,8,6,4,0.4666666666666667,0.5333333333333333,0.007044644809000001,0.011090133645799999,0.00372951375,0,0,0,0,4,0,4,-2,False,0,0,0,0,4,0,4,-2,False,0,0,0,0,4,0,4,-2,False,0,0,0,0,4,0,4,-2,False,0,0,0,0,4,0,4,-2,False
LONSUM_A21A_0059,train,18,4,0,0,0,0,0,0,14,9,5,4,2,2,0.7777777777777778,0.2222222222222222,0.008807410098388889,0.016631600625,0.0028344624739,0,0,0,0,7,-2,2,0,False,0,0,0,0,7,-2,2,0,False,0,0,0,0,7,-2,2,0,False,0,0,0,0,7,-2,2,0,False,0,0,0,0,7,-2,2,0,False
LONSUM_A21A_0091,val,16,4,0,0,0,0,0,0,15,10,4,1,1,1,0.9375,0.0625,0.0023758406413125002,0.0038854712239999997,0.001088464974,0,0,0,0,8,-2,1,0,False,0,0,0,0,8,-2,1,0,False,0,0,0,0,8,-2,1,0,False,0,0,0,0,8,-2,1,0,False,0,0,0,0,8,-2,1,0,False
LONSUM_A21A_0092,train,12,4,0,0,0,0,0,0,12,8,4,0,0,0,1.0,0.0,0.0033866271267499995,0.0044679053646,0.00220672875,0,0,0,0,6,-2,0,0,False,0,0,0,0,6,-2,0,0,False,0,0,0,0,6,-2,0,0,False,0,0,0,0,6,-2,0,0,False,0,0,0,0,6,-2,0,0,False
LONSUM_A21A_0096,train,8,3,0,0,0,0,0,0,8,6,3,0,0,0,1.0,0.0,0.0036707425130000004,0.0055951920312,0.0019873168750000002,0,0,0,0,4,-2,0,0,False,0,0,0,0,4,-2,0,0,False,0,0,0,0,4,-2,0,0,False,0,0,0,0,4,-2,0,0,False,0,0,0,0,4,-2,0,0,False
LONSUM_A21A_0099,test,15,4,0,0,0,0,0,0,14,9,4,1,1,1,0.9333333333333333,0.06666666666666667,0.004219440572866667,0.0063531679166,0.0022791313020000003,0,0,0,0,7,-2,1,0,False,0,0,0,0,7,-2,1,0,False,0,0,0,0,7,-2,1,0,False,0,0,0,0,7,-2,1,0,False,0,0,0,0,7,-2,1,0,False
