tree_id,split,varietas,num_sides,total_unique_bunches,B1,B2,B3,B4,total_detections,duplicates_linked
DAMIMAS_A21B_0340,train,DAMIMAS,4,3,1,1,1,0,7,4
DAMIMAS_A21B_0341,train,DAMIMAS,4,8,0,1,6,1,21,13
DAMIMAS_A21B_0342,val,DAMIMAS,4,10,0,2,4,4,25,15
DAMIMAS_A21B_0343,train,DAMIMAS,4,7,0,3,4,0,18,11
DAMIMAS_A21B_0344,val,DAMIMAS,4,11,0,3,6,2,21,10
DAMIMAS_A21B_0345,train,DAMIMAS,4,7,1,1,4,1,16,9
DAMIMAS_A21B_0346,test,DAMIMAS,4,10,1,1,6,2,23,13
DAMIMAS_A21B_0347,train,DAMIMAS,4,9,2,2,4,1,18,9
DAMIMAS_A21B_0348,test,DAMIMAS,4,13,2,0,4,7,23,10
DAMIMAS_A21B_0349,val,DAMIMAS,4,6,0,2,2,2,9,3
DAMIMAS_A21B_0350,train,DAMIMAS,4,6,1,2,3,0,10,4
DAMIMAS_A21B_0351,train,DAMIMAS,4,13,2,4,6,1,24,11
DAMIMAS_A21B_0352,train,DAMIMAS,4,12,1,1,6,4,25,13
DAMIMAS_A21B_0353,train,DAMIMAS,4,8,2,1,5,0,18,10
DAMIMAS_A21B_0354,train,DAMIMAS,4,18,1,1,16,0,32,14
DAMIMAS_A21B_0355,test,DAMIMAS,4,15,2,4,7,2,25,10
DAMIMAS_A21B_0356,train,DAMIMAS,4,9,1,3,3,2,19,10
DAMIMAS_A21B_0357,train,DAMIMAS,4,12,0,1,9,2,22,10
DAMIMAS_A21B_0358,train,DAMIMAS,4,14,1,0,9,4,28,14
DAMIMAS_A21B_0359,val,DAMIMAS,4,11,2,2,5,2,23,12
DAMIMAS_A21B_0360,train,DAMIMAS,4,15,3,2,4,6,30,15
DAMIMAS_A21B_0361,train,DAMIMAS,4,13,1,1,6,5,24,11
DAMIMAS_A21B_0362,train,DAMIMAS,4,7,0,0,5,2,26,19
DAMIMAS_A21B_0363,train,DAMIMAS,4,8,0,5,1,2,15,7
DAMIMAS_A21B_0364,train,DAMIMAS,4,13,2,3,6,2,27,14
DAMIMAS_A21B_0365,train,DAMIMAS,4,16,2,2,9,3,27,11
DAMIMAS_A21B_0366,train,DAMIMAS,4,7,0,0,5,2,15,8
DAMIMAS_A21B_0367,train,DAMIMAS,4,12,0,4,6,2,19,7
DAMIMAS_A21B_0368,train,DAMIMAS,4,16,3,3,6,4,29,13
DAMIMAS_A21B_0369,train,DAMIMAS,4,7,1,0,4,2,15,8
DAMIMAS_A21B_0370,val,DAMIMAS,4,10,2,0,6,2,18,8
DAMIMAS_A21B_0371,train,DAMIMAS,4,11,1,3,7,0,21,10
DAMIMAS_A21B_0372,val,DAMIMAS,4,12,2,2,5,3,19,7
DAMIMAS_A21B_0373,train,DAMIMAS,4,12,3,0,7,2,22,10
DAMIMAS_A21B_0374,train,DAMIMAS,4,14,1,1,10,2,28,14
DAMIMAS_A21B_0375,val,DAMIMAS,4,11,1,6,4,0,20,9
DAMIMAS_A21B_0376,train,DAMIMAS,4,10,1,0,7,2,19,9
DAMIMAS_A21B_0377,train,DAMIMAS,4,7,1,0,6,0,15,8
DAMIMAS_A21B_0378,test,DAMIMAS,4,15,3,1,8,3,27,12
DAMIMAS_A21B_0379,train,DAMIMAS,4,3,1,1,1,0,9,6
DAMIMAS_A21B_0380,test,DAMIMAS,4,12,2,1,4,5,24,12
DAMIMAS_A21B_0381,test,DAMIMAS,4,14,3,0,7,4,22,8
DAMIMAS_A21B_0382,train,DAMIMAS,4,16,3,0,5,8,28,12
DAMIMAS_A21B_0383,train,DAMIMAS,4,14,2,6,4,2,24,10
DAMIMAS_A21B_0384,train,DAMIMAS,4,14,2,3,6,3,26,12
DAMIMAS_A21B_0385,test,DAMIMAS,4,16,1,2,9,4,26,10
DAMIMAS_A21B_0386,train,DAMIMAS,4,4,0,2,2,0,7,3
DAMIMAS_A21B_0387,train,DAMIMAS,4,9,3,5,1,0,15,6
DAMIMAS_A21B_0388,val,DAMIMAS,4,7,1,0,4,2,20,13
DAMIMAS_A21B_0389,train,DAMIMAS,4,17,0,3,11,3,25,8
DAMIMAS_A21B_0390,val,DAMIMAS,4,18,1,3,7,7,30,12
DAMIMAS_A21B_0391,val,DAMIMAS,4,10,2,7,1,0,16,6
DAMIMAS_A21B_0392,val,DAMIMAS,4,13,2,5,3,3,24,11
DAMIMAS_A21B_0393,train,DAMIMAS,4,15,2,1,11,1,24,9
DAMIMAS_A21B_0394,train,DAMIMAS,4,13,2,0,7,4,24,11
DAMIMAS_A21B_0395,train,DAMIMAS,4,14,3,7,4,0,21,7
DAMIMAS_A21B_0396,train,DAMIMAS,4,16,3,3,6,4,25,9
DAMIMAS_A21B_0397,train,DAMIMAS,4,11,1,2,6,2,19,8
DAMIMAS_A21B_0398,val,DAMIMAS,4,16,2,1,10,3,25,9
DAMIMAS_A21B_0399,train,DAMIMAS,4,10,3,3,3,1,17,7
DAMIMAS_A21B_0400,val,DAMIMAS,4,10,0,4,2,4,19,9
DAMIMAS_A21B_0401,val,DAMIMAS,4,10,0,0,8,2,16,6
DAMIMAS_A21B_0402,test,DAMIMAS,4,11,0,1,8,2,18,7
DAMIMAS_A21B_0403,train,DAMIMAS,4,14,2,5,4,3,24,10
DAMIMAS_A21B_0404,val,DAMIMAS,4,9,3,3,3,0,15,6
DAMIMAS_A21B_0405,train,DAMIMAS,4,9,1,1,6,1,14,5
DAMIMAS_A21B_0406,train,DAMIMAS,4,10,1,0,6,3,17,7
DAMIMAS_A21B_0407,val,DAMIMAS,4,14,2,4,7,1,23,9
DAMIMAS_A21B_0408,train,DAMIMAS,4,11,2,6,3,0,21,10
DAMIMAS_A21B_0409,test,DAMIMAS,4,9,3,0,6,0,16,7
DAMIMAS_A21B_0410,train,DAMIMAS,4,18,2,1,13,2,31,13
DAMIMAS_A21B_0411,test,DAMIMAS,4,11,2,4,5,0,22,11
DAMIMAS_A21B_0412,train,DAMIMAS,4,8,1,5,2,0,16,8
DAMIMAS_A21B_0413,train,DAMIMAS,4,15,1,2,9,3,26,11
DAMIMAS_A21B_0414,train,DAMIMAS,4,5,0,0,5,0,14,9
DAMIMAS_A21B_0415,val,DAMIMAS,4,11,1,4,5,1,22,11
DAMIMAS_A21B_0416,train,DAMIMAS,4,14,2,4,5,3,25,11
DAMIMAS_A21B_0417,val,DAMIMAS,4,14,2,2,7,3,25,11
DAMIMAS_A21B_0418,train,DAMIMAS,4,16,0,1,7,8,27,11
DAMIMAS_A21B_0419,test,DAMIMAS,4,12,0,4,6,2,23,11
DAMIMAS_A21B_0420,val,DAMIMAS,4,2,0,1,1,0,6,4
DAMIMAS_A21B_0421,train,DAMIMAS,4,0,0,0,0,0,0,0
DAMIMAS_A21B_0422,val,DAMIMAS,4,11,2,0,5,4,21,10
DAMIMAS_A21B_0423,train,DAMIMAS,4,14,2,5,5,2,23,9
DAMIMAS_A21B_0424,train,DAMIMAS,4,8,3,2,3,0,15,7
DAMIMAS_A21B_0425,train,DAMIMAS,4,12,0,3,8,1,20,8
DAMIMAS_A21B_0426,train,DAMIMAS,4,10,0,0,8,2,17,7
DAMIMAS_A21B_0427,train,DAMIMAS,4,15,1,8,5,1,26,11
DAMIMAS_A21B_0428,val,DAMIMAS,4,15,3,3,5,4,27,12
DAMIMAS_A21B_0429,train,DAMIMAS,4,22,3,4,10,5,36,14
DAMIMAS_A21B_0430,train,DAMIMAS,4,16,0,1,10,5,22,6
DAMIMAS_A21B_0431,train,DAMIMAS,4,10,0,2,8,0,17,7
DAMIMAS_A21B_0432,test,DAMIMAS,4,8,0,2,5,1,15,7
DAMIMAS_A21B_0433,train,DAMIMAS,4,11,2,1,8,0,20,9
DAMIMAS_A21B_0434,train,DAMIMAS,4,14,0,2,9,3,24,10
DAMIMAS_A21B_0435,train,DAMIMAS,4,9,2,3,4,0,17,8
DAMIMAS_A21B_0436,train,DAMIMAS,4,13,1,4,4,4,22,9
DAMIMAS_A21B_0437,train,DAMIMAS,4,19,3,3,8,5,27,8
DAMIMAS_A21B_0438,val,DAMIMAS,4,17,0,0,8,9,27,10
DAMIMAS_A21B_0439,train,DAMIMAS,4,6,1,4,1,0,10,4
DAMIMAS_A21B_0440,train,DAMIMAS,4,16,0,4,8,4,23,7
DAMIMAS_A21B_0441,train,DAMIMAS,4,14,1,4,7,2,21,7
DAMIMAS_A21B_0442,test,DAMIMAS,4,15,0,1,7,7,23,8
DAMIMAS_A21B_0443,train,DAMIMAS,4,14,1,6,5,2,21,7
DAMIMAS_A21B_0444,test,DAMIMAS,4,10,2,0,5,3,17,7
DAMIMAS_A21B_0445,train,DAMIMAS,4,11,2,1,4,4,19,8
DAMIMAS_A21B_0446,train,DAMIMAS,4,11,2,1,7,1,19,8
DAMIMAS_A21B_0447,train,DAMIMAS,4,17,0,7,7,3,23,6
DAMIMAS_A21B_0448,train,DAMIMAS,4,12,1,3,5,3,18,6
DAMIMAS_A21B_0449,test,DAMIMAS,4,14,0,2,11,1,23,9
DAMIMAS_A21B_0450,train,DAMIMAS,4,16,1,1,7,7,25,9
DAMIMAS_A21B_0451,train,DAMIMAS,4,9,1,4,3,1,17,8
DAMIMAS_A21B_0452,train,DAMIMAS,4,14,4,1,3,6,22,8
DAMIMAS_A21B_0453,train,DAMIMAS,4,9,2,1,5,1,19,10
DAMIMAS_A21B_0454,train,DAMIMAS,4,14,0,2,4,8,23,9
DAMIMAS_A21B_0455,val,DAMIMAS,4,12,0,6,5,1,21,9
DAMIMAS_A21B_0456,test,DAMIMAS,4,11,2,2,4,3,21,10
DAMIMAS_A21B_0457,train,DAMIMAS,4,17,2,3,8,4,27,10
DAMIMAS_A21B_0458,train,DAMIMAS,4,12,0,3,6,3,21,9
DAMIMAS_A21B_0459,train,DAMIMAS,4,8,3,3,2,0,18,10
DAMIMAS_A21B_0460,train,DAMIMAS,4,15,4,3,4,4,26,11
DAMIMAS_A21B_0461,val,DAMIMAS,4,11,0,3,8,0,18,7
DAMIMAS_A21B_0462,train,DAMIMAS,4,11,3,0,5,3,20,9
DAMIMAS_A21B_0463,train,DAMIMAS,4,11,1,5,4,1,20,9
DAMIMAS_A21B_0464,train,DAMIMAS,4,9,3,2,2,2,15,6
DAMIMAS_A21B_0465,train,DAMIMAS,4,7,2,1,3,1,13,6
DAMIMAS_A21B_0466,train,DAMIMAS,4,7,0,0,4,3,11,4
DAMIMAS_A21B_0467,train,DAMIMAS,4,11,2,3,5,1,17,6
DAMIMAS_A21B_0468,train,DAMIMAS,4,13,3,2,3,5,20,7
DAMIMAS_A21B_0469,train,DAMIMAS,4,13,0,3,7,3,21,8
DAMIMAS_A21B_0470,train,DAMIMAS,4,11,3,1,5,2,22,11
DAMIMAS_A21B_0471,val,DAMIMAS,4,16,2,6,6,2,26,10
DAMIMAS_A21B_0472,val,DAMIMAS,4,15,0,4,6,5,23,8
DAMIMAS_A21B_0473,train,DAMIMAS,4,6,1,2,3,0,11,5
DAMIMAS_A21B_0474,train,DAMIMAS,4,12,2,3,2,5,21,9
DAMIMAS_A21B_0475,test,DAMIMAS,4,13,0,7,4,2,20,7
DAMIMAS_A21B_0476,train,DAMIMAS,4,11,0,4,5,2,17,6
DAMIMAS_A21B_0477,val,DAMIMAS,4,5,0,0,5,0,10,5
DAMIMAS_A21B_0478,train,DAMIMAS,4,14,3,2,3,6,27,13
DAMIMAS_A21B_0479,val,DAMIMAS,4,10,1,4,3,2,21,11
DAMIMAS_A21B_0480,train,DAMIMAS,4,13,2,2,5,4,24,11
DAMIMAS_A21B_0481,train,DAMIMAS,4,7,1,2,3,1,13,6
DAMIMAS_A21B_0482,train,DAMIMAS,4,13,1,3,4,5,23,10
DAMIMAS_A21B_0483,train,DAMIMAS,4,12,2,5,3,2,20,8
DAMIMAS_A21B_0484,train,DAMIMAS,4,10,1,4,2,3,18,8
DAMIMAS_A21B_0485,val,DAMIMAS,4,10,1,2,6,1,20,10
DAMIMAS_A21B_0486,train,DAMIMAS,4,9,1,1,3,4,22,13
DAMIMAS_A21B_0487,train,DAMIMAS,4,9,0,3,5,1,20,11
DAMIMAS_A21B_0488,train,DAMIMAS,4,10,0,4,2,4,17,7
DAMIMAS_A21B_0489,val,DAMIMAS,4,10,0,0,8,2,20,10
DAMIMAS_A21B_0490,test,DAMIMAS,4,13,3,1,4,5,26,13
DAMIMAS_A21B_0491,train,DAMIMAS,4,12,3,4,5,0,20,8
DAMIMAS_A21B_0492,test,DAMIMAS,4,13,2,3,4,4,19,6
DAMIMAS_A21B_0493,train,DAMIMAS,4,10,1,3,4,2,19,9
DAMIMAS_A21B_0494,train,DAMIMAS,4,17,2,2,5,8,25,8
DAMIMAS_A21B_0495,train,DAMIMAS,4,10,1,4,5,0,18,8
DAMIMAS_A21B_0496,train,DAMIMAS,4,12,2,4,2,4,19,7
DAMIMAS_A21B_0497,test,DAMIMAS,4,18,1,4,9,4,26,8
DAMIMAS_A21B_0498,train,DAMIMAS,4,17,4,1,4,8,28,11
DAMIMAS_A21B_0499,train,DAMIMAS,4,12,2,3,5,2,23,11
DAMIMAS_A21B_0500,train,DAMIMAS,4,11,3,3,3,2,19,8
DAMIMAS_A21B_0501,train,DAMIMAS,4,12,2,2,6,2,25,13
DAMIMAS_A21B_0502,train,DAMIMAS,4,14,0,3,5,6,28,14
DAMIMAS_A21B_0503,train,DAMIMAS,4,14,2,4,5,3,27,13
DAMIMAS_A21B_0504,val,DAMIMAS,4,11,1,4,3,3,22,11
DAMIMAS_A21B_0505,test,DAMIMAS,4,12,1,0,6,5,21,9
DAMIMAS_A21B_0506,train,DAMIMAS,4,18,3,2,5,8,33,15
DAMIMAS_A21B_0507,train,DAMIMAS,4,9,0,5,4,0,17,8
DAMIMAS_A21B_0508,train,DAMIMAS,4,14,1,6,5,2,22,8
DAMIMAS_A21B_0509,train,DAMIMAS,4,10,1,2,5,2,17,7
DAMIMAS_A21B_0510,test,DAMIMAS,4,11,0,2,6,3,22,11
DAMIMAS_A21B_0511,train,DAMIMAS,4,12,3,5,3,1,23,11
DAMIMAS_A21B_0512,val,DAMIMAS,4,13,1,3,5,4,25,12
DAMIMAS_A21B_0513,train,DAMIMAS,4,7,0,1,6,0,13,6
DAMIMAS_A21B_0514,train,DAMIMAS,4,14,0,0,9,5,22,8
DAMIMAS_A21B_0515,train,DAMIMAS,4,13,2,4,5,2,24,11
DAMIMAS_A21B_0516,val,DAMIMAS,4,7,1,2,2,2,14,7
DAMIMAS_A21B_0517,train,DAMIMAS,4,13,2,1,6,4,22,9
DAMIMAS_A21B_0518,val,DAMIMAS,4,16,1,2,7,6,29,13
DAMIMAS_A21B_0519,test,DAMIMAS,4,0,0,0,0,0,0,0
DAMIMAS_A21B_0520,train,DAMIMAS,4,8,2,2,2,2,16,8
DAMIMAS_A21B_0521,val,DAMIMAS,4,9,1,3,2,3,17,8
DAMIMAS_A21B_0522,train,DAMIMAS,4,11,0,6,3,2,16,5
DAMIMAS_A21B_0523,train,DAMIMAS,4,14,2,8,3,1,23,9
DAMIMAS_A21B_0524,train,DAMIMAS,4,13,2,2,3,6,22,9
DAMIMAS_A21B_0525,test,DAMIMAS,4,8,1,2,5,0,13,5
DAMIMAS_A21B_0526,train,DAMIMAS,4,12,0,1,10,1,21,9
DAMIMAS_A21B_0527,train,DAMIMAS,4,9,0,4,5,0,15,6
DAMIMAS_A21B_0528,train,DAMIMAS,4,1,0,1,0,0,2,1
DAMIMAS_A21B_0529,train,DAMIMAS,4,10,0,0,7,3,17,7
DAMIMAS_A21B_0530,test,DAMIMAS,4,15,2,2,6,5,25,10
DAMIMAS_A21B_0531,train,DAMIMAS,4,14,2,5,5,2,27,13
DAMIMAS_A21B_0532,train,DAMIMAS,4,11,2,2,6,1,20,9
DAMIMAS_A21B_0533,val,DAMIMAS,4,13,1,2,7,3,22,9
DAMIMAS_A21B_0534,train,DAMIMAS,4,9,1,1,4,3,19,10
DAMIMAS_A21B_0535,train,DAMIMAS,4,10,3,3,3,1,19,9
DAMIMAS_A21B_0536,test,DAMIMAS,4,10,2,2,4,2,17,7
DAMIMAS_A21B_0537,val,DAMIMAS,4,9,1,1,6,1,17,8
DAMIMAS_A21B_0538,train,DAMIMAS,4,13,0,2,6,5,24,11
DAMIMAS_A21B_0539,train,DAMIMAS,4,15,4,3,5,3,28,13
DAMIMAS_A21B_0540,train,DAMIMAS,4,9,3,0,3,3,18,9
DAMIMAS_A21B_0541,test,DAMIMAS,4,8,2,1,3,2,14,6
DAMIMAS_A21B_0542,train,DAMIMAS,4,13,2,2,5,4,25,12
DAMIMAS_A21B_0543,train,DAMIMAS,4,6,2,2,2,0,10,4
DAMIMAS_A21B_0544,train,DAMIMAS,4,13,2,3,3,5,23,10
DAMIMAS_A21B_0545,train,DAMIMAS,4,11,1,0,9,1,23,12
DAMIMAS_A21B_0546,test,DAMIMAS,4,17,2,4,7,4,28,11
DAMIMAS_A21B_0547,val,DAMIMAS,4,12,1,5,6,0,24,12
DAMIMAS_A21B_0548,train,DAMIMAS,4,11,1,3,5,2,20,9
DAMIMAS_A21B_0549,train,DAMIMAS,4,5,1,0,4,0,10,5
DAMIMAS_A21B_0550,val,DAMIMAS,4,13,2,4,3,4,26,13
DAMIMAS_A21B_0551,test,DAMIMAS,4,15,2,3,8,2,30,15
DAMIMAS_A21B_0552,train,DAMIMAS,4,9,3,3,2,1,18,9
DAMIMAS_A21B_0553,train,DAMIMAS,4,11,1,2,5,3,20,9
DAMIMAS_A21B_0554,test,DAMIMAS,4,18,2,3,7,6,30,12
DAMIMAS_A21B_0555,train,DAMIMAS,4,8,0,3,3,2,16,8
DAMIMAS_A21B_0556,val,DAMIMAS,4,13,2,4,4,3,24,11
DAMIMAS_A21B_0557,val,DAMIMAS,4,12,1,1,6,4,22,10
DAMIMAS_A21B_0558,train,DAMIMAS,4,11,0,4,4,3,23,12
DAMIMAS_A21B_0559,train,DAMIMAS,4,8,0,0,0,8,9,1
DAMIMAS_A21B_0560,train,DAMIMAS,4,5,0,0,5,0,10,5
DAMIMAS_A21B_0561,train,DAMIMAS,4,15,1,2,9,3,24,9
DAMIMAS_A21B_0562,val,DAMIMAS,4,13,1,4,5,3,25,12
DAMIMAS_A21B_0563,test,DAMIMAS,4,11,3,4,4,0,18,7
DAMIMAS_A21B_0564,train,DAMIMAS,4,14,4,2,6,2,21,7
DAMIMAS_A21B_0565,train,DAMIMAS,4,12,0,0,8,4,19,7
DAMIMAS_A21B_0566,train,DAMIMAS,4,13,0,6,5,2,27,14
DAMIMAS_A21B_0567,train,DAMIMAS,4,14,2,5,6,1,27,13
DAMIMAS_A21B_0568,train,DAMIMAS,4,13,2,3,5,3,23,10
DAMIMAS_A21B_0569,train,DAMIMAS,4,13,2,2,7,2,24,11
DAMIMAS_A21B_0570,val,DAMIMAS,4,13,0,3,7,3,22,9
DAMIMAS_A21B_0571,train,DAMIMAS,4,15,3,6,5,1,24,9
DAMIMAS_A21B_0572,train,DAMIMAS,4,9,2,3,3,1,16,7
DAMIMAS_A21B_0573,train,DAMIMAS,4,15,0,4,6,5,24,9
DAMIMAS_A21B_0574,train,DAMIMAS,4,7,0,1,4,2,13,6
DAMIMAS_A21B_0575,train,DAMIMAS,4,15,3,4,6,2,28,13
DAMIMAS_A21B_0576,train,DAMIMAS,4,14,3,4,6,1,25,11
DAMIMAS_A21B_0577,train,DAMIMAS,4,9,3,0,4,2,15,6
DAMIMAS_A21B_0578,test,DAMIMAS,4,7,1,5,1,0,12,5
DAMIMAS_A21B_0579,train,DAMIMAS,4,15,5,3,6,1,28,13
DAMIMAS_A21B_0580,train,DAMIMAS,4,13,2,4,6,1,25,12
DAMIMAS_A21B_0581,train,DAMIMAS,4,11,1,3,5,2,20,9
DAMIMAS_A21B_0582,train,DAMIMAS,4,15,2,6,5,2,26,11
DAMIMAS_A21B_0583,train,DAMIMAS,4,3,1,2,0,0,6,3
DAMIMAS_A21B_0584,train,DAMIMAS,4,10,1,3,5,1,19,9
DAMIMAS_A21B_0585,train,DAMIMAS,4,11,2,2,4,3,21,10
DAMIMAS_A21B_0586,val,DAMIMAS,4,9,0,3,4,2,15,6
DAMIMAS_A21B_0587,train,DAMIMAS,4,3,3,0,0,0,5,2
DAMIMAS_A21B_0588,train,DAMIMAS,4,12,4,3,3,2,21,9
DAMIMAS_A21B_0589,train,DAMIMAS,4,14,1,2,10,1,25,11
DAMIMAS_A21B_0590,train,DAMIMAS,4,14,4,2,4,4,23,9
DAMIMAS_A21B_0591,test,DAMIMAS,4,13,2,5,5,1,23,10
DAMIMAS_A21B_0592,train,DAMIMAS,4,8,1,1,6,0,14,6
DAMIMAS_A21B_0593,val,DAMIMAS,4,3,0,0,1,2,5,2
DAMIMAS_A21B_0594,train,DAMIMAS,4,15,4,5,3,3,25,10
DAMIMAS_A21B_0595,val,DAMIMAS,4,13,3,4,6,0,24,11
DAMIMAS_A21B_0596,train,DAMIMAS,4,14,0,2,8,4,23,9
DAMIMAS_A21B_0597,train,DAMIMAS,4,8,0,0,8,0,15,7
DAMIMAS_A21B_0598,train,DAMIMAS,4,10,1,3,5,1,19,9
DAMIMAS_A21B_0599,train,DAMIMAS,4,15,3,4,6,2,24,9
DAMIMAS_A21B_0600,train,DAMIMAS,4,16,3,2,7,4,28,12
DAMIMAS_A21B_0601,test,DAMIMAS,4,6,0,0,5,1,11,5
DAMIMAS_A21B_0602,train,DAMIMAS,4,16,4,4,5,3,26,10
DAMIMAS_A21B_0603,train,DAMIMAS,4,10,2,4,3,1,18,8
DAMIMAS_A21B_0604,train,DAMIMAS,4,6,0,3,2,1,12,6
DAMIMAS_A21B_0605,train,DAMIMAS,4,13,2,2,6,3,21,8
DAMIMAS_A21B_0606,train,DAMIMAS,4,14,1,5,4,4,22,8
DAMIMAS_A21B_0607,train,DAMIMAS,4,13,4,4,4,1,25,12
DAMIMAS_A21B_0608,train,DAMIMAS,4,13,0,2,8,3,22,9
DAMIMAS_A21B_0609,val,DAMIMAS,4,11,1,2,5,3,19,8
DAMIMAS_A21B_0610,train,DAMIMAS,4,12,0,6,4,2,20,8
DAMIMAS_A21B_0611,train,DAMIMAS,4,11,0,6,5,0,20,9
DAMIMAS_A21B_0612,val,DAMIMAS,4,9,0,1,8,0,14,5
DAMIMAS_A21B_0613,train,DAMIMAS,4,6,0,1,4,1,10,4
DAMIMAS_A21B_0614,val,DAMIMAS,4,16,2,5,5,4,25,9
DAMIMAS_A21B_0615,train,DAMIMAS,4,12,3,5,3,1,22,10
DAMIMAS_A21B_0616,test,DAMIMAS,4,13,2,2,5,4,22,9
DAMIMAS_A21B_0617,train,DAMIMAS,4,12,3,3,5,1,21,9
DAMIMAS_A21B_0618,test,DAMIMAS,4,10,3,4,2,1,17,7
DAMIMAS_A21B_0619,train,DAMIMAS,4,16,6,4,6,0,26,10
DAMIMAS_A21B_0620,train,DAMIMAS,4,14,2,1,9,2,25,11
DAMIMAS_A21B_0621,train,DAMIMAS,4,16,3,3,8,2,27,11
DAMIMAS_A21B_0622,train,DAMIMAS,4,13,2,6,3,2,24,11
DAMIMAS_A21B_0623,train,DAMIMAS,4,12,2,5,5,0,23,11
DAMIMAS_A21B_0624,train,DAMIMAS,4,14,3,1,8,2,23,9
DAMIMAS_A21B_0625,train,DAMIMAS,4,15,0,3,9,3,27,12
DAMIMAS_A21B_0626,train,DAMIMAS,4,14,1,4,4,5,25,11
DAMIMAS_A21B_0627,train,DAMIMAS,4,10,2,4,4,0,17,7
DAMIMAS_A21B_0628,train,DAMIMAS,4,12,0,2,7,3,22,10
DAMIMAS_A21B_0629,train,DAMIMAS,4,9,2,0,6,1,18,9
DAMIMAS_A21B_0630,train,DAMIMAS,4,12,1,5,3,3,23,11
DAMIMAS_A21B_0631,train,DAMIMAS,4,6,0,3,3,0,10,4
DAMIMAS_A21B_0632,train,DAMIMAS,4,21,3,4,10,4,34,13
DAMIMAS_A21B_0633,test,DAMIMAS,4,2,0,0,2,0,4,2
DAMIMAS_A21B_0634,train,DAMIMAS,4,16,4,5,4,3,29,13
DAMIMAS_A21B_0635,train,DAMIMAS,4,18,3,7,5,3,29,11
DAMIMAS_A21B_0636,test,DAMIMAS,4,11,0,1,7,3,19,8
DAMIMAS_A21B_0637,train,DAMIMAS,4,5,2,0,2,1,8,3
DAMIMAS_A21B_0638,train,DAMIMAS,4,12,4,3,4,1,21,9
DAMIMAS_A21B_0639,train,DAMIMAS,4,14,2,1,10,1,24,10
DAMIMAS_A21B_0640,test,DAMIMAS,4,14,1,3,7,3,25,11
DAMIMAS_A21B_0641,train,DAMIMAS,4,15,3,3,5,4,26,11
DAMIMAS_A21B_0642,test,DAMIMAS,4,8,1,1,3,3,14,6
DAMIMAS_A21B_0643,test,DAMIMAS,4,0,0,0,0,0,0,0
DAMIMAS_A21B_0644,train,DAMIMAS,4,12,0,2,7,3,23,11
DAMIMAS_A21B_0645,train,DAMIMAS,4,7,0,0,5,2,13,6
DAMIMAS_A21B_0646,train,DAMIMAS,4,11,0,4,5,2,19,8
DAMIMAS_A21B_0647,train,DAMIMAS,4,11,0,4,7,0,19,8
DAMIMAS_A21B_0648,train,DAMIMAS,4,11,0,0,8,3,19,8
DAMIMAS_A21B_0649,val,DAMIMAS,4,13,0,1,9,3,21,8
DAMIMAS_A21B_0650,train,DAMIMAS,4,13,2,2,6,3,20,7
DAMIMAS_A21B_0651,val,DAMIMAS,4,13,2,2,5,4,23,10
DAMIMAS_A21B_0652,val,DAMIMAS,4,11,2,3,4,2,19,8
DAMIMAS_A21B_0653,train,DAMIMAS,4,12,2,1,6,3,20,8
DAMIMAS_A21B_0654,test,DAMIMAS,4,16,3,6,3,4,27,11
DAMIMAS_A21B_0655,train,DAMIMAS,4,12,2,1,7,2,20,8
DAMIMAS_A21B_0656,train,DAMIMAS,4,16,2,0,9,5,25,9
DAMIMAS_A21B_0657,test,DAMIMAS,4,15,1,2,7,5,27,12
DAMIMAS_A21B_0658,test,DAMIMAS,4,7,1,2,3,1,11,4
DAMIMAS_A21B_0659,train,DAMIMAS,4,12,1,1,8,2,22,10
DAMIMAS_A21B_0660,train,DAMIMAS,4,10,0,2,5,3,17,7
DAMIMAS_A21B_0661,train,DAMIMAS,4,14,1,2,8,3,23,9
DAMIMAS_A21B_0662,val,DAMIMAS,4,3,0,0,1,2,5,2
DAMIMAS_A21B_0663,val,DAMIMAS,4,14,0,2,9,3,24,10
DAMIMAS_A21B_0664,train,DAMIMAS,4,15,1,2,9,3,28,13
DAMIMAS_A21B_0665,train,DAMIMAS,4,13,3,3,6,1,24,11
DAMIMAS_A21B_0666,train,DAMIMAS,4,7,0,0,4,3,12,5
DAMIMAS_A21B_0667,train,DAMIMAS,4,11,2,1,6,2,19,8
DAMIMAS_A21B_0668,train,DAMIMAS,4,15,2,1,7,5,27,12
DAMIMAS_A21B_0669,train,DAMIMAS,4,16,3,1,9,3,29,13
DAMIMAS_A21B_0670,train,DAMIMAS,4,11,1,3,2,5,18,7
DAMIMAS_A21B_0671,train,DAMIMAS,4,13,1,1,8,3,23,10
DAMIMAS_A21B_0672,test,DAMIMAS,4,13,1,2,6,4,24,11
DAMIMAS_A21B_0673,train,DAMIMAS,4,12,2,1,7,2,23,11
DAMIMAS_A21B_0674,test,DAMIMAS,4,10,2,2,4,2,17,7
DAMIMAS_A21B_0675,train,DAMIMAS,4,13,1,2,5,5,26,13
DAMIMAS_A21B_0676,train,DAMIMAS,4,15,1,3,6,5,26,11
DAMIMAS_A21B_0677,train,DAMIMAS,4,14,2,2,5,5,26,12
DAMIMAS_A21B_0678,test,DAMIMAS,4,11,1,4,4,2,20,9
DAMIMAS_A21B_0679,train,DAMIMAS,4,14,0,4,7,3,27,13
