tree_id,split,domain,side,image_file,label_file,image_exists,label_exists,json_annotation_count,json_bbox_count_field,json_summary_by_side_count,label_line_count,label_parse_error_lines,json_vs_label_count_diff,json_vs_bbox_field_diff,json_vs_summary_side_diff,json_cls0_B1,json_cls1_B2,json_cls2_B3,json_cls3_B4,label_cls0_B1,label_cls1_B2,label_cls2_B3,label_cls3_B4
DAMIMAS_A21B_0273,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0273_4.jpg,DAMIMAS_A21B_0273_4.txt,1,1,3,3,3,3,0,0,0,0,0,0,3,0,0,0,3,0
DAMIMAS_A21B_0274,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0274_1.jpg,DAMIMAS_A21B_0274_1.txt,1,1,5,5,5,5,0,0,0,0,0,1,4,0,0,1,4,0
DAMIMAS_A21B_0274,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0274_2.jpg,DAMIMAS_A21B_0274_2.txt,1,1,5,5,5,5,0,0,0,0,0,0,4,1,0,0,4,1
DAMIMAS_A21B_0274,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0274_3.jpg,DAMIMAS_A21B_0274_3.txt,1,1,5,5,5,5,0,0,0,0,0,0,4,1,0,0,4,1
DAMIMAS_A21B_0274,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0274_4.jpg,DAMIMAS_A21B_0274_4.txt,1,1,5,5,5,5,0,0,0,0,0,0,3,2,0,0,3,2
DAMIMAS_A21B_0275,test,DAMIMAS,sisi_1,DAMIMAS_A21B_0275_1.jpg,DAMIMAS_A21B_0275_1.txt,1,1,5,5,5,5,0,0,0,0,1,2,2,0,1,2,2,0
DAMIMAS_A21B_0275,test,DAMIMAS,sisi_2,DAMIMAS_A21B_0275_2.jpg,DAMIMAS_A21B_0275_2.txt,1,1,5,5,5,5,0,0,0,0,0,2,3,0,0,2,3,0
DAMIMAS_A21B_0275,test,DAMIMAS,sisi_3,DAMIMAS_A21B_0275_3.jpg,DAMIMAS_A21B_0275_3.txt,1,1,8,8,8,8,0,0,0,0,2,1,4,1,2,1,4,1
DAMIMAS_A21B_0275,test,DAMIMAS,sisi_4,DAMIMAS_A21B_0275_4.jpg,DAMIMAS_A21B_0275_4.txt,1,1,8,8,8,8,0,0,0,0,2,1,4,1,2,1,4,1
DAMIMAS_A21B_0276,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0276_1.jpg,DAMIMAS_A21B_0276_1.txt,1,1,3,3,3,3,0,0,0,0,1,0,2,0,1,0,2,0
DAMIMAS_A21B_0276,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0276_2.jpg,DAMIMAS_A21B_0276_2.txt,1,1,3,3,3,3,0,0,0,0,0,1,2,0,0,1,2,0
DAMIMAS_A21B_0276,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0276_3.jpg,DAMIMAS_A21B_0276_3.txt,1,1,3,3,3,3,0,0,0,0,1,1,1,0,1,1,1,0
DAMIMAS_A21B_0276,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0276_4.jpg,DAMIMAS_A21B_0276_4.txt,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
DAMIMAS_A21B_0277,val,DAMIMAS,sisi_1,DAMIMAS_A21B_0277_1.jpg,DAMIMAS_A21B_0277_1.txt,1,1,4,4,4,4,0,0,0,0,1,1,2,0,1,1,2,0
DAMIMAS_A21B_0277,val,DAMIMAS,sisi_2,DAMIMAS_A21B_0277_2.jpg,DAMIMAS_A21B_0277_2.txt,1,1,5,5,5,5,0,0,0,0,1,2,2,0,1,2,2,0
DAMIMAS_A21B_0277,val,DAMIMAS,sisi_3,DAMIMAS_A21B_0277_3.jpg,DAMIMAS_A21B_0277_3.txt,1,1,3,3,3,3,0,0,0,0,0,2,1,0,0,2,1,0
DAMIMAS_A21B_0277,val,DAMIMAS,sisi_4,DAMIMAS_A21B_0277_4.jpg,DAMIMAS_A21B_0277_4.txt,1,1,5,5,5,5,0,0,0,0,1,1,3,0,1,1,3,0
DAMIMAS_A21B_0278,val,DAMIMAS,sisi_1,DAMIMAS_A21B_0278_1.jpg,DAMIMAS_A21B_0278_1.txt,1,1,5,5,5,5,0,0,0,0,1,1,3,0,1,1,3,0
DAMIMAS_A21B_0278,val,DAMIMAS,sisi_2,DAMIMAS_A21B_0278_2.jpg,DAMIMAS_A21B_0278_2.txt,1,1,4,4,4,4,0,0,0,0,1,2,1,0,1,2,1,0
DAMIMAS_A21B_0278,val,DAMIMAS,sisi_3,DAMIMAS_A21B_0278_3.jpg,DAMIMAS_A21B_0278_3.txt,1,1,6,6,6,6,0,0,0,0,2,2,2,0,2,2,2,0
DAMIMAS_A21B_0278,val,DAMIMAS,sisi_4,DAMIMAS_A21B_0278_4.jpg,DAMIMAS_A21B_0278_4.txt,1,1,5,5,5,5,0,0,0,0,1,2,2,0,1,2,2,0
DAMIMAS_A21B_0279,test,DAMIMAS,sisi_1,DAMIMAS_A21B_0279_1.jpg,DAMIMAS_A21B_0279_1.txt,1,1,7,7,7,7,0,0,0,0,0,1,5,1,0,1,5,1
DAMIMAS_A21B_0279,test,DAMIMAS,sisi_2,DAMIMAS_A21B_0279_2.jpg,DAMIMAS_A21B_0279_2.txt,1,1,5,5,5,5,0,0,0,0,0,1,4,0,0,1,4,0
DAMIMAS_A21B_0279,test,DAMIMAS,sisi_3,DAMIMAS_A21B_0279_3.jpg,DAMIMAS_A21B_0279_3.txt,1,1,6,6,6,6,0,0,0,0,0,3,3,0,0,3,3,0
DAMIMAS_A21B_0279,test,DAMIMAS,sisi_4,DAMIMAS_A21B_0279_4.jpg,DAMIMAS_A21B_0279_4.txt,1,1,7,7,7,7,0,0,0,0,0,3,3,1,0,3,3,1
DAMIMAS_A21B_0280,test,DAMIMAS,sisi_1,DAMIMAS_A21B_0280_1.jpg,DAMIMAS_A21B_0280_1.txt,1,1,6,6,6,6,0,0,0,0,1,2,1,2,1,2,1,2
DAMIMAS_A21B_0280,test,DAMIMAS,sisi_2,DAMIMAS_A21B_0280_2.jpg,DAMIMAS_A21B_0280_2.txt,1,1,5,5,5,5,0,0,0,0,1,1,2,1,1,1,2,1
DAMIMAS_A21B_0280,test,DAMIMAS,sisi_3,DAMIMAS_A21B_0280_3.jpg,DAMIMAS_A21B_0280_3.txt,1,1,5,5,5,5,0,0,0,0,1,0,2,2,1,0,2,2
DAMIMAS_A21B_0280,test,DAMIMAS,sisi_4,DAMIMAS_A21B_0280_4.jpg,DAMIMAS_A21B_0280_4.txt,1,1,4,4,4,4,0,0,0,0,1,1,1,1,1,1,1,1
DAMIMAS_A21B_0281,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0281_1.jpg,DAMIMAS_A21B_0281_1.txt,1,1,6,6,6,6,0,0,0,0,0,0,5,1,0,0,5,1
DAMIMAS_A21B_0281,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0281_2.jpg,DAMIMAS_A21B_0281_2.txt,1,1,5,5,5,5,0,0,0,0,0,0,3,2,0,0,3,2
DAMIMAS_A21B_0281,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0281_3.jpg,DAMIMAS_A21B_0281_3.txt,1,1,7,7,7,7,0,0,0,0,0,0,4,3,0,0,4,3
DAMIMAS_A21B_0281,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0281_4.jpg,DAMIMAS_A21B_0281_4.txt,1,1,5,5,5,5,0,0,0,0,0,0,3,2,0,0,3,2
DAMIMAS_A21B_0282,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0282_1.jpg,DAMIMAS_A21B_0282_1.txt,1,1,4,4,4,4,0,0,0,0,2,0,2,0,2,0,2,0
DAMIMAS_A21B_0282,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0282_2.jpg,DAMIMAS_A21B_0282_2.txt,1,1,5,5,5,5,0,0,0,0,2,0,3,0,2,0,3,0
DAMIMAS_A21B_0282,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0282_3.jpg,DAMIMAS_A21B_0282_3.txt,1,1,5,5,5,5,0,0,0,0,2,0,3,0,2,0,3,0
DAMIMAS_A21B_0282,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0282_4.jpg,DAMIMAS_A21B_0282_4.txt,1,1,4,4,4,4,0,0,0,0,2,0,2,0,2,0,2,0
DAMIMAS_A21B_0283,val,DAMIMAS,sisi_1,DAMIMAS_A21B_0283_1.jpg,DAMIMAS_A21B_0283_1.txt,1,1,5,5,5,5,0,0,0,0,1,1,2,1,1,1,2,1
DAMIMAS_A21B_0283,val,DAMIMAS,sisi_2,DAMIMAS_A21B_0283_2.jpg,DAMIMAS_A21B_0283_2.txt,1,1,5,5,5,5,0,0,0,0,2,0,3,0,2,0,3,0
DAMIMAS_A21B_0283,val,DAMIMAS,sisi_3,DAMIMAS_A21B_0283_3.jpg,DAMIMAS_A21B_0283_3.txt,1,1,5,5,5,5,0,0,0,0,1,0,4,0,1,0,4,0
DAMIMAS_A21B_0283,val,DAMIMAS,sisi_4,DAMIMAS_A21B_0283_4.jpg,DAMIMAS_A21B_0283_4.txt,1,1,5,5,5,5,0,0,0,0,0,0,4,1,0,0,4,1
DAMIMAS_A21B_0284,test,DAMIMAS,sisi_1,DAMIMAS_A21B_0284_1.jpg,DAMIMAS_A21B_0284_1.txt,1,1,5,5,5,5,0,0,0,0,1,1,2,1,1,1,2,1
DAMIMAS_A21B_0284,test,DAMIMAS,sisi_2,DAMIMAS_A21B_0284_2.jpg,DAMIMAS_A21B_0284_2.txt,1,1,3,3,3,3,0,0,0,0,1,1,1,0,1,1,1,0
DAMIMAS_A21B_0284,test,DAMIMAS,sisi_3,DAMIMAS_A21B_0284_3.jpg,DAMIMAS_A21B_0284_3.txt,1,1,4,4,4,4,0,0,0,0,0,1,2,1,0,1,2,1
DAMIMAS_A21B_0284,test,DAMIMAS,sisi_4,DAMIMAS_A21B_0284_4.jpg,DAMIMAS_A21B_0284_4.txt,1,1,4,4,4,4,0,0,0,0,0,2,1,1,0,2,1,1
DAMIMAS_A21B_0285,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0285_1.jpg,DAMIMAS_A21B_0285_1.txt,1,1,9,9,9,9,0,0,0,0,4,0,4,1,4,0,4,1
DAMIMAS_A21B_0285,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0285_2.jpg,DAMIMAS_A21B_0285_2.txt,1,1,7,7,7,7,0,0,0,0,2,1,2,2,2,1,2,2
DAMIMAS_A21B_0285,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0285_3.jpg,DAMIMAS_A21B_0285_3.txt,1,1,7,7,7,7,0,0,0,0,1,1,3,2,1,1,3,2
DAMIMAS_A21B_0285,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0285_4.jpg,DAMIMAS_A21B_0285_4.txt,1,1,9,9,9,9,0,0,0,0,1,2,3,3,1,2,3,3
DAMIMAS_A21B_0286,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0286_1.jpg,DAMIMAS_A21B_0286_1.txt,1,1,4,4,4,4,0,0,0,0,0,2,2,0,0,2,2,0
DAMIMAS_A21B_0286,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0286_2.jpg,DAMIMAS_A21B_0286_2.txt,1,1,6,6,6,6,0,0,0,0,1,1,3,1,1,1,3,1
DAMIMAS_A21B_0286,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0286_3.jpg,DAMIMAS_A21B_0286_3.txt,1,1,4,4,4,4,0,0,0,0,1,1,1,1,1,1,1,1
DAMIMAS_A21B_0286,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0286_4.jpg,DAMIMAS_A21B_0286_4.txt,1,1,5,5,5,5,0,0,0,0,1,1,2,1,1,1,2,1
DAMIMAS_A21B_0287,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0287_1.jpg,DAMIMAS_A21B_0287_1.txt,1,1,3,3,3,3,0,0,0,0,1,2,0,0,1,2,0,0
DAMIMAS_A21B_0287,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0287_2.jpg,DAMIMAS_A21B_0287_2.txt,1,1,3,3,3,3,0,0,0,0,1,2,0,0,1,2,0,0
DAMIMAS_A21B_0287,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0287_3.jpg,DAMIMAS_A21B_0287_3.txt,1,1,3,3,3,3,0,0,0,0,1,2,0,0,1,2,0,0
DAMIMAS_A21B_0287,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0287_4.jpg,DAMIMAS_A21B_0287_4.txt,1,1,5,5,5,5,0,0,0,0,3,2,0,0,3,2,0,0
DAMIMAS_A21B_0288,test,DAMIMAS,sisi_1,DAMIMAS_A21B_0288_1.jpg,DAMIMAS_A21B_0288_1.txt,1,1,6,6,6,6,0,0,0,0,1,1,3,1,1,1,3,1
DAMIMAS_A21B_0288,test,DAMIMAS,sisi_2,DAMIMAS_A21B_0288_2.jpg,DAMIMAS_A21B_0288_2.txt,1,1,5,5,5,5,0,0,0,0,0,0,4,1,0,0,4,1
DAMIMAS_A21B_0288,test,DAMIMAS,sisi_3,DAMIMAS_A21B_0288_3.jpg,DAMIMAS_A21B_0288_3.txt,1,1,4,4,4,4,0,0,0,0,0,0,3,1,0,0,3,1
DAMIMAS_A21B_0288,test,DAMIMAS,sisi_4,DAMIMAS_A21B_0288_4.jpg,DAMIMAS_A21B_0288_4.txt,1,1,6,6,6,6,0,0,0,0,0,2,1,3,0,2,1,3
DAMIMAS_A21B_0289,val,DAMIMAS,sisi_1,DAMIMAS_A21B_0289_1.jpg,DAMIMAS_A21B_0289_1.txt,1,1,4,4,4,4,0,0,0,0,0,0,4,0,0,0,4,0
DAMIMAS_A21B_0289,val,DAMIMAS,sisi_2,DAMIMAS_A21B_0289_2.jpg,DAMIMAS_A21B_0289_2.txt,1,1,4,4,4,4,0,0,0,0,0,1,3,0,0,1,3,0
DAMIMAS_A21B_0289,val,DAMIMAS,sisi_3,DAMIMAS_A21B_0289_3.jpg,DAMIMAS_A21B_0289_3.txt,1,1,2,2,2,2,0,0,0,0,1,1,0,0,1,1,0,0
DAMIMAS_A21B_0289,val,DAMIMAS,sisi_4,DAMIMAS_A21B_0289_4.jpg,DAMIMAS_A21B_0289_4.txt,1,1,4,4,4,4,0,0,0,0,1,1,2,0,1,1,2,0
DAMIMAS_A21B_0290,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0290_1.jpg,DAMIMAS_A21B_0290_1.txt,1,1,3,3,3,3,0,0,0,0,0,0,3,0,0,0,3,0
DAMIMAS_A21B_0290,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0290_2.jpg,DAMIMAS_A21B_0290_2.txt,1,1,3,3,3,3,0,0,0,0,0,0,3,0,0,0,3,0
DAMIMAS_A21B_0290,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0290_3.jpg,DAMIMAS_A21B_0290_3.txt,1,1,5,5,5,5,0,0,0,0,0,1,4,0,0,1,4,0
DAMIMAS_A21B_0290,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0290_4.jpg,DAMIMAS_A21B_0290_4.txt,1,1,4,4,4,4,0,0,0,0,0,0,4,0,0,0,4,0
DAMIMAS_A21B_0291,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0291_1.jpg,DAMIMAS_A21B_0291_1.txt,1,1,4,4,4,4,0,0,0,0,2,2,0,0,2,2,0,0
DAMIMAS_A21B_0291,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0291_2.jpg,DAMIMAS_A21B_0291_2.txt,1,1,6,6,6,6,0,0,0,0,2,1,2,1,2,1,2,1
DAMIMAS_A21B_0291,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0291_3.jpg,DAMIMAS_A21B_0291_3.txt,1,1,4,4,4,4,0,0,0,0,0,1,2,1,0,1,2,1
DAMIMAS_A21B_0291,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0291_4.jpg,DAMIMAS_A21B_0291_4.txt,1,1,9,9,9,9,0,0,0,0,1,4,2,2,1,4,2,2
DAMIMAS_A21B_0292,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0292_1.jpg,DAMIMAS_A21B_0292_1.txt,1,1,6,6,6,6,0,0,0,0,0,1,3,2,0,1,3,2
DAMIMAS_A21B_0292,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0292_2.jpg,DAMIMAS_A21B_0292_2.txt,1,1,7,7,7,7,0,0,0,0,0,2,3,2,0,2,3,2
DAMIMAS_A21B_0292,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0292_3.jpg,DAMIMAS_A21B_0292_3.txt,1,1,6,6,6,6,0,0,0,0,0,1,4,1,0,1,4,1
DAMIMAS_A21B_0292,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0292_4.jpg,DAMIMAS_A21B_0292_4.txt,1,1,5,5,5,5,0,0,0,0,0,1,4,0,0,1,4,0
DAMIMAS_A21B_0293,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0293_1.jpg,DAMIMAS_A21B_0293_1.txt,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0293,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0293_2.jpg,DAMIMAS_A21B_0293_2.txt,1,1,5,5,5,5,0,0,0,0,0,1,2,2,0,1,2,2
DAMIMAS_A21B_0293,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0293_3.jpg,DAMIMAS_A21B_0293_3.txt,1,1,7,7,7,7,0,0,0,0,0,1,4,2,0,1,4,2
DAMIMAS_A21B_0293,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0293_4.jpg,DAMIMAS_A21B_0293_4.txt,1,1,6,6,6,6,0,0,0,0,0,0,4,2,0,0,4,2
DAMIMAS_A21B_0294,test,DAMIMAS,sisi_1,DAMIMAS_A21B_0294_1.jpg,DAMIMAS_A21B_0294_1.txt,1,1,6,6,6,6,0,0,0,0,0,1,4,1,0,1,4,1
DAMIMAS_A21B_0294,test,DAMIMAS,sisi_2,DAMIMAS_A21B_0294_2.jpg,DAMIMAS_A21B_0294_2.txt,1,1,6,6,6,6,0,0,0,0,0,1,4,1,0,1,4,1
DAMIMAS_A21B_0294,test,DAMIMAS,sisi_3,DAMIMAS_A21B_0294_3.jpg,DAMIMAS_A21B_0294_3.txt,1,1,5,5,5,5,0,0,0,0,0,1,4,0,0,1,4,0
DAMIMAS_A21B_0294,test,DAMIMAS,sisi_4,DAMIMAS_A21B_0294_4.jpg,DAMIMAS_A21B_0294_4.txt,1,1,7,7,7,7,0,0,0,0,0,1,5,1,0,1,5,1
DAMIMAS_A21B_0295,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0295_1.jpg,DAMIMAS_A21B_0295_1.txt,1,1,5,5,5,5,0,0,0,0,0,2,2,1,0,2,2,1
DAMIMAS_A21B_0295,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0295_2.jpg,DAMIMAS_A21B_0295_2.txt,1,1,6,6,6,6,0,0,0,0,0,2,3,1,0,2,3,1
DAMIMAS_A21B_0295,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0295_3.jpg,DAMIMAS_A21B_0295_3.txt,1,1,3,3,3,3,0,0,0,0,0,0,3,0,0,0,3,0
DAMIMAS_A21B_0295,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0295_4.jpg,DAMIMAS_A21B_0295_4.txt,1,1,3,3,3,3,0,0,0,0,0,0,3,0,0,0,3,0
DAMIMAS_A21B_0296,test,DAMIMAS,sisi_1,DAMIMAS_A21B_0296_1.jpg,DAMIMAS_A21B_0296_1.txt,1,1,3,3,3,3,0,0,0,0,1,2,0,0,1,2,0,0
DAMIMAS_A21B_0296,test,DAMIMAS,sisi_2,DAMIMAS_A21B_0296_2.jpg,DAMIMAS_A21B_0296_2.txt,1,1,3,3,3,3,0,0,0,0,1,2,0,0,1,2,0,0
DAMIMAS_A21B_0296,test,DAMIMAS,sisi_3,DAMIMAS_A21B_0296_3.jpg,DAMIMAS_A21B_0296_3.txt,1,1,2,2,2,2,0,0,0,0,0,2,0,0,0,2,0,0
DAMIMAS_A21B_0296,test,DAMIMAS,sisi_4,DAMIMAS_A21B_0296_4.jpg,DAMIMAS_A21B_0296_4.txt,1,1,3,3,3,3,0,0,0,0,0,2,1,0,0,2,1,0
DAMIMAS_A21B_0297,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0297_1.jpg,DAMIMAS_A21B_0297_1.txt,1,1,4,4,4,4,0,0,0,0,0,0,3,1,0,0,3,1
DAMIMAS_A21B_0297,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0297_2.jpg,DAMIMAS_A21B_0297_2.txt,1,1,5,5,5,5,0,0,0,0,0,0,4,1,0,0,4,1
DAMIMAS_A21B_0297,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0297_3.jpg,DAMIMAS_A21B_0297_3.txt,1,1,4,4,4,4,0,0,0,0,0,0,3,1,0,0,3,1
DAMIMAS_A21B_0297,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0297_4.jpg,DAMIMAS_A21B_0297_4.txt,1,1,4,4,4,4,0,0,0,0,0,0,3,1,0,0,3,1
DAMIMAS_A21B_0298,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0298_1.jpg,DAMIMAS_A21B_0298_1.txt,1,1,6,6,6,6,0,0,0,0,1,0,2,3,1,0,2,3
DAMIMAS_A21B_0298,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0298_2.jpg,DAMIMAS_A21B_0298_2.txt,1,1,5,5,5,5,0,0,0,0,1,0,2,2,1,0,2,2
DAMIMAS_A21B_0298,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0298_3.jpg,DAMIMAS_A21B_0298_3.txt,1,1,5,5,5,5,0,0,0,0,1,0,4,0,1,0,4,0
DAMIMAS_A21B_0298,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0298_4.jpg,DAMIMAS_A21B_0298_4.txt,1,1,6,6,6,6,0,0,0,0,1,0,4,1,1,0,4,1
DAMIMAS_A21B_0299,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0299_1.jpg,DAMIMAS_A21B_0299_1.txt,1,1,5,5,5,5,0,0,0,0,1,0,4,0,1,0,4,0
DAMIMAS_A21B_0299,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0299_2.jpg,DAMIMAS_A21B_0299_2.txt,1,1,3,3,3,3,0,0,0,0,1,0,2,0,1,0,2,0
DAMIMAS_A21B_0299,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0299_3.jpg,DAMIMAS_A21B_0299_3.txt,1,1,4,4,4,4,0,0,0,0,0,2,2,0,0,2,2,0
DAMIMAS_A21B_0299,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0299_4.jpg,DAMIMAS_A21B_0299_4.txt,1,1,6,6,6,6,0,0,0,0,1,1,4,0,1,1,4,0
DAMIMAS_A21B_0300,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0300_1.jpg,DAMIMAS_A21B_0300_1.txt,1,1,3,3,3,3,0,0,0,0,0,0,3,0,0,0,3,0
DAMIMAS_A21B_0300,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0300_2.jpg,DAMIMAS_A21B_0300_2.txt,1,1,2,2,2,2,0,0,0,0,0,0,2,0,0,0,2,0
DAMIMAS_A21B_0300,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0300_3.jpg,DAMIMAS_A21B_0300_3.txt,1,1,3,3,3,3,0,0,0,0,0,0,2,1,0,0,2,1
DAMIMAS_A21B_0300,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0300_4.jpg,DAMIMAS_A21B_0300_4.txt,1,1,5,5,5,5,0,0,0,0,1,0,3,1,1,0,3,1
DAMIMAS_A21B_0301,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0301_1.jpg,DAMIMAS_A21B_0301_1.txt,1,1,5,5,5,5,0,0,0,0,0,0,4,1,0,0,4,1
DAMIMAS_A21B_0301,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0301_2.jpg,DAMIMAS_A21B_0301_2.txt,1,1,5,5,5,5,0,0,0,0,0,0,4,1,0,0,4,1
DAMIMAS_A21B_0301,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0301_3.jpg,DAMIMAS_A21B_0301_3.txt,1,1,4,4,4,4,0,0,0,0,0,0,4,0,0,0,4,0
DAMIMAS_A21B_0301,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0301_4.jpg,DAMIMAS_A21B_0301_4.txt,1,1,6,6,6,6,0,0,0,0,1,1,3,1,1,1,3,1
DAMIMAS_A21B_0302,test,DAMIMAS,sisi_1,DAMIMAS_A21B_0302_1.jpg,DAMIMAS_A21B_0302_1.txt,1,1,2,2,2,2,0,0,0,0,0,0,2,0,0,0,2,0
DAMIMAS_A21B_0302,test,DAMIMAS,sisi_2,DAMIMAS_A21B_0302_2.jpg,DAMIMAS_A21B_0302_2.txt,1,1,4,4,4,4,0,0,0,0,1,0,3,0,1,0,3,0
DAMIMAS_A21B_0302,test,DAMIMAS,sisi_3,DAMIMAS_A21B_0302_3.jpg,DAMIMAS_A21B_0302_3.txt,1,1,5,5,5,5,0,0,0,0,1,1,3,0,1,1,3,0
DAMIMAS_A21B_0302,test,DAMIMAS,sisi_4,DAMIMAS_A21B_0302_4.jpg,DAMIMAS_A21B_0302_4.txt,1,1,4,4,4,4,0,0,0,0,1,0,3,0,1,0,3,0
DAMIMAS_A21B_0303,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0303_1.jpg,DAMIMAS_A21B_0303_1.txt,1,1,8,8,8,8,0,0,0,0,0,0,8,0,0,0,8,0
DAMIMAS_A21B_0303,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0303_2.jpg,DAMIMAS_A21B_0303_2.txt,1,1,5,5,5,5,0,0,0,0,0,0,5,0,0,0,5,0
DAMIMAS_A21B_0303,train,DAMIMAS,sisi_3,DAMIMAS_A21B_0303_3.jpg,DAMIMAS_A21B_0303_3.txt,1,1,4,4,4,4,0,0,0,0,0,0,4,0,0,0,4,0
DAMIMAS_A21B_0303,train,DAMIMAS,sisi_4,DAMIMAS_A21B_0303_4.jpg,DAMIMAS_A21B_0303_4.txt,1,1,4,4,4,4,0,0,0,0,0,0,4,0,0,0,4,0
DAMIMAS_A21B_0304,test,DAMIMAS,sisi_1,DAMIMAS_A21B_0304_1.jpg,DAMIMAS_A21B_0304_1.txt,1,1,5,5,5,5,0,0,0,0,0,1,2,2,0,1,2,2
DAMIMAS_A21B_0304,test,DAMIMAS,sisi_2,DAMIMAS_A21B_0304_2.jpg,DAMIMAS_A21B_0304_2.txt,1,1,5,5,5,5,0,0,0,0,0,0,3,2,0,0,3,2
DAMIMAS_A21B_0304,test,DAMIMAS,sisi_3,DAMIMAS_A21B_0304_3.jpg,DAMIMAS_A21B_0304_3.txt,1,1,4,4,4,4,0,0,0,0,0,0,2,2,0,0,2,2
DAMIMAS_A21B_0304,test,DAMIMAS,sisi_4,DAMIMAS_A21B_0304_4.jpg,DAMIMAS_A21B_0304_4.txt,1,1,4,4,4,4,0,0,0,0,0,0,2,2,0,0,2,2
DAMIMAS_A21B_0305,train,DAMIMAS,sisi_1,DAMIMAS_A21B_0305_1.jpg,DAMIMAS_A21B_0305_1.txt,1,1,7,7,7,7,0,0,0,0,2,1,3,1,2,1,3,1
DAMIMAS_A21B_0305,train,DAMIMAS,sisi_2,DAMIMAS_A21B_0305_2.jpg,DAMIMAS_A21B_0305_2.txt,1,1,6,6,6,6,0,0,0,0,1,0,4,1,1,0,4,1
