tree_id,split,domain,side,side_index,width,height,bbox_count_field,bbox_count_from_annotations,summary_by_side_count
DAMIMAS_A21B_0261,train,DAMIMAS,sisi_4,3,960,1280,7,7,7
DAMIMAS_A21B_0262,train,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0262,train,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0262,train,DAMIMAS,sisi_3,2,960,1280,7,7,7
DAMIMAS_A21B_0262,train,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0263,val,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0263,val,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0263,val,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0263,val,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0264,train,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0264,train,DAMIMAS,sisi_2,1,960,1280,6,6,6
DAMIMAS_A21B_0264,train,DAMIMAS,sisi_3,2,960,1280,6,6,6
DAMIMAS_A21B_0264,train,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0265,train,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0265,train,DAMIMAS,sisi_2,1,960,1280,6,6,6
DAMIMAS_A21B_0265,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0265,train,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0266,train,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0266,train,DAMIMAS,sisi_2,1,960,1280,6,6,6
DAMIMAS_A21B_0266,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0266,train,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0267,train,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0267,train,DAMIMAS,sisi_2,1,960,1280,7,7,7
DAMIMAS_A21B_0267,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0267,train,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0268,train,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0268,train,DAMIMAS,sisi_2,1,960,1280,6,6,6
DAMIMAS_A21B_0268,train,DAMIMAS,sisi_3,2,960,1280,7,7,7
DAMIMAS_A21B_0268,train,DAMIMAS,sisi_4,3,960,1280,9,9,9
DAMIMAS_A21B_0269,train,DAMIMAS,sisi_1,0,960,1280,2,2,2
DAMIMAS_A21B_0269,train,DAMIMAS,sisi_2,1,960,1280,2,2,2
DAMIMAS_A21B_0269,train,DAMIMAS,sisi_3,2,960,1280,3,3,3
DAMIMAS_A21B_0269,train,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0270,test,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0270,test,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0270,test,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0270,test,DAMIMAS,sisi_4,3,960,1280,3,3,3
DAMIMAS_A21B_0271,test,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0271,test,DAMIMAS,sisi_2,1,960,1280,6,6,6
DAMIMAS_A21B_0271,test,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0271,test,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0272,val,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0272,val,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0272,val,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0272,val,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0273,train,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0273,train,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0273,train,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0273,train,DAMIMAS,sisi_4,3,960,1280,3,3,3
DAMIMAS_A21B_0274,train,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0274,train,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0274,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0274,train,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0275,test,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0275,test,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0275,test,DAMIMAS,sisi_3,2,960,1280,8,8,8
DAMIMAS_A21B_0275,test,DAMIMAS,sisi_4,3,960,1280,8,8,8
DAMIMAS_A21B_0276,train,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0276,train,DAMIMAS,sisi_2,1,960,1280,3,3,3
DAMIMAS_A21B_0276,train,DAMIMAS,sisi_3,2,960,1280,3,3,3
DAMIMAS_A21B_0276,train,DAMIMAS,sisi_4,3,960,1280,1,1,1
DAMIMAS_A21B_0277,val,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0277,val,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0277,val,DAMIMAS,sisi_3,2,960,1280,3,3,3
DAMIMAS_A21B_0277,val,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0278,val,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0278,val,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0278,val,DAMIMAS,sisi_3,2,960,1280,6,6,6
DAMIMAS_A21B_0278,val,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0279,test,DAMIMAS,sisi_1,0,960,1280,7,7,7
DAMIMAS_A21B_0279,test,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0279,test,DAMIMAS,sisi_3,2,960,1280,6,6,6
DAMIMAS_A21B_0279,test,DAMIMAS,sisi_4,3,960,1280,7,7,7
DAMIMAS_A21B_0280,test,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0280,test,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0280,test,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0280,test,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0281,train,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0281,train,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0281,train,DAMIMAS,sisi_3,2,960,1280,7,7,7
DAMIMAS_A21B_0281,train,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0282,train,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0282,train,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0282,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0282,train,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0283,val,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0283,val,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0283,val,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0283,val,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0284,test,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0284,test,DAMIMAS,sisi_2,1,960,1280,3,3,3
DAMIMAS_A21B_0284,test,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0284,test,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0285,train,DAMIMAS,sisi_1,0,960,1280,9,9,9
DAMIMAS_A21B_0285,train,DAMIMAS,sisi_2,1,960,1280,7,7,7
DAMIMAS_A21B_0285,train,DAMIMAS,sisi_3,2,960,1280,7,7,7
DAMIMAS_A21B_0285,train,DAMIMAS,sisi_4,3,960,1280,9,9,9
DAMIMAS_A21B_0286,train,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0286,train,DAMIMAS,sisi_2,1,960,1280,6,6,6
DAMIMAS_A21B_0286,train,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0286,train,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0287,train,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0287,train,DAMIMAS,sisi_2,1,960,1280,3,3,3
DAMIMAS_A21B_0287,train,DAMIMAS,sisi_3,2,960,1280,3,3,3
DAMIMAS_A21B_0287,train,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0288,test,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0288,test,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0288,test,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0288,test,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0289,val,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0289,val,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0289,val,DAMIMAS,sisi_3,2,960,1280,2,2,2
DAMIMAS_A21B_0289,val,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0290,train,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0290,train,DAMIMAS,sisi_2,1,960,1280,3,3,3
DAMIMAS_A21B_0290,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0290,train,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0291,train,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0291,train,DAMIMAS,sisi_2,1,960,1280,6,6,6
DAMIMAS_A21B_0291,train,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0291,train,DAMIMAS,sisi_4,3,960,1280,9,9,9
DAMIMAS_A21B_0292,train,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0292,train,DAMIMAS,sisi_2,1,960,1280,7,7,7
DAMIMAS_A21B_0292,train,DAMIMAS,sisi_3,2,960,1280,6,6,6
DAMIMAS_A21B_0292,train,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0293,train,DAMIMAS,sisi_1,0,960,1280,0,0,0
DAMIMAS_A21B_0293,train,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0293,train,DAMIMAS,sisi_3,2,960,1280,7,7,7
DAMIMAS_A21B_0293,train,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0294,test,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0294,test,DAMIMAS,sisi_2,1,960,1280,6,6,6
DAMIMAS_A21B_0294,test,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0294,test,DAMIMAS,sisi_4,3,960,1280,7,7,7
DAMIMAS_A21B_0295,train,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0295,train,DAMIMAS,sisi_2,1,960,1280,6,6,6
DAMIMAS_A21B_0295,train,DAMIMAS,sisi_3,2,960,1280,3,3,3
DAMIMAS_A21B_0295,train,DAMIMAS,sisi_4,3,960,1280,3,3,3
DAMIMAS_A21B_0296,test,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0296,test,DAMIMAS,sisi_2,1,960,1280,3,3,3
DAMIMAS_A21B_0296,test,DAMIMAS,sisi_3,2,960,1280,2,2,2
DAMIMAS_A21B_0296,test,DAMIMAS,sisi_4,3,960,1280,3,3,3
DAMIMAS_A21B_0297,train,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0297,train,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0297,train,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0297,train,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0298,train,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0298,train,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0298,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0298,train,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0299,train,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0299,train,DAMIMAS,sisi_2,1,960,1280,3,3,3
DAMIMAS_A21B_0299,train,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0299,train,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0300,train,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0300,train,DAMIMAS,sisi_2,1,960,1280,2,2,2
DAMIMAS_A21B_0300,train,DAMIMAS,sisi_3,2,960,1280,3,3,3
DAMIMAS_A21B_0300,train,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0301,train,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0301,train,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0301,train,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0301,train,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0302,test,DAMIMAS,sisi_1,0,960,1280,2,2,2
DAMIMAS_A21B_0302,test,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0302,test,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0302,test,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0303,train,DAMIMAS,sisi_1,0,960,1280,8,8,8
DAMIMAS_A21B_0303,train,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0303,train,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0303,train,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0304,test,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0304,test,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0304,test,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0304,test,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0305,train,DAMIMAS,sisi_1,0,960,1280,7,7,7
DAMIMAS_A21B_0305,train,DAMIMAS,sisi_2,1,960,1280,6,6,6
DAMIMAS_A21B_0305,train,DAMIMAS,sisi_3,2,960,1280,6,6,6
DAMIMAS_A21B_0305,train,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0306,train,DAMIMAS,sisi_1,0,960,1280,2,2,2
DAMIMAS_A21B_0306,train,DAMIMAS,sisi_2,1,960,1280,2,2,2
DAMIMAS_A21B_0306,train,DAMIMAS,sisi_3,2,960,1280,3,3,3
DAMIMAS_A21B_0306,train,DAMIMAS,sisi_4,3,960,1280,2,2,2
DAMIMAS_A21B_0307,train,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0307,train,DAMIMAS,sisi_2,1,960,1280,3,3,3
DAMIMAS_A21B_0307,train,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0307,train,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0308,val,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0308,val,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0308,val,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0308,val,DAMIMAS,sisi_4,3,960,1280,3,3,3
DAMIMAS_A21B_0309,train,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0309,train,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0309,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0309,train,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0310,train,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0310,train,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0310,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0310,train,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0311,val,DAMIMAS,sisi_1,0,960,1280,2,2,2
DAMIMAS_A21B_0311,val,DAMIMAS,sisi_2,1,960,1280,2,2,2
DAMIMAS_A21B_0311,val,DAMIMAS,sisi_3,2,960,1280,2,2,2
DAMIMAS_A21B_0311,val,DAMIMAS,sisi_4,3,960,1280,3,3,3
DAMIMAS_A21B_0312,train,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0312,train,DAMIMAS,sisi_2,1,960,1280,3,3,3
DAMIMAS_A21B_0312,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0312,train,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0313,train,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0313,train,DAMIMAS,sisi_2,1,960,1280,7,7,7
DAMIMAS_A21B_0313,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0313,train,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0314,train,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0314,train,DAMIMAS,sisi_2,1,960,1280,6,6,6
DAMIMAS_A21B_0314,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0314,train,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0315,train,DAMIMAS,sisi_1,0,960,1280,8,8,8
DAMIMAS_A21B_0315,train,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0315,train,DAMIMAS,sisi_3,2,960,1280,6,6,6
DAMIMAS_A21B_0315,train,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0316,train,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0316,train,DAMIMAS,sisi_2,1,960,1280,6,6,6
DAMIMAS_A21B_0316,train,DAMIMAS,sisi_3,2,960,1280,6,6,6
DAMIMAS_A21B_0316,train,DAMIMAS,sisi_4,3,960,1280,7,7,7
DAMIMAS_A21B_0317,train,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0317,train,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0317,train,DAMIMAS,sisi_3,2,960,1280,3,3,3
DAMIMAS_A21B_0317,train,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0318,train,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0318,train,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0318,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0318,train,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0319,train,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0319,train,DAMIMAS,sisi_2,1,960,1280,3,3,3
DAMIMAS_A21B_0319,train,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0319,train,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0320,train,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0320,train,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0320,train,DAMIMAS,sisi_3,2,960,1280,6,6,6
DAMIMAS_A21B_0320,train,DAMIMAS,sisi_4,3,960,1280,7,7,7
DAMIMAS_A21B_0321,test,DAMIMAS,sisi_1,0,960,1280,7,7,7
DAMIMAS_A21B_0321,test,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0321,test,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0321,test,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0322,train,DAMIMAS,sisi_1,0,960,1280,0,0,0
DAMIMAS_A21B_0322,train,DAMIMAS,sisi_2,1,960,1280,0,0,0
DAMIMAS_A21B_0322,train,DAMIMAS,sisi_3,2,960,1280,0,0,0
DAMIMAS_A21B_0322,train,DAMIMAS,sisi_4,3,960,1280,0,0,0
DAMIMAS_A21B_0323,test,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0323,test,DAMIMAS,sisi_2,1,960,1280,3,3,3
DAMIMAS_A21B_0323,test,DAMIMAS,sisi_3,2,960,1280,3,3,3
DAMIMAS_A21B_0323,test,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0324,train,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0324,train,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0324,train,DAMIMAS,sisi_3,2,960,1280,3,3,3
DAMIMAS_A21B_0324,train,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0325,test,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0325,test,DAMIMAS,sisi_2,1,960,1280,3,3,3
DAMIMAS_A21B_0325,test,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0325,test,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0326,train,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0326,train,DAMIMAS,sisi_2,1,960,1280,3,3,3
DAMIMAS_A21B_0326,train,DAMIMAS,sisi_3,2,960,1280,1,1,1
DAMIMAS_A21B_0326,train,DAMIMAS,sisi_4,3,960,1280,3,3,3
DAMIMAS_A21B_0327,train,DAMIMAS,sisi_1,0,960,1280,2,2,2
DAMIMAS_A21B_0327,train,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0327,train,DAMIMAS,sisi_3,2,960,1280,2,2,2
DAMIMAS_A21B_0327,train,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0328,train,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0328,train,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0328,train,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0328,train,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0329,train,DAMIMAS,sisi_1,0,960,1280,1,1,1
DAMIMAS_A21B_0329,train,DAMIMAS,sisi_2,1,960,1280,1,1,1
DAMIMAS_A21B_0329,train,DAMIMAS,sisi_3,2,960,1280,3,3,3
DAMIMAS_A21B_0329,train,DAMIMAS,sisi_4,3,960,1280,3,3,3
DAMIMAS_A21B_0330,val,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0330,val,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0330,val,DAMIMAS,sisi_3,2,960,1280,6,6,6
DAMIMAS_A21B_0330,val,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0331,test,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0331,test,DAMIMAS,sisi_2,1,960,1280,3,3,3
DAMIMAS_A21B_0331,test,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0331,test,DAMIMAS,sisi_4,3,960,1280,4,4,4
DAMIMAS_A21B_0332,train,DAMIMAS,sisi_1,0,960,1280,2,2,2
DAMIMAS_A21B_0332,train,DAMIMAS,sisi_2,1,960,1280,3,3,3
DAMIMAS_A21B_0332,train,DAMIMAS,sisi_3,2,960,1280,3,3,3
DAMIMAS_A21B_0332,train,DAMIMAS,sisi_4,3,960,1280,3,3,3
DAMIMAS_A21B_0333,train,DAMIMAS,sisi_1,0,960,1280,2,2,2
DAMIMAS_A21B_0333,train,DAMIMAS,sisi_2,1,960,1280,2,2,2
DAMIMAS_A21B_0333,train,DAMIMAS,sisi_3,2,960,1280,2,2,2
DAMIMAS_A21B_0333,train,DAMIMAS,sisi_4,3,960,1280,2,2,2
DAMIMAS_A21B_0334,train,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0334,train,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0334,train,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0334,train,DAMIMAS,sisi_4,3,960,1280,6,6,6
DAMIMAS_A21B_0335,train,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0335,train,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0335,train,DAMIMAS,sisi_3,2,960,1280,2,2,2
DAMIMAS_A21B_0335,train,DAMIMAS,sisi_4,3,960,1280,3,3,3
DAMIMAS_A21B_0336,train,DAMIMAS,sisi_1,0,960,1280,6,6,6
DAMIMAS_A21B_0336,train,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0336,train,DAMIMAS,sisi_3,2,960,1280,6,6,6
DAMIMAS_A21B_0336,train,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0337,train,DAMIMAS,sisi_1,0,960,1280,3,3,3
DAMIMAS_A21B_0337,train,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0337,train,DAMIMAS,sisi_3,2,960,1280,4,4,4
DAMIMAS_A21B_0337,train,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0338,val,DAMIMAS,sisi_1,0,960,1280,5,5,5
DAMIMAS_A21B_0338,val,DAMIMAS,sisi_2,1,960,1280,4,4,4
DAMIMAS_A21B_0338,val,DAMIMAS,sisi_3,2,960,1280,5,5,5
DAMIMAS_A21B_0338,val,DAMIMAS,sisi_4,3,960,1280,5,5,5
DAMIMAS_A21B_0339,train,DAMIMAS,sisi_1,0,960,1280,4,4,4
DAMIMAS_A21B_0339,train,DAMIMAS,sisi_2,1,960,1280,5,5,5
DAMIMAS_A21B_0339,train,DAMIMAS,sisi_3,2,960,1280,3,3,3
DAMIMAS_A21B_0339,train,DAMIMAS,sisi_4,3,960,1280,1,1,1
DAMIMAS_A21B_0340,train,DAMIMAS,sisi_1,0,960,1280,1,1,1
DAMIMAS_A21B_0340,train,DAMIMAS,sisi_2,1,960,1280,1,1,1
DAMIMAS_A21B_0340,train,DAMIMAS,sisi_3,2,960,1280,2,2,2
DAMIMAS_A21B_0340,train,DAMIMAS,sisi_4,3,960,1280,3,3,3
