tree_id,split,domain,side,side_index,box_index,class_id,class_name,x_center,y_center,w_norm,h_norm,area_norm
DAMIMAS_A21B_0034,train,DAMIMAS,sisi_1,0,3,3,B4,0.597917,0.482812,0.064583,0.046875,0.003027328125
DAMIMAS_A21B_0034,train,DAMIMAS,sisi_2,1,0,2,B3,0.578646,0.510547,0.105208,0.069531,0.007315217448
DAMIMAS_A21B_0034,train,DAMIMAS,sisi_2,1,1,3,B4,0.457292,0.489063,0.04375,0.054688,0.0023926
DAMIMAS_A21B_0034,train,DAMIMAS,sisi_2,1,2,2,B3,0.378646,0.505078,0.090625,0.063281,0.005734840625
DAMIMAS_A21B_0034,train,DAMIMAS,sisi_3,2,0,2,B3,0.613542,0.437109,0.070833,0.082031,0.005810501823
DAMIMAS_A21B_0034,train,DAMIMAS,sisi_3,2,1,3,B4,0.398958,0.427344,0.097917,0.060937,0.005966768229
DAMIMAS_A21B_0034,train,DAMIMAS,sisi_3,2,2,1,B2,0.481771,0.488672,0.103125,0.097656,0.010070775
DAMIMAS_A21B_0034,train,DAMIMAS,sisi_3,2,3,2,B3,0.351042,0.476953,0.05,0.052344,0.0026172
DAMIMAS_A21B_0034,train,DAMIMAS,sisi_4,3,0,1,B2,0.660937,0.467969,0.094792,0.067187,0.006368790104
DAMIMAS_A21B_0034,train,DAMIMAS,sisi_4,3,1,3,B4,0.576562,0.428906,0.109375,0.082812,0.0090575625
DAMIMAS_A21B_0034,train,DAMIMAS,sisi_4,3,2,3,B4,0.370312,0.421875,0.086458,0.045312,0.003917584896
DAMIMAS_A21B_0034,train,DAMIMAS,sisi_4,3,3,2,B3,0.415104,0.480078,0.092708,0.082031,0.007604929948
DAMIMAS_A21B_0034,train,DAMIMAS,sisi_4,3,4,3,B4,0.320833,0.474219,0.075,0.070313,0.005273475
DAMIMAS_A21B_0035,train,DAMIMAS,sisi_1,0,0,2,B3,0.369271,0.464453,0.082292,0.055469,0.004564654948
DAMIMAS_A21B_0035,train,DAMIMAS,sisi_1,0,1,1,B2,0.488542,0.462109,0.077083,0.057031,0.004396120573
DAMIMAS_A21B_0035,train,DAMIMAS,sisi_1,0,2,2,B3,0.344271,0.513672,0.080208,0.060156,0.004824992448
DAMIMAS_A21B_0035,train,DAMIMAS,sisi_2,1,0,1,B2,0.338542,0.467969,0.127083,0.085938,0.010921258854
DAMIMAS_A21B_0035,train,DAMIMAS,sisi_2,1,1,1,B2,0.463542,0.460547,0.091667,0.072656,0.006660157551999999
DAMIMAS_A21B_0035,train,DAMIMAS,sisi_2,1,2,2,B3,0.526563,0.487891,0.073958,0.055469,0.004102376301999999
DAMIMAS_A21B_0035,train,DAMIMAS,sisi_2,1,3,2,B3,0.566667,0.422656,0.08125,0.051562,0.0041894125
DAMIMAS_A21B_0035,train,DAMIMAS,sisi_3,2,0,1,B2,0.353125,0.426172,0.129167,0.110156,0.014228520052000001
DAMIMAS_A21B_0035,train,DAMIMAS,sisi_3,2,1,1,B2,0.621875,0.399609,0.102083,0.097656,0.009969017448
DAMIMAS_A21B_0035,train,DAMIMAS,sisi_4,3,0,1,B2,0.608333,0.520312,0.064583,0.04375,0.00282550625
DAMIMAS_A21B_0035,train,DAMIMAS,sisi_4,3,1,1,B2,0.581771,0.485938,0.061458,0.05,0.0030729
DAMIMAS_A21B_0035,train,DAMIMAS,sisi_4,3,2,1,B2,0.470313,0.480469,0.078125,0.060937,0.004760703125
DAMIMAS_A21B_0035,train,DAMIMAS,sisi_4,3,3,1,B2,0.384896,0.504687,0.078125,0.053125,0.004150390625
DAMIMAS_A21B_0036,train,DAMIMAS,sisi_1,0,0,2,B3,0.471354,0.501172,0.144792,0.088281,0.012782382552
DAMIMAS_A21B_0036,train,DAMIMAS,sisi_1,0,1,2,B3,0.363021,0.483984,0.128125,0.102344,0.013112825
DAMIMAS_A21B_0036,train,DAMIMAS,sisi_1,0,2,2,B3,0.5625,0.460938,0.077083,0.084375,0.006503878125
DAMIMAS_A21B_0036,train,DAMIMAS,sisi_1,0,3,2,B3,0.618229,0.489844,0.082292,0.0875,0.00720055
DAMIMAS_A21B_0036,train,DAMIMAS,sisi_2,1,0,1,B2,0.383854,0.520312,0.138542,0.103125,0.014287143749999998
DAMIMAS_A21B_0036,train,DAMIMAS,sisi_2,1,1,2,B3,0.627083,0.516406,0.091667,0.078125,0.007161484375
DAMIMAS_A21B_0036,train,DAMIMAS,sisi_2,1,2,2,B3,0.484375,0.478516,0.08125,0.083594,0.006792012500000001
DAMIMAS_A21B_0036,train,DAMIMAS,sisi_3,2,0,2,B3,0.3125,0.485938,0.11875,0.089063,0.01057623125
DAMIMAS_A21B_0036,train,DAMIMAS,sisi_3,2,1,2,B3,0.364063,0.445703,0.121875,0.103906,0.012663543749999999
DAMIMAS_A21B_0036,train,DAMIMAS,sisi_3,2,2,2,B3,0.508854,0.446094,0.101042,0.096875,0.00978844375
DAMIMAS_A21B_0036,train,DAMIMAS,sisi_3,2,3,1,B2,0.617188,0.470313,0.094792,0.104688,0.009923584896
DAMIMAS_A21B_0036,train,DAMIMAS,sisi_4,3,0,2,B3,0.325,0.561719,0.13125,0.121875,0.01599609375
DAMIMAS_A21B_0036,train,DAMIMAS,sisi_4,3,1,2,B3,0.368229,0.508984,0.117708,0.082031,0.009655704948
DAMIMAS_A21B_0036,train,DAMIMAS,sisi_4,3,2,2,B3,0.522917,0.527734,0.125,0.092969,0.011621125
DAMIMAS_A21B_0036,train,DAMIMAS,sisi_4,3,3,2,B3,0.584896,0.471484,0.096875,0.077344,0.0074927
DAMIMAS_A21B_0037,val,DAMIMAS,sisi_1,0,0,1,B2,0.56875,0.521094,0.075,0.084375,0.006328125
DAMIMAS_A21B_0037,val,DAMIMAS,sisi_1,0,1,2,B3,0.458333,0.509375,0.108333,0.085938,0.009309921354
DAMIMAS_A21B_0037,val,DAMIMAS,sisi_1,0,2,2,B3,0.3625,0.479687,0.05625,0.05,0.0028125000000000003
DAMIMAS_A21B_0037,val,DAMIMAS,sisi_1,0,3,3,B4,0.526563,0.444141,0.086458,0.052344,0.004525557552
DAMIMAS_A21B_0037,val,DAMIMAS,sisi_1,0,4,2,B3,0.605208,0.458203,0.075,0.052344,0.0039258
DAMIMAS_A21B_0037,val,DAMIMAS,sisi_2,1,0,2,B3,0.622917,0.490625,0.08125,0.079687,0.00647456875
DAMIMAS_A21B_0037,val,DAMIMAS,sisi_2,1,1,1,B2,0.4375,0.517969,0.127083,0.078125,0.009928359375000001
DAMIMAS_A21B_0037,val,DAMIMAS,sisi_2,1,2,2,B3,0.534375,0.451953,0.102083,0.058594,0.005981451301999999
DAMIMAS_A21B_0037,val,DAMIMAS,sisi_2,1,3,3,B4,0.419792,0.423438,0.072917,0.057813,0.004215550521
DAMIMAS_A21B_0037,val,DAMIMAS,sisi_2,1,4,2,B3,0.336979,0.461328,0.082292,0.055469,0.004564654948
DAMIMAS_A21B_0037,val,DAMIMAS,sisi_2,1,5,1,B2,0.329688,0.533984,0.076042,0.052344,0.003980342448
DAMIMAS_A21B_0037,val,DAMIMAS,sisi_3,2,0,1,B2,0.658854,0.467578,0.076042,0.075781,0.005762538802
DAMIMAS_A21B_0037,val,DAMIMAS,sisi_3,2,1,2,B3,0.552604,0.430859,0.119792,0.077344,0.009265192447999998
DAMIMAS_A21B_0037,val,DAMIMAS,sisi_3,2,2,3,B4,0.43125,0.390625,0.091667,0.053125,0.004869809375
DAMIMAS_A21B_0037,val,DAMIMAS,sisi_3,2,3,2,B3,0.344792,0.459766,0.079167,0.064844,0.005133504948
DAMIMAS_A21B_0037,val,DAMIMAS,sisi_3,2,4,3,B4,0.63125,0.399219,0.09375,0.06875,0.0064453125000000005
DAMIMAS_A21B_0037,val,DAMIMAS,sisi_4,3,0,2,B3,0.649479,0.532031,0.111458,0.11875,0.0132356375
DAMIMAS_A21B_0037,val,DAMIMAS,sisi_4,3,1,1,B2,0.364063,0.526953,0.103125,0.078906,0.00813718125
DAMIMAS_A21B_0037,val,DAMIMAS,sisi_4,3,2,2,B3,0.534896,0.491797,0.080208,0.072656,0.005827592448
DAMIMAS_A21B_0037,val,DAMIMAS,sisi_4,3,3,3,B4,0.586979,0.423828,0.063542,0.058594,0.003723179948
DAMIMAS_A21B_0037,val,DAMIMAS,sisi_4,3,4,2,B3,0.440625,0.478516,0.075,0.057031,0.004277324999999999
DAMIMAS_A21B_0038,val,DAMIMAS,sisi_1,0,0,0,B1,0.508854,0.470703,0.123958,0.057031,0.007069448698
DAMIMAS_A21B_0038,val,DAMIMAS,sisi_1,0,1,2,B3,0.304688,0.467578,0.067708,0.067969,0.004602045052000001
DAMIMAS_A21B_0038,val,DAMIMAS,sisi_1,0,2,3,B4,0.574479,0.418359,0.084375,0.039844,0.0033618375
DAMIMAS_A21B_0038,val,DAMIMAS,sisi_1,0,3,2,B3,0.415104,0.423047,0.065625,0.046094,0.00302491875
DAMIMAS_A21B_0038,val,DAMIMAS,sisi_1,0,4,3,B4,0.569271,0.375781,0.082292,0.059375,0.0048860875
DAMIMAS_A21B_0038,val,DAMIMAS,sisi_2,1,0,0,B1,0.658854,0.509375,0.069792,0.05,0.0034896000000000007
DAMIMAS_A21B_0038,val,DAMIMAS,sisi_2,1,1,2,B3,0.324479,0.486328,0.067708,0.072656,0.004919392448
DAMIMAS_A21B_0038,val,DAMIMAS,sisi_2,1,2,2,B3,0.529687,0.480859,0.071875,0.052344,0.0037622249999999997
DAMIMAS_A21B_0038,val,DAMIMAS,sisi_2,1,3,2,B3,0.584896,0.425391,0.065625,0.057031,0.003742659375
DAMIMAS_A21B_0038,val,DAMIMAS,sisi_2,1,4,3,B4,0.386458,0.428125,0.0875,0.057813,0.0050586375
DAMIMAS_A21B_0038,val,DAMIMAS,sisi_3,2,0,0,B1,0.4125,0.529297,0.0875,0.071094,0.006220725
DAMIMAS_A21B_0038,val,DAMIMAS,sisi_3,2,1,2,B3,0.563542,0.512891,0.10625,0.082031,0.00871579375
DAMIMAS_A21B_0038,val,DAMIMAS,sisi_3,2,2,3,B4,0.586458,0.441797,0.097917,0.057031,0.0055843044270000005
DAMIMAS_A21B_0038,val,DAMIMAS,sisi_3,2,3,2,B3,0.467187,0.468359,0.086458,0.049219,0.004255376302
DAMIMAS_A21B_0038,val,DAMIMAS,sisi_3,2,4,3,B4,0.392188,0.454688,0.080208,0.053125,0.00426105
DAMIMAS_A21B_0038,val,DAMIMAS,sisi_4,3,0,0,B1,0.685417,0.532813,0.077083,0.046875,0.0036132656249999997
DAMIMAS_A21B_0038,val,DAMIMAS,sisi_4,3,1,2,B3,0.574479,0.5,0.128125,0.071875,0.009208984374999998
DAMIMAS_A21B_0038,val,DAMIMAS,sisi_4,3,2,2,B3,0.353646,0.493359,0.082292,0.058594,0.004821817448
DAMIMAS_A21B_0038,val,DAMIMAS,sisi_4,3,3,3,B4,0.483333,0.459766,0.108333,0.046094,0.0049935013020000005
DAMIMAS_A21B_0038,val,DAMIMAS,sisi_4,3,4,3,B4,0.409896,0.416406,0.080208,0.0375,0.0030078
DAMIMAS_A21B_0038,val,DAMIMAS,sisi_4,3,5,3,B4,0.589583,0.440625,0.089583,0.04375,0.003919256249999999
DAMIMAS_A21B_0039,test,DAMIMAS,sisi_1,0,0,0,B1,0.564063,0.551172,0.103125,0.094531,0.009748509375
DAMIMAS_A21B_0039,test,DAMIMAS,sisi_1,0,1,1,B2,0.440625,0.541016,0.102083,0.078906,0.008054961198
DAMIMAS_A21B_0039,test,DAMIMAS,sisi_1,0,2,1,B2,0.369271,0.528906,0.080208,0.053125,0.00426105
DAMIMAS_A21B_0039,test,DAMIMAS,sisi_1,0,3,1,B2,0.6125,0.523047,0.0625,0.052344,0.0032715
DAMIMAS_A21B_0039,test,DAMIMAS,sisi_2,1,0,1,B2,0.627083,0.524219,0.089583,0.0875,0.007838512499999999
DAMIMAS_A21B_0039,test,DAMIMAS,sisi_2,1,1,1,B2,0.525,0.516797,0.085417,0.074219,0.006339564323
DAMIMAS_A21B_0039,test,DAMIMAS,sisi_2,1,2,1,B2,0.417187,0.566406,0.115625,0.08125,0.009394531250000001
DAMIMAS_A21B_0039,test,DAMIMAS,sisi_2,1,3,2,B3,0.351563,0.525781,0.061458,0.048438,0.002976902604
DAMIMAS_A21B_0039,test,DAMIMAS,sisi_3,2,0,0,B1,0.375,0.526563,0.139583,0.125,0.017447875
DAMIMAS_A21B_0039,test,DAMIMAS,sisi_3,2,1,2,B3,0.495312,0.473828,0.096875,0.085156,0.0082494875
DAMIMAS_A21B_0039,test,DAMIMAS,sisi_3,2,2,2,B3,0.627604,0.497266,0.096875,0.100781,0.009763159375
DAMIMAS_A21B_0039,test,DAMIMAS,sisi_3,2,3,1,B2,0.663542,0.526172,0.064583,0.055469,0.003582354427
DAMIMAS_A21B_0039,test,DAMIMAS,sisi_4,3,0,0,B1,0.61875,0.499609,0.1125,0.100781,0.0113378625
DAMIMAS_A21B_0039,test,DAMIMAS,sisi_4,3,1,1,B2,0.485938,0.483984,0.119792,0.092969,0.011136942447999999
DAMIMAS_A21B_0039,test,DAMIMAS,sisi_4,3,2,1,B2,0.363542,0.465234,0.104167,0.103906,0.010823576302
DAMIMAS_A21B_0040,train,DAMIMAS,sisi_1,0,0,0,B1,0.381771,0.588281,0.134375,0.103125,0.013857421875
DAMIMAS_A21B_0040,train,DAMIMAS,sisi_1,0,1,1,B2,0.63125,0.591016,0.1,0.074219,0.0074218999999999995
DAMIMAS_A21B_0040,train,DAMIMAS,sisi_1,0,2,2,B3,0.617708,0.5375,0.10625,0.085938,0.0091309125
DAMIMAS_A21B_0040,train,DAMIMAS,sisi_1,0,3,3,B4,0.532813,0.560937,0.080208,0.079687,0.006391534896
DAMIMAS_A21B_0040,train,DAMIMAS,sisi_1,0,4,2,B3,0.361979,0.524609,0.117708,0.060156,0.0070808424479999995
DAMIMAS_A21B_0040,train,DAMIMAS,sisi_1,0,5,3,B4,0.451562,0.529297,0.078125,0.086719,0.006774921875
DAMIMAS_A21B_0040,train,DAMIMAS,sisi_2,1,0,0,B1,0.641146,0.59375,0.113542,0.092188,0.010467209896000002
DAMIMAS_A21B_0040,train,DAMIMAS,sisi_2,1,1,2,B3,0.551562,0.551562,0.111458,0.08125,0.0090559625
DAMIMAS_A21B_0040,train,DAMIMAS,sisi_2,1,2,2,B3,0.425521,0.598047,0.146875,0.080469,0.011818884375
DAMIMAS_A21B_0040,train,DAMIMAS,sisi_2,1,3,2,B3,0.413021,0.542578,0.111458,0.063281,0.007053173698000001
DAMIMAS_A21B_0040,train,DAMIMAS,sisi_2,1,4,3,B4,0.6375,0.518359,0.091667,0.058594,0.0053711361979999995
DAMIMAS_A21B_0040,train,DAMIMAS,sisi_3,2,0,0,B1,0.338021,0.539063,0.117708,0.101563,0.011954777603999999
DAMIMAS_A21B_0040,train,DAMIMAS,sisi_3,2,1,2,B3,0.664063,0.521484,0.111458,0.078906,0.008794704948
DAMIMAS_A21B_0040,train,DAMIMAS,sisi_3,2,2,1,B2,0.458333,0.513672,0.122917,0.103906,0.012771813802
DAMIMAS_A21B_0040,train,DAMIMAS,sisi_3,2,3,2,B3,0.578125,0.473438,0.1,0.085938,0.0085938
DAMIMAS_A21B_0040,train,DAMIMAS,sisi_3,2,4,3,B4,0.385417,0.460547,0.1,0.085156,0.0085156
DAMIMAS_A21B_0040,train,DAMIMAS,sisi_4,3,0,0,B1,0.609375,0.610938,0.120833,0.103125,0.012460903124999999
DAMIMAS_A21B_0040,train,DAMIMAS,sisi_4,3,1,1,B2,0.369271,0.601563,0.132292,0.107813,0.014262797396
DAMIMAS_A21B_0040,train,DAMIMAS,sisi_4,3,2,2,B3,0.490104,0.562109,0.134375,0.127344,0.01711185
DAMIMAS_A21B_0040,train,DAMIMAS,sisi_4,3,3,3,B4,0.365625,0.524219,0.097917,0.06875,0.006731793750000001
DAMIMAS_A21B_0040,train,DAMIMAS,sisi_4,3,4,3,B4,0.604167,0.520703,0.085417,0.078906,0.006739913802000001
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_1,0,0,0,B1,0.577604,0.569531,0.076042,0.060937,0.0046337713539999995
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_1,0,1,3,B4,0.613021,0.530859,0.057292,0.042969,0.002461779948
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_1,0,2,1,B2,0.491667,0.550781,0.1,0.064062,0.0064062
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_1,0,3,2,B3,0.373437,0.577344,0.111458,0.075,0.00835935
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_1,0,4,2,B3,0.36875,0.517578,0.066667,0.039844,0.002656279948
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_1,0,5,2,B3,0.559375,0.513281,0.079167,0.070313,0.005566469271
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_2,1,0,1,B2,0.434896,0.562109,0.115625,0.072656,0.00840085
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_2,1,1,2,B3,0.568229,0.51875,0.105208,0.059375,0.006246725
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_2,1,2,2,B3,0.641667,0.479297,0.05,0.044531,0.0022265500000000003
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_2,1,3,2,B3,0.356771,0.501953,0.078125,0.049219,0.003845234375
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_2,1,4,2,B3,0.464062,0.501563,0.094792,0.06875,0.0065169500000000005
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_3,2,0,0,B1,0.298438,0.529687,0.173958,0.153125,0.026637318750000003
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_3,2,1,1,B2,0.420312,0.505469,0.096875,0.078125,0.007568359375
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_3,2,2,1,B2,0.659896,0.521875,0.105208,0.078125,0.008219375
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_3,2,3,2,B3,0.540104,0.472656,0.115625,0.076563,0.008852596875
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_3,2,4,3,B4,0.64375,0.456641,0.041667,0.036719,0.0015299705730000002
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_3,2,5,3,B4,0.381771,0.464062,0.086458,0.065625,0.00567380625
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_4,3,0,0,B1,0.4375,0.529297,0.133333,0.121094,0.016145826302
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_4,3,1,1,B2,0.572917,0.509375,0.1125,0.084375,0.0094921875
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_4,3,2,2,B3,0.364583,0.457031,0.0875,0.035937,0.0031444874999999994
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_4,3,3,3,B4,0.485417,0.439063,0.102083,0.05625,0.005742168749999999
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_4,3,4,3,B4,0.590625,0.423828,0.05625,0.061719,0.00347169375
DAMIMAS_A21B_0041,test,DAMIMAS,sisi_4,3,5,2,B3,0.654167,0.459766,0.047917,0.053906,0.002583013802
DAMIMAS_A21B_0042,train,DAMIMAS,sisi_1,0,0,0,B1,0.625521,0.593359,0.067708,0.094531,0.006400504948000001
DAMIMAS_A21B_0042,train,DAMIMAS,sisi_1,0,1,1,B2,0.355729,0.598828,0.088542,0.080469,0.007124886198
DAMIMAS_A21B_0042,train,DAMIMAS,sisi_1,0,2,2,B3,0.436979,0.571484,0.082292,0.069531,0.0057218450519999995
DAMIMAS_A21B_0042,train,DAMIMAS,sisi_1,0,3,2,B3,0.533854,0.575781,0.053125,0.059375,0.003154296875
DAMIMAS_A21B_0042,train,DAMIMAS,sisi_2,1,0,0,B1,0.38125,0.506641,0.135417,0.110156,0.014916995052000002
DAMIMAS_A21B_0042,train,DAMIMAS,sisi_2,1,1,1,B2,0.616146,0.487891,0.063542,0.085156,0.0054109825519999995
DAMIMAS_A21B_0042,train,DAMIMAS,sisi_2,1,2,3,B4,0.514062,0.477344,0.059375,0.082812,0.004916962499999999
DAMIMAS_A21B_0042,train,DAMIMAS,sisi_3,2,0,0,B1,0.319792,0.522266,0.079167,0.088281,0.006988941927
DAMIMAS_A21B_0042,train,DAMIMAS,sisi_3,2,1,0,B1,0.631771,0.520703,0.107292,0.094531,0.010142420052
DAMIMAS_A21B_0042,train,DAMIMAS,sisi_3,2,2,2,B3,0.391146,0.508984,0.088542,0.078906,0.006986495052
DAMIMAS_A21B_0042,train,DAMIMAS,sisi_3,2,3,2,B3,0.539063,0.525391,0.055208,0.069531,0.003838667448
DAMIMAS_A21B_0042,train,DAMIMAS,sisi_3,2,4,3,B4,0.569792,0.468359,0.041667,0.027344,0.0011393424480000002
DAMIMAS_A21B_0042,train,DAMIMAS,sisi_4,3,0,0,B1,0.529687,0.580469,0.140625,0.085938,0.01208503125
DAMIMAS_A21B_0042,train,DAMIMAS,sisi_4,3,1,2,B3,0.603646,0.517969,0.063542,0.039063,0.002482141146
DAMIMAS_A21B_0042,train,DAMIMAS,sisi_4,3,2,2,B3,0.385417,0.539844,0.097917,0.048438,0.004742903646000001
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_1,0,0,0,B1,0.609896,0.618359,0.117708,0.113281,0.013334079948
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_1,0,1,2,B3,0.49375,0.608203,0.108333,0.096094,0.010410151301999999
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_1,0,2,1,B2,0.302604,0.617578,0.082292,0.069531,0.0057218450519999995
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_1,0,3,2,B3,0.353646,0.572656,0.117708,0.095312,0.011218984896
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_1,0,4,2,B3,0.634896,0.54375,0.063542,0.051562,0.003276352604
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_1,0,5,2,B3,0.559896,0.5375,0.086458,0.067187,0.005808853645999999
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_2,1,0,2,B3,0.647396,0.475,0.080208,0.064062,0.005138284896
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_2,1,1,1,B2,0.525,0.490625,0.116667,0.1,0.011666700000000002
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_2,1,2,1,B2,0.309896,0.519141,0.105208,0.097656,0.010274192448
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_2,1,3,2,B3,0.383333,0.458203,0.13125,0.088281,0.01158688125
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_2,1,4,1,B2,0.498958,0.411719,0.091667,0.060937,0.005585911979
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_2,1,5,2,B3,0.600521,0.437891,0.090625,0.092969,0.008425315624999999
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_3,2,0,1,B2,0.666146,0.572266,0.096875,0.083594,0.00809816875
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_3,2,1,1,B2,0.557813,0.575781,0.115625,0.117188,0.0135498625
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_3,2,2,2,B3,0.390625,0.552344,0.125,0.117188,0.0146485
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_3,2,3,2,B3,0.333333,0.517188,0.085417,0.070313,0.006005925521000001
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_3,2,4,2,B3,0.636979,0.509375,0.076042,0.059375,0.00451499375
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_4,3,0,0,B1,0.406771,0.589844,0.113542,0.09375,0.0106445625
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_4,3,1,2,B3,0.341667,0.563281,0.072917,0.05625,0.00410158125
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_4,3,2,0,B1,0.638021,0.583203,0.061458,0.058594,0.003601070052
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_4,3,3,2,B3,0.515625,0.545312,0.085417,0.0875,0.0074739875
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_4,3,4,2,B3,0.608854,0.546094,0.069792,0.071875,0.0050163000000000004
DAMIMAS_A21B_0043,train,DAMIMAS,sisi_4,3,5,2,B3,0.406771,0.514844,0.088542,0.057813,0.005118878646
DAMIMAS_A21B_0044,test,DAMIMAS,sisi_1,0,0,0,B1,0.453125,0.568359,0.158333,0.121094,0.019173176301999998
DAMIMAS_A21B_0044,test,DAMIMAS,sisi_1,0,1,2,B3,0.667188,0.523047,0.123958,0.132031,0.016366298698
DAMIMAS_A21B_0044,test,DAMIMAS,sisi_1,0,2,2,B3,0.31875,0.551172,0.10625,0.089844,0.009545924999999999
DAMIMAS_A21B_0044,test,DAMIMAS,sisi_1,0,3,2,B3,0.569792,0.508203,0.114583,0.107031,0.012263933073000001
DAMIMAS_A21B_0044,test,DAMIMAS,sisi_2,1,0,0,B1,0.66875,0.544141,0.108333,0.107031,0.011594989323
DAMIMAS_A21B_0044,test,DAMIMAS,sisi_2,1,1,1,B2,0.344271,0.567187,0.134375,0.115625,0.015537109375
DAMIMAS_A21B_0044,test,DAMIMAS,sisi_2,1,2,2,B3,0.434896,0.529297,0.130208,0.107031,0.013936292448
DAMIMAS_A21B_0044,test,DAMIMAS,sisi_2,1,3,2,B3,0.575521,0.554297,0.119792,0.096094,0.011511292448
DAMIMAS_A21B_0044,test,DAMIMAS,sisi_3,2,0,0,B1,0.326042,0.575,0.15,0.114062,0.017109299999999997
DAMIMAS_A21B_0044,test,DAMIMAS,sisi_3,2,1,1,B2,0.430208,0.521484,0.172917,0.113281,0.019588210677
DAMIMAS_A21B_0044,test,DAMIMAS,sisi_3,2,2,2,B3,0.596875,0.542188,0.141667,0.110937,0.015716111978999997
DAMIMAS_A21B_0044,test,DAMIMAS,sisi_3,2,3,3,B4,0.327604,0.472656,0.111458,0.08125,0.0090559625
DAMIMAS_A21B_0044,test,DAMIMAS,sisi_4,3,0,2,B3,0.359375,0.530469,0.139583,0.115625,0.016139284375000004
DAMIMAS_A21B_0044,test,DAMIMAS,sisi_4,3,1,2,B3,0.494792,0.533984,0.133333,0.103906,0.013854098698
DAMIMAS_A21B_0044,test,DAMIMAS,sisi_4,3,2,0,B1,0.634896,0.562109,0.132292,0.092969,0.012299054947999998
DAMIMAS_A21B_0044,test,DAMIMAS,sisi_4,3,3,3,B4,0.628646,0.479297,0.153125,0.077344,0.011843300000000001
DAMIMAS_A21B_0045,train,DAMIMAS,sisi_1,0,0,0,B1,0.295312,0.500781,0.140625,0.104688,0.01472175
DAMIMAS_A21B_0045,train,DAMIMAS,sisi_1,0,1,3,B4,0.619271,0.370312,0.078125,0.070313,0.005493203125
DAMIMAS_A21B_0045,train,DAMIMAS,sisi_1,0,2,2,B3,0.534896,0.407031,0.119792,0.071875,0.00861005
DAMIMAS_A21B_0045,train,DAMIMAS,sisi_1,0,3,2,B3,0.6875,0.432422,0.0625,0.058594,0.003662125
DAMIMAS_A21B_0045,train,DAMIMAS,sisi_1,0,4,2,B3,0.596354,0.486328,0.132292,0.099219,0.013125879948
DAMIMAS_A21B_0045,train,DAMIMAS,sisi_1,0,5,2,B3,0.425521,0.455078,0.115625,0.088281,0.010207490625000001
DAMIMAS_A21B_0045,train,DAMIMAS,sisi_1,0,6,3,B4,0.395313,0.376563,0.111458,0.05625,0.0062695125
DAMIMAS_A21B_0045,train,DAMIMAS,sisi_1,0,7,3,B4,0.283854,0.424219,0.061458,0.040625,0.00249673125
DAMIMAS_A21B_0045,train,DAMIMAS,sisi_2,1,0,0,B1,0.584896,0.466406,0.121875,0.09375,0.01142578125
DAMIMAS_A21B_0045,train,DAMIMAS,sisi_2,1,1,2,B3,0.346354,0.384375,0.117708,0.079687,0.009379797395999999
