tree_id,split,domain,link_id,sideA,bboxIdA,sideB,bboxIdB,is_loop_across_sides
DAMIMAS_A21B_0209,test,DAMIMAS,lnk-2,1,b0,2,b2,0
DAMIMAS_A21B_0209,test,DAMIMAS,lnk-3,1,b2,2,b3,0
DAMIMAS_A21B_0209,test,DAMIMAS,lnk-4,1,b1,2,b1,0
DAMIMAS_A21B_0209,test,DAMIMAS,lnk-7,2,b0,3,b3,0
DAMIMAS_A21B_0209,test,DAMIMAS,lnk-8,3,b0,0,b3,0
DAMIMAS_A21B_0209,test,DAMIMAS,lnk-9,3,b2,0,b2,0
DAMIMAS_A21B_0209,test,DAMIMAS,lnk-10,3,b1,0,b4,0
DAMIMAS_A21B_0210,test,DAMIMAS,lnk-1,0,b3,1,b2,0
DAMIMAS_A21B_0210,test,DAMIMAS,lnk-2,1,b0,2,b0,0
DAMIMAS_A21B_0210,test,DAMIMAS,lnk-3,1,b3,2,b5,0
DAMIMAS_A21B_0210,test,DAMIMAS,lnk-4,1,b1,2,b4,0
DAMIMAS_A21B_0210,test,DAMIMAS,lnk-6,2,b1,3,b4,0
DAMIMAS_A21B_0210,test,DAMIMAS,lnk-7,2,b2,3,b2,0
DAMIMAS_A21B_0210,test,DAMIMAS,lnk-8,2,b3,3,b0,0
DAMIMAS_A21B_0210,test,DAMIMAS,lnk-9,3,b1,0,b1,0
DAMIMAS_A21B_0210,test,DAMIMAS,lnk-11,0,b0,1,b4,0
DAMIMAS_A21B_0210,test,DAMIMAS,lnk-12,3,b3,0,b2,0
DAMIMAS_A21B_0211,test,DAMIMAS,lnk-3,0,b1,1,b0,0
DAMIMAS_A21B_0211,test,DAMIMAS,lnk-4,0,b6,1,b1,0
DAMIMAS_A21B_0211,test,DAMIMAS,lnk-5,0,b5,1,b2,0
DAMIMAS_A21B_0211,test,DAMIMAS,lnk-6,1,b5,2,b2,0
DAMIMAS_A21B_0211,test,DAMIMAS,lnk-7,1,b4,2,b4,0
DAMIMAS_A21B_0211,test,DAMIMAS,lnk-8,2,b1,3,b4,0
DAMIMAS_A21B_0211,test,DAMIMAS,lnk-9,2,b5,3,b3,0
DAMIMAS_A21B_0211,test,DAMIMAS,lnk-10,2,b0,3,b0,0
DAMIMAS_A21B_0211,test,DAMIMAS,lnk-13,3,b0,0,b0,0
DAMIMAS_A21B_0211,test,DAMIMAS,lnk-15,3,b5,0,b4,0
DAMIMAS_A21B_0211,test,DAMIMAS,lnk-16,3,b1,0,b2,0
DAMIMAS_A21B_0211,test,DAMIMAS,lnk-17,3,b2,0,b3,0
DAMIMAS_A21B_0212,test,DAMIMAS,lnk-0,0,b1,1,b2,0
DAMIMAS_A21B_0212,test,DAMIMAS,lnk-1,0,b4,1,b1,0
DAMIMAS_A21B_0212,test,DAMIMAS,lnk-2,1,b0,2,b2,0
DAMIMAS_A21B_0212,test,DAMIMAS,lnk-3,1,b1,2,b3,0
DAMIMAS_A21B_0212,test,DAMIMAS,lnk-4,2,b0,3,b3,0
DAMIMAS_A21B_0212,test,DAMIMAS,lnk-5,2,b1,3,b2,0
DAMIMAS_A21B_0212,test,DAMIMAS,lnk-6,3,b0,0,b0,0
DAMIMAS_A21B_0212,test,DAMIMAS,lnk-7,3,b1,0,b3,0
DAMIMAS_A21B_0213,test,DAMIMAS,lnk-0,0,b1,1,b0,0
DAMIMAS_A21B_0213,test,DAMIMAS,lnk-1,1,b0,2,b6,0
DAMIMAS_A21B_0213,test,DAMIMAS,lnk-2,1,b2,2,b5,0
DAMIMAS_A21B_0213,test,DAMIMAS,lnk-3,1,b3,2,b4,0
DAMIMAS_A21B_0213,test,DAMIMAS,lnk-4,1,b1,2,b3,0
DAMIMAS_A21B_0213,test,DAMIMAS,lnk-5,2,b0,3,b2,0
DAMIMAS_A21B_0213,test,DAMIMAS,lnk-7,2,b2,3,b1,0
DAMIMAS_A21B_0213,test,DAMIMAS,lnk-8,3,b0,0,b5,0
DAMIMAS_A21B_0213,test,DAMIMAS,lnk-9,3,b3,0,b4,0
DAMIMAS_A21B_0214,test,DAMIMAS,lnk-0,0,b0,1,b0,0
DAMIMAS_A21B_0214,test,DAMIMAS,lnk-1,0,b2,1,b1,0
DAMIMAS_A21B_0214,test,DAMIMAS,lnk-2,0,b4,1,b2,0
DAMIMAS_A21B_0214,test,DAMIMAS,lnk-3,1,b4,2,b2,0
DAMIMAS_A21B_0214,test,DAMIMAS,lnk-4,2,b1,3,b0,0
DAMIMAS_A21B_0214,test,DAMIMAS,lnk-5,2,b2,3,b1,0
DAMIMAS_A21B_0214,test,DAMIMAS,lnk-6,3,b3,0,b1,0
DAMIMAS_A21B_0215,test,DAMIMAS,lnk-0,0,b0,1,b0,0
DAMIMAS_A21B_0215,test,DAMIMAS,lnk-1,0,b1,1,b5,0
DAMIMAS_A21B_0215,test,DAMIMAS,lnk-2,0,b3,1,b4,0
DAMIMAS_A21B_0215,test,DAMIMAS,lnk-3,1,b3,2,b0,0
DAMIMAS_A21B_0215,test,DAMIMAS,lnk-5,1,b2,2,b3,0
DAMIMAS_A21B_0215,test,DAMIMAS,lnk-6,1,b1,2,b2,0
DAMIMAS_A21B_0215,test,DAMIMAS,lnk-7,2,b0,3,b0,0
DAMIMAS_A21B_0215,test,DAMIMAS,lnk-8,2,b3,3,b4,0
DAMIMAS_A21B_0215,test,DAMIMAS,lnk-10,2,b1,3,b1,0
DAMIMAS_A21B_0215,test,DAMIMAS,lnk-11,3,b3,0,b2,0
DAMIMAS_A21B_0216,test,DAMIMAS,lnk-1,0,b3,1,b0,0
DAMIMAS_A21B_0216,test,DAMIMAS,lnk-2,0,b1,1,b4,0
DAMIMAS_A21B_0216,test,DAMIMAS,lnk-3,1,b3,2,b0,0
DAMIMAS_A21B_0216,test,DAMIMAS,lnk-4,1,b1,2,b4,0
DAMIMAS_A21B_0216,test,DAMIMAS,lnk-5,1,b2,2,b3,0
DAMIMAS_A21B_0216,test,DAMIMAS,lnk-6,2,b0,3,b4,0
DAMIMAS_A21B_0216,test,DAMIMAS,lnk-7,2,b2,3,b3,0
DAMIMAS_A21B_0216,test,DAMIMAS,lnk-8,2,b1,3,b1,0
DAMIMAS_A21B_0216,test,DAMIMAS,lnk-9,2,b5,3,b2,0
DAMIMAS_A21B_0216,test,DAMIMAS,lnk-10,3,b0,0,b0,0
DAMIMAS_A21B_0217,test,DAMIMAS,lnk-0,0,b0,1,b0,0
DAMIMAS_A21B_0217,test,DAMIMAS,lnk-1,0,b1,1,b4,0
DAMIMAS_A21B_0217,test,DAMIMAS,lnk-2,0,b5,1,b2,0
DAMIMAS_A21B_0217,test,DAMIMAS,lnk-3,1,b1,2,b1,0
DAMIMAS_A21B_0217,test,DAMIMAS,lnk-4,1,b3,2,b4,0
DAMIMAS_A21B_0217,test,DAMIMAS,lnk-6,2,b2,3,b1,0
DAMIMAS_A21B_0217,test,DAMIMAS,lnk-7,2,b0,3,b0,0
DAMIMAS_A21B_0217,test,DAMIMAS,lnk-8,3,b0,0,b4,0
DAMIMAS_A21B_0217,test,DAMIMAS,lnk-9,3,b3,0,b3,0
DAMIMAS_A21B_0217,test,DAMIMAS,lnk-10,3,b4,0,b2,0
DAMIMAS_A21B_0218,test,DAMIMAS,lnk-0,0,b0,1,b0,0
DAMIMAS_A21B_0218,test,DAMIMAS,lnk-1,0,b1,1,b4,0
DAMIMAS_A21B_0218,test,DAMIMAS,lnk-2,1,b1,2,b1,0
DAMIMAS_A21B_0218,test,DAMIMAS,lnk-3,1,b3,2,b2,0
DAMIMAS_A21B_0218,test,DAMIMAS,lnk-4,1,b2,2,b0,0
DAMIMAS_A21B_0218,test,DAMIMAS,lnk-5,2,b0,3,b2,0
DAMIMAS_A21B_0218,test,DAMIMAS,lnk-6,2,b3,3,b1,0
DAMIMAS_A21B_0218,test,DAMIMAS,lnk-7,3,b3,0,b4,0
DAMIMAS_A21B_0219,test,DAMIMAS,lnk-0,0,b0,1,b1,0
DAMIMAS_A21B_0219,test,DAMIMAS,lnk-1,0,b3,1,b6,0
DAMIMAS_A21B_0219,test,DAMIMAS,lnk-2,0,b1,1,b5,0
DAMIMAS_A21B_0219,test,DAMIMAS,lnk-3,1,b0,2,b0,0
DAMIMAS_A21B_0219,test,DAMIMAS,lnk-4,1,b7,2,b3,0
DAMIMAS_A21B_0219,test,DAMIMAS,lnk-5,1,b3,2,b4,0
DAMIMAS_A21B_0219,test,DAMIMAS,lnk-6,2,b1,3,b3,0
DAMIMAS_A21B_0219,test,DAMIMAS,lnk-7,2,b2,3,b2,0
DAMIMAS_A21B_0219,test,DAMIMAS,lnk-8,3,b0,0,b2,0
DAMIMAS_A21B_0219,test,DAMIMAS,lnk-9,3,b1,0,b4,0
DAMIMAS_A21B_0220,test,DAMIMAS,lnk-0,0,b1,1,b1,0
DAMIMAS_A21B_0220,test,DAMIMAS,lnk-1,1,b0,2,b2,0
DAMIMAS_A21B_0220,test,DAMIMAS,lnk-2,2,b0,3,b0,0
DAMIMAS_A21B_0220,test,DAMIMAS,lnk-3,2,b1,3,b1,0
DAMIMAS_A21B_0221,test,DAMIMAS,lnk-0,0,b1,1,b5,0
DAMIMAS_A21B_0221,test,DAMIMAS,lnk-1,0,b2,1,b3,0
DAMIMAS_A21B_0221,test,DAMIMAS,lnk-2,0,b3,1,b4,0
DAMIMAS_A21B_0221,test,DAMIMAS,lnk-3,1,b0,2,b4,0
DAMIMAS_A21B_0221,test,DAMIMAS,lnk-4,1,b1,2,b3,0
DAMIMAS_A21B_0221,test,DAMIMAS,lnk-5,2,b0,3,b2,0
DAMIMAS_A21B_0221,test,DAMIMAS,lnk-6,2,b2,3,b5,0
DAMIMAS_A21B_0221,test,DAMIMAS,lnk-7,3,b0,0,b0,0
DAMIMAS_A21B_0222,test,DAMIMAS,lnk-0,0,b0,1,b0,0
DAMIMAS_A21B_0222,test,DAMIMAS,lnk-1,0,b3,1,b1,0
DAMIMAS_A21B_0222,test,DAMIMAS,lnk-2,1,b3,2,b3,0
DAMIMAS_A21B_0222,test,DAMIMAS,lnk-3,1,b2,2,b1,0
DAMIMAS_A21B_0222,test,DAMIMAS,lnk-4,2,b0,3,b0,0
DAMIMAS_A21B_0222,test,DAMIMAS,lnk-5,2,b2,3,b1,0
DAMIMAS_A21B_0222,test,DAMIMAS,lnk-7,3,b3,0,b2,0
DAMIMAS_A21B_0222,test,DAMIMAS,lnk-8,3,b7,0,b1,0
DAMIMAS_A21B_0222,test,DAMIMAS,lnk-9,3,b5,0,b4,0
DAMIMAS_A21B_0223,test,DAMIMAS,lnk-0,0,b1,1,b2,0
DAMIMAS_A21B_0223,test,DAMIMAS,lnk-1,0,b0,1,b3,0
DAMIMAS_A21B_0223,test,DAMIMAS,lnk-2,1,b0,2,b0,0
DAMIMAS_A21B_0223,test,DAMIMAS,lnk-3,2,b1,3,b3,0
DAMIMAS_A21B_0223,test,DAMIMAS,lnk-4,2,b2,3,b2,0
DAMIMAS_A21B_0224,test,DAMIMAS,lnk-3,2,b0,3,b2,0
DAMIMAS_A21B_0224,test,DAMIMAS,lnk-4,2,b2,3,b1,0
DAMIMAS_A21B_0224,test,DAMIMAS,lnk-5,3,b3,0,b0,0
DAMIMAS_A21B_0224,test,DAMIMAS,lnk-6,3,b4,0,b2,0
DAMIMAS_A21B_0224,test,DAMIMAS,lnk-7,3,b5,0,b3,0
DAMIMAS_A21B_0224,test,DAMIMAS,lnk-8,0,b0,1,b1,0
DAMIMAS_A21B_0224,test,DAMIMAS,lnk-9,0,b4,1,b0,0
DAMIMAS_A21B_0224,test,DAMIMAS,lnk-10,1,b2,2,b3,0
DAMIMAS_A21B_0224,test,DAMIMAS,lnk-11,1,b3,2,b1,0
DAMIMAS_A21B_0224,test,DAMIMAS,lnk-13,1,b4,2,b4,0
DAMIMAS_A21B_0224,test,DAMIMAS,lnk-14,0,b1,1,b4,0
DAMIMAS_A21B_0225,test,DAMIMAS,lnk-0,0,b1,1,b1,0
DAMIMAS_A21B_0225,test,DAMIMAS,lnk-2,0,b0,1,b2,0
DAMIMAS_A21B_0225,test,DAMIMAS,lnk-3,1,b0,2,b0,0
DAMIMAS_A21B_0225,test,DAMIMAS,lnk-4,2,b1,3,b0,0
DAMIMAS_A21B_0225,test,DAMIMAS,lnk-5,2,b2,3,b2,0
DAMIMAS_A21B_0225,test,DAMIMAS,lnk-6,3,b1,0,b2,0
DAMIMAS_A21B_0226,test,DAMIMAS,lnk-0,0,b3,1,b2,0
DAMIMAS_A21B_0226,test,DAMIMAS,lnk-3,1,b0,2,b1,0
DAMIMAS_A21B_0226,test,DAMIMAS,lnk-4,1,b1,2,b3,0
DAMIMAS_A21B_0226,test,DAMIMAS,lnk-5,2,b0,3,b3,0
DAMIMAS_A21B_0226,test,DAMIMAS,lnk-6,3,b0,0,b2,0
DAMIMAS_A21B_0226,test,DAMIMAS,lnk-7,3,b2,0,b1,0
DAMIMAS_A21B_0226,test,DAMIMAS,lnk-8,3,b1,0,b0,0
DAMIMAS_A21B_0227,test,DAMIMAS,lnk-0,0,b0,1,b1,0
DAMIMAS_A21B_0227,test,DAMIMAS,lnk-1,1,b0,2,b0,0
DAMIMAS_A21B_0227,test,DAMIMAS,lnk-2,1,b2,2,b1,0
DAMIMAS_A21B_0228,test,DAMIMAS,lnk-0,0,b1,1,b1,0
DAMIMAS_A21B_0228,test,DAMIMAS,lnk-1,0,b2,1,b3,0
DAMIMAS_A21B_0228,test,DAMIMAS,lnk-2,2,b0,3,b1,0
DAMIMAS_A21B_0228,test,DAMIMAS,lnk-3,2,b1,3,b3,0
DAMIMAS_A21B_0228,test,DAMIMAS,lnk-4,3,b0,0,b0,0
DAMIMAS_A21B_0228,test,DAMIMAS,lnk-5,1,b2,2,b2,0
DAMIMAS_A21B_0229,test,DAMIMAS,lnk-0,0,b0,1,b1,0
DAMIMAS_A21B_0229,test,DAMIMAS,lnk-1,0,b1,1,b5,0
DAMIMAS_A21B_0229,test,DAMIMAS,lnk-2,0,b2,1,b2,0
DAMIMAS_A21B_0229,test,DAMIMAS,lnk-3,1,b0,2,b0,0
DAMIMAS_A21B_0229,test,DAMIMAS,lnk-4,1,b3,2,b3,0
DAMIMAS_A21B_0229,test,DAMIMAS,lnk-5,1,b4,2,b4,0
DAMIMAS_A21B_0229,test,DAMIMAS,lnk-6,2,b1,3,b3,0
DAMIMAS_A21B_0229,test,DAMIMAS,lnk-7,2,b2,3,b1,0
DAMIMAS_A21B_0229,test,DAMIMAS,lnk-8,3,b0,0,b5,0
DAMIMAS_A21B_0229,test,DAMIMAS,lnk-9,3,b4,0,b4,0
DAMIMAS_A21B_0229,test,DAMIMAS,lnk-10,3,b2,0,b3,0
DAMIMAS_A21B_0231,train,DAMIMAS,lnk-0,0,b0,1,b3,0
DAMIMAS_A21B_0231,train,DAMIMAS,lnk-1,0,b3,1,b2,0
DAMIMAS_A21B_0231,train,DAMIMAS,lnk-2,1,b1,2,b3,0
DAMIMAS_A21B_0231,train,DAMIMAS,lnk-3,1,b0,2,b2,0
DAMIMAS_A21B_0231,train,DAMIMAS,lnk-4,2,b1,3,b3,0
DAMIMAS_A21B_0231,train,DAMIMAS,lnk-5,2,b0,3,b0,0
DAMIMAS_A21B_0231,train,DAMIMAS,lnk-6,3,b1,0,b2,0
DAMIMAS_A21B_0231,train,DAMIMAS,lnk-7,3,b2,0,b1,0
DAMIMAS_A21B_0232,test,DAMIMAS,lnk-0,1,b0,2,b2,0
DAMIMAS_A21B_0232,test,DAMIMAS,lnk-1,2,b1,3,b4,0
DAMIMAS_A21B_0232,test,DAMIMAS,lnk-2,2,b0,3,b1,0
DAMIMAS_A21B_0233,test,DAMIMAS,lnk-0,0,b2,1,b3,0
DAMIMAS_A21B_0233,test,DAMIMAS,lnk-1,0,b3,1,b0,0
DAMIMAS_A21B_0233,test,DAMIMAS,lnk-2,0,b4,1,b4,0
DAMIMAS_A21B_0233,test,DAMIMAS,lnk-3,1,b1,2,b3,0
DAMIMAS_A21B_0233,test,DAMIMAS,lnk-4,1,b2,2,b5,0
DAMIMAS_A21B_0233,test,DAMIMAS,lnk-5,2,b0,3,b2,0
DAMIMAS_A21B_0233,test,DAMIMAS,lnk-6,2,b1,3,b4,0
DAMIMAS_A21B_0233,test,DAMIMAS,lnk-8,2,b6,3,b3,0
DAMIMAS_A21B_0233,test,DAMIMAS,lnk-9,3,b0,0,b0,0
DAMIMAS_A21B_0233,test,DAMIMAS,lnk-10,3,b5,0,b1,0
DAMIMAS_A21B_0234,test,DAMIMAS,lnk-0,0,b0,1,b1,0
DAMIMAS_A21B_0234,test,DAMIMAS,lnk-1,2,b3,3,b4,0
DAMIMAS_A21B_0234,test,DAMIMAS,lnk-2,3,b1,0,b1,0
DAMIMAS_A21B_0234,test,DAMIMAS,lnk-3,3,b3,0,b2,0
DAMIMAS_A21B_0235,test,DAMIMAS,lnk-0,0,b3,1,b0,0
DAMIMAS_A21B_0235,test,DAMIMAS,lnk-1,0,b5,1,b3,0
DAMIMAS_A21B_0235,test,DAMIMAS,lnk-2,1,b1,2,b4,0
DAMIMAS_A21B_0235,test,DAMIMAS,lnk-3,1,b2,2,b3,0
DAMIMAS_A21B_0235,test,DAMIMAS,lnk-4,2,b0,3,b0,0
DAMIMAS_A21B_0235,test,DAMIMAS,lnk-5,2,b1,3,b1,0
DAMIMAS_A21B_0235,test,DAMIMAS,lnk-6,2,b2,3,b2,0
DAMIMAS_A21B_0235,test,DAMIMAS,lnk-7,2,b3,3,b3,0
DAMIMAS_A21B_0235,test,DAMIMAS,lnk-8,3,b6,0,b0,0
DAMIMAS_A21B_0235,test,DAMIMAS,lnk-9,3,b4,0,b4,0
DAMIMAS_A21B_0235,test,DAMIMAS,lnk-11,3,b5,0,b1,0
DAMIMAS_A21B_0236,test,DAMIMAS,lnk-0,0,b4,1,b4,0
DAMIMAS_A21B_0236,test,DAMIMAS,lnk-1,0,b0,1,b3,0
DAMIMAS_A21B_0236,test,DAMIMAS,lnk-2,0,b1,1,b2,0
DAMIMAS_A21B_0236,test,DAMIMAS,lnk-3,1,b0,2,b0,0
DAMIMAS_A21B_0236,test,DAMIMAS,lnk-4,1,b1,2,b1,0
DAMIMAS_A21B_0236,test,DAMIMAS,lnk-5,1,b6,2,b2,0
DAMIMAS_A21B_0236,test,DAMIMAS,lnk-36,2,b2,3,b5,0
DAMIMAS_A21B_0236,test,DAMIMAS,lnk-37,2,b0,3,b0,0
DAMIMAS_A21B_0236,test,DAMIMAS,lnk-38,2,b3,3,b4,0
DAMIMAS_A21B_0236,test,DAMIMAS,lnk-39,2,b4,3,b1,0
DAMIMAS_A21B_0236,test,DAMIMAS,lnk-41,3,b1,0,b2,0
DAMIMAS_A21B_0236,test,DAMIMAS,lnk-42,3,b3,0,b3,0
DAMIMAS_A21B_0237,test,DAMIMAS,lnk-0,0,b0,1,b4,0
DAMIMAS_A21B_0237,test,DAMIMAS,lnk-1,0,b1,1,b0,0
DAMIMAS_A21B_0237,test,DAMIMAS,lnk-2,0,b2,1,b3,0
DAMIMAS_A21B_0237,test,DAMIMAS,lnk-3,1,b0,2,b0,0
DAMIMAS_A21B_0237,test,DAMIMAS,lnk-5,1,b3,2,b4,0
DAMIMAS_A21B_0237,test,DAMIMAS,lnk-6,1,b2,2,b3,0
DAMIMAS_A21B_0237,test,DAMIMAS,lnk-7,1,b1,2,b1,0
DAMIMAS_A21B_0237,test,DAMIMAS,lnk-8,2,b1,3,b2,0
DAMIMAS_A21B_0237,test,DAMIMAS,lnk-9,2,b2,3,b1,0
DAMIMAS_A21B_0237,test,DAMIMAS,lnk-10,3,b4,0,b3,0
DAMIMAS_A21B_0237,test,DAMIMAS,lnk-11,3,b1,0,b4,0
DAMIMAS_A21B_0237,test,DAMIMAS,lnk-12,3,b0,0,b0,0
DAMIMAS_A21B_0237,test,DAMIMAS,lnk-13,3,b3,0,b2,0
DAMIMAS_A21B_0238,test,DAMIMAS,lnk-0,0,b1,1,b0,0
DAMIMAS_A21B_0238,test,DAMIMAS,lnk-1,0,b3,1,b1,0
DAMIMAS_A21B_0238,test,DAMIMAS,lnk-2,1,b2,2,b0,0
DAMIMAS_A21B_0238,test,DAMIMAS,lnk-3,2,b3,3,b4,0
DAMIMAS_A21B_0238,test,DAMIMAS,lnk-5,3,b2,0,b2,0
DAMIMAS_A21B_0238,test,DAMIMAS,lnk-6,3,b3,0,b0,0
DAMIMAS_A21B_0238,test,DAMIMAS,lnk-7,3,b5,0,b4,0
DAMIMAS_A21B_0238,test,DAMIMAS,lnk-8,1,b4,2,b2,0
DAMIMAS_A21B_0238,test,DAMIMAS,lnk-9,1,b5,2,b1,0
DAMIMAS_A21B_0238,test,DAMIMAS,lnk-10,2,b4,3,b0,0
DAMIMAS_A21B_0239,test,DAMIMAS,lnk-0,0,b1,1,b0,0
DAMIMAS_A21B_0239,test,DAMIMAS,lnk-1,0,b2,1,b1,0
DAMIMAS_A21B_0239,test,DAMIMAS,lnk-2,1,b3,2,b0,0
DAMIMAS_A21B_0239,test,DAMIMAS,lnk-4,1,b2,2,b1,0
DAMIMAS_A21B_0239,test,DAMIMAS,lnk-5,2,b0,3,b0,0
DAMIMAS_A21B_0239,test,DAMIMAS,lnk-7,2,b2,3,b1,0
DAMIMAS_A21B_0239,test,DAMIMAS,lnk-8,3,b3,0,b0,0
DAMIMAS_A21B_0239,test,DAMIMAS,lnk-9,3,b4,0,b3,0
DAMIMAS_A21B_0240,train,DAMIMAS,lnk-0,0,b1,1,b2,0
DAMIMAS_A21B_0240,train,DAMIMAS,lnk-1,0,b0,1,b0,0
DAMIMAS_A21B_0240,train,DAMIMAS,lnk-2,1,b0,2,b3,0
DAMIMAS_A21B_0240,train,DAMIMAS,lnk-3,1,b1,2,b1,0
DAMIMAS_A21B_0240,train,DAMIMAS,lnk-4,2,b2,3,b3,0
DAMIMAS_A21B_0240,train,DAMIMAS,lnk-5,3,b2,0,b2,0
DAMIMAS_A21B_0241,val,DAMIMAS,lnk-0,0,b0,1,b4,0
DAMIMAS_A21B_0241,val,DAMIMAS,lnk-1,0,b2,1,b3,0
DAMIMAS_A21B_0241,val,DAMIMAS,lnk-2,0,b1,1,b2,0
DAMIMAS_A21B_0241,val,DAMIMAS,lnk-3,1,b1,2,b1,0
DAMIMAS_A21B_0241,val,DAMIMAS,lnk-4,1,b0,2,b2,0
DAMIMAS_A21B_0241,val,DAMIMAS,lnk-6,2,b2,3,b3,0
DAMIMAS_A21B_0241,val,DAMIMAS,lnk-7,2,b0,3,b1,0
DAMIMAS_A21B_0241,val,DAMIMAS,lnk-8,3,b0,0,b3,0
DAMIMAS_A21B_0242,train,DAMIMAS,lnk-0,0,b1,1,b2,0
DAMIMAS_A21B_0242,train,DAMIMAS,lnk-1,0,b0,1,b1,0
DAMIMAS_A21B_0242,train,DAMIMAS,lnk-2,1,b0,2,b1,0
DAMIMAS_A21B_0242,train,DAMIMAS,lnk-3,1,b3,2,b2,0
DAMIMAS_A21B_0242,train,DAMIMAS,lnk-4,2,b0,3,b2,0
DAMIMAS_A21B_0242,train,DAMIMAS,lnk-5,3,b0,0,b3,0
DAMIMAS_A21B_0242,train,DAMIMAS,lnk-6,3,b3,0,b2,0
DAMIMAS_A21B_0243,val,DAMIMAS,lnk-0,3,b1,0,b1,0
DAMIMAS_A21B_0243,val,DAMIMAS,lnk-1,3,b2,0,b2,0
DAMIMAS_A21B_0243,val,DAMIMAS,lnk-2,3,b0,0,b0,0
DAMIMAS_A21B_0243,val,DAMIMAS,lnk-3,3,b3,0,b3,0
DAMIMAS_A21B_0243,val,DAMIMAS,lnk-4,0,b0,1,b3,0
DAMIMAS_A21B_0243,val,DAMIMAS,lnk-5,0,b3,1,b2,0
DAMIMAS_A21B_0243,val,DAMIMAS,lnk-6,0,b4,1,b1,0
DAMIMAS_A21B_0243,val,DAMIMAS,lnk-7,1,b1,2,b1,0
DAMIMAS_A21B_0243,val,DAMIMAS,lnk-8,1,b4,2,b2,0
DAMIMAS_A21B_0243,val,DAMIMAS,lnk-9,1,b0,2,b0,0
DAMIMAS_A21B_0243,val,DAMIMAS,lnk-10,2,b0,3,b5,0
DAMIMAS_A21B_0243,val,DAMIMAS,lnk-11,2,b3,3,b4,0
DAMIMAS_A21B_0243,val,DAMIMAS,lnk-12,2,b4,3,b1,0
DAMIMAS_A21B_0244,train,DAMIMAS,lnk-0,2,b2,3,b0,0
DAMIMAS_A21B_0244,train,DAMIMAS,lnk-1,2,b3,3,b3,0
DAMIMAS_A21B_0244,train,DAMIMAS,lnk-2,0,b1,1,b0,0
DAMIMAS_A21B_0244,train,DAMIMAS,lnk-3,1,b0,2,b1,0
DAMIMAS_A21B_0244,train,DAMIMAS,lnk-4,1,b1,2,b0,0
DAMIMAS_A21B_0244,train,DAMIMAS,lnk-5,3,b1,0,b2,0
DAMIMAS_A21B_0244,train,DAMIMAS,lnk-6,0,b2,1,b1,0
DAMIMAS_A21B_0244,train,DAMIMAS,lnk-7,0,b0,1,b2,0
DAMIMAS_A21B_0245,train,DAMIMAS,lnk-0,0,b0,1,b0,0
DAMIMAS_A21B_0245,train,DAMIMAS,lnk-1,1,b0,2,b1,0
DAMIMAS_A21B_0245,train,DAMIMAS,lnk-2,3,b0,0,b0,0
DAMIMAS_A21B_0245,train,DAMIMAS,lnk-3,2,b0,3,b2,0
DAMIMAS_A21B_0245,train,DAMIMAS,lnk-4,3,b3,0,b1,0
DAMIMAS_A21B_0246,test,DAMIMAS,lnk-0,0,b4,1,b5,0
DAMIMAS_A21B_0246,test,DAMIMAS,lnk-1,1,b3,2,b1,0
DAMIMAS_A21B_0246,test,DAMIMAS,lnk-2,2,b0,3,b2,0
DAMIMAS_A21B_0246,test,DAMIMAS,lnk-3,2,b2,3,b3,0
DAMIMAS_A21B_0246,test,DAMIMAS,lnk-4,2,b3,3,b0,0
DAMIMAS_A21B_0246,test,DAMIMAS,lnk-5,3,b1,0,b1,0
DAMIMAS_A21B_0247,test,DAMIMAS,lnk-0,0,b0,1,b0,0
DAMIMAS_A21B_0247,test,DAMIMAS,lnk-1,0,b3,1,b4,0
DAMIMAS_A21B_0247,test,DAMIMAS,lnk-2,3,b4,0,b3,0
DAMIMAS_A21B_0247,test,DAMIMAS,lnk-3,1,b2,2,b0,0
DAMIMAS_A21B_0247,test,DAMIMAS,lnk-4,2,b0,3,b0,0
DAMIMAS_A21B_0247,test,DAMIMAS,lnk-5,1,b1,2,b4,0
DAMIMAS_A21B_0247,test,DAMIMAS,lnk-6,2,b1,3,b3,0
DAMIMAS_A21B_0247,test,DAMIMAS,lnk-7,3,b3,0,b4,0
DAMIMAS_A21B_0247,test,DAMIMAS,lnk-8,3,b1,0,b1,0
DAMIMAS_A21B_0247,test,DAMIMAS,lnk-9,3,b2,0,b2,0
DAMIMAS_A21B_0248,train,DAMIMAS,lnk-0,0,b0,1,b1,0
DAMIMAS_A21B_0248,train,DAMIMAS,lnk-1,0,b2,1,b2,0
DAMIMAS_A21B_0248,train,DAMIMAS,lnk-2,1,b0,2,b4,0
DAMIMAS_A21B_0248,train,DAMIMAS,lnk-3,2,b2,3,b2,0
DAMIMAS_A21B_0248,train,DAMIMAS,lnk-4,2,b0,3,b3,0
DAMIMAS_A21B_0248,train,DAMIMAS,lnk-5,3,b1,0,b4,0
DAMIMAS_A21B_0248,train,DAMIMAS,lnk-6,3,b0,0,b3,0
DAMIMAS_A21B_0249,train,DAMIMAS,lnk-0,0,b1,1,b1,0
DAMIMAS_A21B_0249,train,DAMIMAS,lnk-1,0,b0,1,b3,0
DAMIMAS_A21B_0249,train,DAMIMAS,lnk-2,0,b4,1,b2,0
DAMIMAS_A21B_0249,train,DAMIMAS,lnk-3,1,b2,2,b3,0
